variant,revision,profile,group_size,base_records,prefix_bytes,head_entries,prefix_catalogs,queries,trial,prepare_ns,query_ns,visited_catalogs,matches,checksum,codec_block_size,native_payload_bytes,borrowed_payload_bytes,offset_array_bytes,rank_array_bytes,cut_lcp_array_bytes,false_borrow_bytes,total_array_bytes
baseline_w15,f12d708f2f6c85c9b7bd40a492a3811c79e2b447,bit,15,4096,4096,87,1,4096,1,84333.000,3766.337,20480,2796,331823824949766785,15,70741,17638,888,280,3128,50,92725
baseline_w15,f12d708f2f6c85c9b7bd40a492a3811c79e2b447,byte,15,4096,4096,87,1,4096,2,23333.000,2271.423,20480,2796,331823824949766785,15,73174,17763,736,280,3128,50,95131
baseline_w15,f12d708f2f6c85c9b7bd40a492a3811c79e2b447,bit,15,4096,4096,87,1,4096,2,28708.000,3785.868,20480,2796,331823824949766785,15,70741,17638,888,280,3128,50,92725
candidate_w15,a4c823ede5246a8b65525872e0f5406826859960,byte,15,4096,4096,87,1,4096,2,22583.000,2259.155,20480,2796,331823824949766785,15,73174,17763,736,280,3128,50,95131
candidate_w15,a4c823ede5246a8b65525872e0f5406826859960,bit,15,4096,4096,87,1,4096,2,35458.000,3850.718,20480,2796,331823824949766785,15,70741,17638,888,280,3128,50,92725
candidate_w15,a4c823ede5246a8b65525872e0f5406826859960,byte,15,4096,4096,87,1,4096,3,26416.000,2218.221,20480,2796,331823824949766785,15,73174,17763,736,280,3128,50,95131
candidate_w15,a4c823ede5246a8b65525872e0f5406826859960,bit,15,4096,4096,87,1,4096,3,36500.000,3758.860,20480,2796,331823824949766785,15,70741,17638,888,280,3128,50,92725
baseline_w15,f12d708f2f6c85c9b7bd40a492a3811c79e2b447,byte,15,4096,4096,87,1,4096,3,23917.000,2208.140,20480,2796,331823824949766785,15,73174,17763,736,280,3128,50,95131
baseline_w15,f12d708f2f6c85c9b7bd40a492a3811c79e2b447,bit,15,4096,4096,87,1,4096,3,34458.000,3860.860,20480,2796,331823824949766785,15,70741,17638,888,280,3128,50,92725
baseline_w15,f12d708f2f6c85c9b7bd40a492a3811c79e2b447,byte,15,4096,4096,87,1,4096,4,35375.000,2282.491,20480,2796,331823824949766785,15,73174,17763,736,280,3128,50,95131
baseline_w15,f12d708f2f6c85c9b7bd40a492a3811c79e2b447,bit,15,4096,4096,87,1,4096,4,34333.000,3862.091,20480,2796,331823824949766785,15,70741,17638,888,280,3128,50,92725
candidate_w15,a4c823ede5246a8b65525872e0f5406826859960,byte,15,4096,4096,87,1,4096,4,26833.000,2267.029,20480,2796,331823824949766785,15,73174,17763,736,280,3128,50,95131
candidate_w15,a4c823ede5246a8b65525872e0f5406826859960,bit,15,4096,4096,87,1,4096,4,37375.000,3901.968,20480,2796,331823824949766785,15,70741,17638,888,280,3128,50,92725
