variant,revision,trial,profile,records,prefix_bytes,round,build_ns,record_ns,payload_bytes,wire_digest
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,3,bit_fixed,16384,0,0,1815875.000,110.832,60153,8519433193016921614
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,3,bit_fixed,16384,0,1,1829542.000,111.666,60153,8519433193016921614
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,3,bit_fixed,16384,0,2,1805417.000,110.194,60153,8519433193016921614
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,3,bit_variable,16384,0,0,2231667.000,136.210,83038,15871665711279132660
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,3,bit_variable,16384,0,1,2228000.000,135.986,83038,15871665711279132660
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,3,bit_variable,16384,0,2,2220125.000,135.506,83038,15871665711279132660
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,byte_fixed,16384,0,0,1298375.000,79.247,181387,10403037783553420394
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,byte_fixed,16384,0,1,1184041.000,72.268,181387,10403037783553420394
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,byte_fixed,16384,0,2,1192750.000,72.800,181387,10403037783553420394
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,byte_variable,16384,0,0,1555959.000,94.968,328817,14631988329332027140
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,byte_variable,16384,0,1,1577791.000,96.301,328817,14631988329332027140
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,byte_variable,16384,0,2,1532083.000,93.511,328817,14631988329332027140
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,bit_fixed,16384,0,0,2008041.000,122.561,60153,8519433193016921614
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,bit_fixed,16384,0,1,1788959.000,109.189,60153,8519433193016921614
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,bit_fixed,16384,0,2,1850125.000,112.923,60153,8519433193016921614
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,bit_variable,16384,0,0,2188125.000,133.553,83038,15871665711279132660
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,bit_variable,16384,0,1,2185958.000,133.420,83038,15871665711279132660
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,4,bit_variable,16384,0,2,2284667.000,139.445,83038,15871665711279132660
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,byte_fixed,16384,0,0,839709.000,51.252,181387,10403037783553420394
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,byte_fixed,16384,0,1,770083.000,47.002,181387,10403037783553420394
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,byte_fixed,16384,0,2,734333.000,44.820,181387,10403037783553420394
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,byte_variable,16384,0,0,939042.000,57.315,328817,14631988329332027140
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,byte_variable,16384,0,1,921709.000,56.257,328817,14631988329332027140
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,byte_variable,16384,0,2,924333.000,56.417,328817,14631988329332027140
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,bit_fixed,16384,0,0,1431042.000,87.344,60153,8519433193016921614
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,bit_fixed,16384,0,1,1443542.000,88.107,60153,8519433193016921614
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,bit_fixed,16384,0,2,1441500.000,87.982,60153,8519433193016921614
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,bit_variable,16384,0,0,1850083.000,112.920,83038,15871665711279132660
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,bit_variable,16384,0,1,1844333.000,112.569,83038,15871665711279132660
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,4,bit_variable,16384,0,2,1749875.000,106.804,83038,15871665711279132660
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,byte_fixed,16384,64,0,1330459.000,81.205,181451,9251279952100018761
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,byte_fixed,16384,64,1,1289041.000,78.677,181451,9251279952100018761
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,byte_fixed,16384,64,2,1311750.000,80.063,181451,9251279952100018761
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,byte_variable,16384,64,0,1617459.000,98.722,328881,10497002078573155402
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,byte_variable,16384,64,1,1682833.000,102.712,328881,10497002078573155402
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,byte_variable,16384,64,2,1632500.000,99.640,328881,10497002078573155402
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,bit_fixed,16384,64,0,1940500.000,118.439,61036,15332273967921022392
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,bit_fixed,16384,64,1,1958084.000,119.512,61036,15332273967921022392
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,bit_fixed,16384,64,2,1991083.000,121.526,61036,15332273967921022392
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,bit_variable,16384,64,0,2288750.000,139.694,83922,3519228460996590230
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,bit_variable,16384,64,1,2299291.000,140.338,83922,3519228460996590230
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,0,bit_variable,16384,64,2,2255750.000,137.680,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,byte_fixed,16384,64,0,837250.000,51.102,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,byte_fixed,16384,64,1,796458.000,48.612,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,byte_fixed,16384,64,2,889083.000,54.265,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,byte_variable,16384,64,0,1039875.000,63.469,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,byte_variable,16384,64,1,1059833.000,64.687,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,byte_variable,16384,64,2,975709.000,59.553,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,bit_fixed,16384,64,0,1505666.000,91.899,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,bit_fixed,16384,64,1,1447708.000,88.361,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,bit_fixed,16384,64,2,1384208.000,84.485,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,bit_variable,16384,64,0,1887875.000,115.227,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,bit_variable,16384,64,1,1732875.000,105.766,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,0,bit_variable,16384,64,2,1815875.000,110.832,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,byte_fixed,16384,64,0,827167.000,50.486,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,byte_fixed,16384,64,1,874666.000,53.385,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,byte_fixed,16384,64,2,770792.000,47.045,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,byte_variable,16384,64,0,951875.000,58.098,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,byte_variable,16384,64,1,1141000.000,69.641,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,1,byte_variable,16384,64,2,1082458.000,66.068,328881,10497002078573155402
