variant,revision,profile,group_size,base_records,prefix_bytes,head_entries,prefix_catalogs,queries,trial,prepare_ns,query_ns,visited_catalogs,matches,checksum,codec_block_size,native_payload_bytes,borrowed_payload_bytes,offset_array_bytes,rank_array_bytes,cut_lcp_array_bytes,false_borrow_bytes,total_array_bytes
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,0,18291.000,3178.426,20480,2796,331823824949766785,15,57046,1635,728,280,3128,50,62867
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,0,25500.000,6257.090,20480,2796,331823824949766785,15,54313,1491,856,280,3128,50,60118
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,0,22875.000,3243.032,20480,2796,331823824949766785,16,57020,1634,704,280,3128,50,62816
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,0,30042.000,6705.546,20480,2796,331823824949766785,16,54252,1488,832,280,3128,50,60030
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,1,17625.000,3202.362,20480,2796,331823824949766785,16,57020,1634,704,280,3128,50,62816
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,1,28292.000,6626.923,20480,2796,331823824949766785,16,54252,1488,832,280,3128,50,60030
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,1,15333.000,3155.914,20480,2796,331823824949766785,15,57046,1635,728,280,3128,50,62867
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,1,23958.000,6200.684,20480,2796,331823824949766785,15,54313,1491,856,280,3128,50,60118
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,byte,15,4096,64,87,1,4096,1,19250.000,5604.919,20480,2796,331823824949766785,15,60170,1647,728,280,0,50,62875
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,bit,15,4096,64,87,1,4096,1,23333.000,10387.655,20480,2796,331823824949766785,15,57454,1499,856,280,0,50,60139
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,byte,15,4096,64,87,1,4096,2,20834.000,5746.714,20480,2796,331823824949766785,15,60170,1647,728,280,0,50,62875
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,bit,15,4096,64,87,1,4096,2,33666.000,10542.328,20480,2796,331823824949766785,15,57454,1499,856,280,0,50,60139
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,2,13750.000,3183.044,20480,2796,331823824949766785,15,57046,1635,728,280,3128,50,62867
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,2,23959.000,6194.305,20480,2796,331823824949766785,15,54313,1491,856,280,3128,50,60118
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,2,18333.000,3282.298,20480,2796,331823824949766785,16,57020,1634,704,280,3128,50,62816
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,2,24416.000,6692.912,20480,2796,331823824949766785,16,54252,1488,832,280,3128,50,60030
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,3,17084.000,3249.522,20480,2796,331823824949766785,16,57020,1634,704,280,3128,50,62816
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,3,25792.000,6671.631,20480,2796,331823824949766785,16,54252,1488,832,280,3128,50,60030
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,3,17375.000,3132.619,20480,2796,331823824949766785,15,57046,1635,728,280,3128,50,62867
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,3,27459.000,6184.764,20480,2796,331823824949766785,15,54313,1491,856,280,3128,50,60118
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,byte,15,4096,64,87,1,4096,3,15416.000,5418.325,20480,2796,331823824949766785,15,60170,1647,728,280,0,50,62875
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,bit,15,4096,64,87,1,4096,3,30750.000,10436.035,20480,2796,331823824949766785,15,57454,1499,856,280,0,50,60139
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,byte,15,4096,64,87,1,4096,4,20083.000,5469.523,20480,2796,331823824949766785,15,60170,1647,728,280,0,50,62875
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,bit,15,4096,64,87,1,4096,4,26042.000,10216.959,20480,2796,331823824949766785,15,57454,1499,856,280,0,50,60139
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,4,17750.000,3173.726,20480,2796,331823824949766785,15,57046,1635,728,280,3128,50,62867
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,4,24209.000,6227.732,20480,2796,331823824949766785,15,54313,1491,856,280,3128,50,60118
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,4096,64,87,1,4096,4,38042.000,3275.380,20480,2796,331823824949766785,16,57020,1634,704,280,3128,50,62816
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,4096,64,87,1,4096,4,26666.000,6701.904,20480,2796,331823824949766785,16,54252,1488,832,280,3128,50,60030
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,byte,15,65536,64,1390,2,4096,0,119166.000,7072.815,24576,2810,17916971327959202543,15,1076239,22266,7904,3552,0,779,1110740
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,bit,15,65536,64,1390,2,4096,0,207875.000,13786.713,24576,2810,17916971327959202543,15,1047526,19871,10184,3552,0,779,1081912
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,0,125250.000,3854.289,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
