variant,revision,profile,group_size,base_records,prefix_bytes,head_entries,prefix_catalogs,queries,trial,prepare_ns,query_ns,visited_catalogs,matches,checksum,codec_block_size,native_payload_bytes,borrowed_payload_bytes,offset_array_bytes,rank_array_bytes,cut_lcp_array_bytes,false_borrow_bytes,total_array_bytes
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,bit,15,4096,64,87,1,4096,2,22959.000,2977.560,20480,2796,331823824949766785,15,54064,1469,856,280,3128,50,59847
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,byte,15,4096,64,87,1,4096,3,17084.000,2036.784,20480,2796,331823824949766785,15,56680,1607,728,280,3128,50,62473
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,bit,15,4096,64,87,1,4096,3,20875.000,2973.714,20480,2796,331823824949766785,15,54064,1469,856,280,3128,50,59847
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,byte,15,4096,64,87,1,4096,3,13500.000,1903.127,20480,2796,331823824949766785,15,57046,1635,728,280,3128,50,62867
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,bit,15,4096,64,87,1,4096,3,17292.000,2991.852,20480,2796,331823824949766785,15,54313,1491,856,280,3128,50,60118
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,byte,15,4096,64,87,1,4096,4,16958.000,1846.822,20480,2796,331823824949766785,15,57046,1635,728,280,3128,50,62867
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,bit,15,4096,64,87,1,4096,4,19709.000,2972.849,20480,2796,331823824949766785,15,54313,1491,856,280,3128,50,60118
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,byte,15,4096,64,87,1,4096,4,11291.000,1964.355,20480,2796,331823824949766785,15,56680,1607,728,280,3128,50,62473
candidate_w15,a12eb8019d49052c370bcc62a593b6a317bec9fa,bit,15,4096,64,87,1,4096,4,18750.000,2984.965,20480,2796,331823824949766785,15,54064,1469,856,280,3128,50,59847
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,byte,15,65536,64,1390,2,4096,0,72208.000,2372.182,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
baseline_w15,18daa213552ec44872f9c042a7977fbe7c81c07d,bit,15,65536,64,1390,2,4096,0,114291.000,3636.576,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
