key_bits,count,simd_geomean,simd_min_ratio,simd_max_ratio,simd_disjoint_win,simd_disjoint_loss,automatic_geomean,automatic_min_ratio,automatic_max_ratio,automatic_disjoint_win,automatic_disjoint_loss
32,1,0.7252783692011548,0.537348599851426,0.9077971723872897,0,8,0.9792434598947386,0.9192444420862736,1.0633875897362997,0,3
32,2,1.1335165501498894,0.9475792449020795,1.5434142929500012,6,2,0.9746415835482092,0.946774800299593,1.0033544761823678,0,2
32,3,0.9052606152033097,0.724492880998418,1.1880559200657028,2,6,0.9644921677049287,0.9222959965621654,1.0095498527555742,0,2
32,4,1.6575794343850954,1.2534367823424342,2.338159866935662,8,0,2.25561901084299,1.3296531633277744,3.6433675788708064,8,0
32,5,0.542482190734161,0.35839096336819914,0.8135641897797824,0,8,0.9702548603546945,0.9106492522535707,1.0253142644920465,0,2
32,6,0.6170832188601449,0.3862739773851316,0.8353001614921183,0,8,0.99152686534768,0.9665577172250529,1.0376239679515364,0,1
32,7,0.6697840293100754,0.5171837293572082,0.7917822423849644,0,8,0.941755114121482,0.8190775500747073,1.0288949744652507,0,2
32,8,0.5840643941620507,0.3669542976374773,0.8228459820940913,0,8,0.9861108879162859,0.9758587955794934,1.0058245779609813,0,1
32,9,0.5674947437664708,0.3687666064945338,0.8102720182613657,0,8,0.9873273034633,0.9232613956050443,1.016074579379524,0,0
32,10,0.6700071610402908,0.43029777278829323,0.8353605448041033,0,8,0.9892293026078331,0.9593988535448038,1.0061682747011875,0,3
32,11,1.0573515912275948,0.7553285216876472,1.4645409956242113,4,4,0.9941841964198689,0.975116535117822,1.0126217366236463,0,1
32,12,0.6315359010537368,0.43895658495724876,0.8454500258933196,0,8,1.0136761693239946,0.9449115217476413,1.1268186363572343,0,0
32,13,0.5636207963039909,0.35438675454107055,0.8116170171164754,0,8,0.9767504597061326,0.9549700467961908,1.0038659271241197,0,0
32,14,0.7233121691744419,0.574793132765413,0.8347099485172652,0,8,0.9926378751047374,0.9548311377245509,1.029072534046362,0,0
32,15,0.7472224004551694,0.5884325758832311,0.9433470731378545,0,7,0.9729736696869682,0.8971514227052247,1.0391090444246376,0,2
32,16,0.7613488082076282,0.5077495337138981,0.9884980460204973,0,7,0.9988240407751892,0.9590649476570666,1.0296563804251455,1,0
32,17,0.6403542624340326,0.4113774154726492,0.8389453113061175,0,8,0.9943222224740982,0.9780326816235246,1.0128647892118852,0,1
32,18,0.6102342715720124,0.4139118441335667,0.841165195017231,0,8,0.9800382429240974,0.9373164817998398,1.0347249292408862,0,0
32,19,0.5543955004356788,0.3489243016242656,0.8271192662913966,0,8,1.0055054202237854,0.9733864643628422,1.1043287958655443,0,1
32,20,0.5312961657169474,0.33955726431548483,0.7728178870058531,0,8,0.9957991074116719,0.9699718914966063,1.0363420695887935,0,0
32,21,0.5221278127783909,0.3215085944328204,0.7779276883571142,0,8,0.9969243939943584,0.9774570360871147,1.0198520460717295,1,1
32,22,0.5369530613728696,0.3402494850609827,0.7824239497827137,0,8,0.9980439231405794,0.9818582370973179,1.0169765405266311,0,0
32,23,0.5424390600896517,0.32820477828120165,0.7927802468512741,0,8,0.99396361059031,0.962334141817663,1.044148468803812,0,0
32,24,0.6018474537377438,0.4163967904105706,0.8494749844654381,0,8,1.015975027172794,0.9788879479556971,1.1469685427268388,0,0
32,25,0.6199746151894894,0.48035979413703334,0.7446256560822089,0,8,0.9830422308899796,0.9146056162223168,1.0085432920722386,0,0
32,26,0.6264781300883886,0.4504124842775051,0.7831624836031054,0,8,0.9964267405276549,0.9502134248567436,1.0564980379938869,0,0
32,27,0.6637154812510742,0.5541825270137525,0.7859415921036073,0,8,1.0042209033121976,0.9718493914855074,1.0541446133263812,1,0
32,28,0.6788558868629385,0.55236704301238,0.859882770962471,0,8,0.996693804791065,0.9591693996779161,1.027570755427848,0,0
32,29,0.7368086651088602,0.6292197407709771,0.955009691629956,0,7,1.0001193228765388,0.9434554344190521,1.0377593743659739,0,0
32,30,0.7775208370058807,0.6154496370329476,1.0279368808011164,0,6,0.9956987248427758,0.9705349113799205,1.0138255780716403,0,1
32,31,0.5631731163815754,0.4954516488210702,0.6597136826649537,0,8,0.9766266230345083,0.9291520428248575,1.0065329871488344,0,3
32,32,0.9036176772975201,0.7096247701270921,1.1494575973272327,2,6,0.9871876188981484,0.9391828188037186,1.0125749917331948,0,0
32,63,0.898403663117393,0.702303178716493,1.0299343099362186,1,3,0.9978231641077256,0.9691814084860417,1.0355804891495015,1,2
64,1,0.9654393933128739,0.8779996459042123,1.1300506927692064,2,5,0.9584116326416557,0.9279721234619099,1.0103858728371764,0,3
64,2,1.348363702413643,1.0154265165861651,1.8355612387750802,6,0,0.9838482390566585,0.9610841838469664,1.0055357580044069,0,1
64,3,1.0697178917100039,0.8508477606193534,1.2602488546964457,6,2,0.9689547658763918,0.9400395142536532,0.9986684313314073,0,3
64,4,1.861492939744489,1.4110690121786198,2.705690980244236,8,0,2.29981351564093,1.419859073424788,3.762646034458154,8,0
64,5,0.7444351566782484,0.45595221704798544,1.0696454835064366,2,6,0.9844286318456618,0.9583075776422795,1.005648421595894,0,0
64,6,0.9286353858737827,0.8331505967654204,1.1008392540853906,2,4,1.0019551516179739,0.9747269744551207,1.0481746877118234,0,0
64,7,0.8631771515190727,0.7959967276599068,1.06865646766741,0,6,0.9823719006341026,0.9506758382308897,1.0154848046309697,0,1
64,8,0.9338876215349351,0.6634112498665813,1.1593586443013926,3,3,0.9649488523873666,0.9020663662433429,1.0085456278570204,0,0
64,9,0.8261395968551766,0.5285774042421747,1.2058282615702556,2,5,0.989751044663144,0.959637738479896,1.047571790062324,0,0
64,10,1.0638764409508914,0.8777285781129938,1.1875748230584313,4,2,0.9957574429732657,0.9413833150897161,1.0458568661958867,0,2
64,11,1.4718773250365516,1.0279632736798443,2.0645797081374644,6,0,0.9928136281498797,0.9665041067761807,1.014143154058594,0,0
64,12,0.9686048243416985,0.7031445593600429,1.2167425609969138,1,2,0.9924313052735093,0.9495401457531107,1.078368113252336,0,0
64,13,0.8237429284235868,0.5078161104177736,1.2339422578764074,2,4,0.9812132021460691,0.9284890722283431,1.048944986017411,0,1
64,14,1.0127693509539184,0.7654725861369702,1.1701872529396478,5,2,1.0041898787321286,0.9855596707581893,1.0233024867269782,1,0
64,15,0.9700636973362753,0.8947159732768747,1.0249697505431774,0,2,0.9938935291038226,0.9746803936679781,1.0249303680850153,0,0
64,16,1.1540782548366793,0.9032058785277668,1.3226049747568032,2,1,0.986834606928852,0.9681451581542578,1.0174314608055184,0,0
64,17,0.976522547845646,0.7103848276039061,1.3033206302593863,3,1,1.0070819119576997,0.9362070330306231,1.1127079740785362,0,0
64,18,0.885567222183016,0.5873536474334059,1.1784527304914294,1,1,1.0154470323483942,0.9102652622113747,1.111035875777538,0,0
64,19,0.8204186784311972,0.47672964535145845,1.1301258856218785,1,4,1.0137042084456462,0.98958558254083,1.0359328167172845,0,0
64,20,0.7772212125958068,0.48441437505240814,1.0771667068822672,0,4,1.0048112812457937,0.9701383609548427,1.0611718317025085,0,0
64,21,0.7759046395802058,0.4702626158599382,1.1496055548871664,1,5,0.9622163407363002,0.9303978237690029,1.0425491179286137,0,1
64,22,0.8320690306988059,0.5666839835835628,1.0939292472929076,2,4,1.0067784870359096,0.9781645683130671,1.035695799356037,0,1
64,23,0.8574107417756665,0.6034135133867867,1.111493703762267,0,2,1.0121971884427803,0.9583470674841233,1.1064068246066094,0,0
64,24,0.8747977492474242,0.5970106707972979,1.1460597220329516,1,4,1.0154352021795912,0.9788620610592779,1.0874697283412966,0,0
64,25,0.901664384410494,0.7070522570913974,1.0637422825752296,0,5,1.0098631246901784,0.9880554405698218,1.0571418909017123,0,0
64,26,0.9253619319128611,0.7271969130368595,1.0905632179498514,0,4,1.002821277729045,0.9695262526468262,1.0642830593774162,0,0
64,27,0.9297994756562151,0.7211818994719701,1.0798344659854244,0,2,0.9951647948766008,0.9756399414840099,1.0105686426983571,0,0
64,28,0.9820605282416306,0.8717468624163702,1.0797595549973085,2,3,1.0016887321721109,0.9781503075566145,1.0237890586947678,0,0
64,29,0.9973847204814615,0.8818355519762502,1.131028102865025,1,2,0.990945679506185,0.9431232959709179,1.08315667803812,0,0
64,30,1.0389269936254508,0.9342507235502197,1.181746895591213,3,2,1.0005936128104842,0.9762436895603127,1.0519322372707662,0,0
64,31,0.8292357789218631,0.6680100093472503,1.0434810268567163,0,6,0.9981671733384525,0.9288279561880635,1.0814065775321302,0,1
64,32,1.241872324719702,1.1213841173719956,1.4082256739794101,8,0,0.9888821492451974,0.8808502938677127,1.043136657099624,0,0
64,63,0.9690424357937749,0.8595856833603527,1.0496841090879387,0,0,0.9844660955238292,0.962224813222245,1.0091036620082057,0,0
128,1,1.0209811279876226,0.7463923738105003,1.3629087998835898,4,2,0.9162113589509812,0.7314576167940993,1.0305651762696175,0,2
128,2,1.8167215224828401,1.2461685000326672,2.798584394086421,8,0,1.7290709061186065,1.2570221503839722,2.5606130943482333,8,0
128,3,1.3680897009657944,1.1450368610460853,1.918305115079538,8,0,1.3073410271816923,1.0767138667621639,1.8689556195888113,7,0
128,4,2.2037996313110755,1.5008602833641052,3.2441238822000797,8,0,2.1058239887617507,1.4687935197445285,3.1123812537748905,8,0
128,5,0.902020847904523,0.6839299491942411,1.0718823721302149,1,3,0.9737219893933877,0.8891019585309559,0.9976959369604904,0,0
128,6,1.1096000532267485,0.9642997795208055,1.359436357481381,4,0,0.9838838828422887,0.9271255995428754,1.0640510481040413,0,0
128,7,1.1621342120565072,0.896492410016771,1.5049387598704353,4,2,0.955623171720527,0.900746652231208,1.021149280376928,0,4
128,8,1.2512032622095994,1.0405953590471884,1.5095095153102618,7,0,0.9973168822104768,0.9526484946123395,1.1262890275381683,0,1
128,9,1.1154437500716954,0.917557251908397,1.2093055535782924,5,0,0.9712590452814736,0.9091870021694721,1.008737474678585,0,1
128,10,1.3666747581407386,1.170863319970953,1.675499842384488,8,0,0.9721289302098729,0.926588431140828,1.0683964317428625,0,3
128,11,1.7530802210779282,1.2430467245004597,2.8058134988739005,8,0,0.9991199510155653,0.9466724019450987,1.1165642827403344,0,1
128,12,1.18093264994914,1.1058573271024905,1.3034630886720406,8,0,0.9947288022016723,0.9362991497157891,1.0615343895703988,1,2
128,13,1.1446291283378922,0.9218996267109084,1.303643796784969,6,0,1.0286263830228881,0.9567201119121919,1.1081721808258882,0,1
128,14,1.2719722342730457,1.11580557884637,1.491104687912317,8,0,0.99901225655738,0.9378632586401517,1.0412316915189326,0,0
128,15,1.312047857871188,1.0668715830140327,1.6736351056144962,6,0,1.33831401403533,1.0955181080643155,1.7608508534173322,8,0
128,16,1.5586625651650616,1.4008339499519864,1.860535516329837,8,0,1.56620729875561,1.3228939269149076,1.953115733643657,8,0
128,17,1.2732724694977362,1.1388662869541633,1.5536159832733185,7,0,1.0224976465497655,0.981541890568813,1.0597044578326191,0,0
128,18,1.0816388321822128,0.8583653899760272,1.2651824248531285,5,1,0.9772382932889057,0.9314751802599447,1.0414164076226518,0,0
128,19,1.0571614948336996,0.7979101358411703,1.2438599000282544,6,2,1.0237017023167352,0.9627251204002516,1.0620919510102937,0,0
128,20,0.9545649942807174,0.6814853109088678,1.1401361852900938,3,2,0.9749589575590272,0.9250547764012157,1.0308490297859416,0,0
128,21,0.9542183688955805,0.7086321299832393,1.1580256076658382,1,2,0.9892704525582536,0.9268617742326736,1.0190670670263635,0,0
128,22,0.9899269840820237,0.75967929746252,1.1300653418113262,3,2,0.9876339626545174,0.9788414374790724,0.9957062828321089,0,1
128,23,1.0551860732407954,0.8204097406693379,1.2029029320706612,2,1,0.9893579914109683,0.9215569098586626,1.0370977123796885,0,1
