workload,phase,trial,items,bits,loops,ns_per_item,checksum
counts/eg0-small,warmup,0,262144,2920226,4,8.64907073975,78258120
counts/eg0-small,timed,1,262144,2920226,4,8.81826877594,78258120
counts/eg0-small,timed,2,262144,2920226,4,8.71316623688,78258120
counts/eg0-small,timed,3,262144,2920226,4,8.76605510712,78258120
counts/eg0-small,timed,4,262144,2920226,4,8.59852600098,78258120
counts/eg0-small,timed,5,262144,2920226,4,8.78890323639,78258120
counts/eg0-wide,warmup,0,262144,16040710,4,16.4762735367,15953147329455257824
counts/eg0-wide,timed,1,262144,16040710,4,16.2727832794,15953147329455257824
counts/eg0-wide,timed,2,262144,16040710,4,15.8712863922,15953147329455257824
counts/eg0-wide,timed,3,262144,16040710,4,19.0389957428,15953147329455257824
counts/eg0-wide,timed,4,262144,16040710,4,18.8672142029,15953147329455257824
counts/eg0-wide,timed,5,262144,16040710,4,16.6444778442,15953147329455257824
counts/eg3,warmup,0,262144,3707062,4,13.2628278732,551372824
counts/eg3,timed,1,262144,3707062,4,12.9309501648,551372824
counts/eg3,timed,2,262144,3707062,4,12.6459598541,551372824
counts/eg3,timed,3,262144,3707062,4,12.8428535461,551372824
counts/eg3,timed,4,262144,3707062,4,12.9801435471,551372824
counts/eg3,timed,5,262144,3707062,4,13.7445926666,551372824
counts/g7,warmup,0,262144,3276422,4,15.5693292618,79682904
counts/g7,timed,1,262144,3276422,4,15.4995918274,79682904
counts/g7,timed,2,262144,3276422,4,15.4478549957,79682904
counts/g7,timed,3,262144,3276422,4,16.6745185852,79682904
counts/g7,timed,4,262144,3276422,4,15.5845079422,79682904
counts/g7,timed,5,262144,3276422,4,15.967209816,79682904
prefix-6/frames,warmup,0,32768,1217775,4,63.8910903931,79915592608
prefix-6/frames,timed,1,32768,1217775,4,61.925567627,79915592608
prefix-6/frames,timed,2,32768,1217775,4,63.8453140259,79915592608
prefix-6/frames,timed,3,32768,1217775,4,61.2970962524,79915592608
prefix-6/frames,timed,4,32768,1217775,4,62.335647583,79915592608
prefix-6/frames,timed,5,32768,1217775,4,62.9472732544,79915592608
prefix-6/cursor,warmup,0,32768,1217775,4,103.209495544,62677496
prefix-6/cursor,timed,1,32768,1217775,4,103.058174133,62677496
prefix-6/cursor,timed,2,32768,1217775,4,100.204788208,62677496
prefix-6/cursor,timed,3,32768,1217775,4,100.433029175,62677496
prefix-6/cursor,timed,4,32768,1217775,4,102.004692078,62677496
prefix-6/cursor,timed,5,32768,1217775,4,103.570617676,62677496
prefix-6/records,warmup,0,32768,1221126,4,131.12386322,80064110448
prefix-6/records,timed,1,32768,1221126,4,151.223495483,80064110448
prefix-6/records,timed,2,32768,1221126,4,132.269226074,80064110448
prefix-6/records,timed,3,32768,1221126,4,131.506286621,80064110448
prefix-6/records,timed,4,32768,1221126,4,131.461143494,80064110448
prefix-6/records,timed,5,32768,1221126,4,134.33997345,80064110448
prefix-6/merge-disjoint,warmup,0,32768,1284592,2,375.422164917,2501318
prefix-6/merge-disjoint,timed,1,32768,1284592,2,383.740112305,2501318
prefix-6/merge-disjoint,timed,2,32768,1284592,2,374.939605713,2501318
prefix-6/merge-disjoint,timed,3,32768,1284592,2,382.277160645,2501318
prefix-6/merge-disjoint,timed,4,32768,1284592,2,401.627212524,2501318
prefix-6/merge-disjoint,timed,5,32768,1284592,2,379.416778564,2501318
prefix-6/merge-overlap,warmup,0,32768,1862418,2,418.472930908,2501318
prefix-6/merge-overlap,timed,1,32768,1862418,2,416.349411011,2501318
prefix-6/merge-overlap,timed,2,32768,1862418,2,413.092285156,2501318
prefix-6/merge-overlap,timed,3,32768,1862418,2,430.899932861,2501318
prefix-6/merge-overlap,timed,4,32768,1862418,2,448.701217651,2501318
prefix-6/merge-overlap,timed,5,32768,1862418,2,427.527114868,2501318
prefix-512/frames,warmup,0,32768,63803583,4,71.5182571411,4190486745848
prefix-512/frames,timed,1,32768,63803583,4,68.5011520386,4190486745848
prefix-512/frames,timed,2,32768,63803583,4,111.905738831,4190486745848
prefix-512/frames,timed,3,32768,63803583,4,66.1252288818,4190486745848
prefix-512/frames,timed,4,32768,63803583,4,69.0644607544,4190486745848
prefix-512/frames,timed,5,32768,63803583,4,66.7107925415,4190486745848
prefix-512/cursor,warmup,0,32768,63803583,4,113.848686218,313020728
prefix-512/cursor,timed,1,32768,63803583,4,113.585472107,313020728
prefix-512/cursor,timed,2,32768,63803583,4,117.060661316,313020728
prefix-512/cursor,timed,3,32768,63803583,4,105.568565369,313020728
prefix-512/cursor,timed,4,32768,63803583,4,103.618301392,313020728
prefix-512/cursor,timed,5,32768,63803583,4,105.997398376,313020728
prefix-512/records,warmup,0,32768,63806934,4,234.028495789,4190418264352
prefix-512/records,timed,1,32768,63806934,4,226.844474792,4190418264352
prefix-512/records,timed,2,32768,63806934,4,229.307495117,4190418264352
prefix-512/records,timed,3,32768,63806934,4,237.175308228,4190418264352
prefix-512/records,timed,4,32768,63806934,4,221.840538025,4190418264352
prefix-512/records,timed,5,32768,63806934,4,233.497932434,4190418264352
prefix-512/merge-disjoint,warmup,0,32768,63870400,2,397.775650024,127673114
prefix-512/merge-disjoint,timed,1,32768,63870400,2,388.962417603,127673114
prefix-512/merge-disjoint,timed,2,32768,63870400,2,392.347335815,127673114
prefix-512/merge-disjoint,timed,3,32768,63870400,2,385.879516602,127673114
prefix-512/merge-disjoint,timed,4,32768,63870400,2,392.508834839,127673114
prefix-512/merge-disjoint,timed,5,32768,63870400,2,385.412841797,127673114
prefix-512/merge-overlap,warmup,0,32768,95829700,2,411.819458008,127673114
prefix-512/merge-overlap,timed,1,32768,95829700,2,417.770385742,127673114
prefix-512/merge-overlap,timed,2,32768,95829700,2,414.2449646,127673114
prefix-512/merge-overlap,timed,3,32768,95829700,2,419.367477417,127673114
prefix-512/merge-overlap,timed,4,32768,95829700,2,440.2059021,127673114
prefix-512/merge-overlap,timed,5,32768,95829700,2,425.252914429,127673114
hash-6/frames,warmup,0,32768,5471471,4,67.9473876953,358780393908
hash-6/frames,timed,1,32768,5471471,4,66.1948547363,358780393908
hash-6/frames,timed,2,32768,5471471,4,65.9341812134,358780393908
hash-6/frames,timed,3,32768,5471471,4,67.4155578613,358780393908
hash-6/frames,timed,4,32768,5471471,4,66.4294586182,358780393908
hash-6/frames,timed,5,32768,5471471,4,63.6771469116,358780393908
hash-6/cursor,warmup,0,32768,5471471,4,136.936508179,28789848
hash-6/cursor,timed,1,32768,5471471,4,138.587631226,28789848
hash-6/cursor,timed,2,32768,5471471,4,139.149345398,28789848
hash-6/cursor,timed,3,32768,5471471,4,133.416809082,28789848
hash-6/cursor,timed,4,32768,5471471,4,138.356521606,28789848
hash-6/cursor,timed,5,32768,5471471,4,133.339241028,28789848
hash-6/records,warmup,0,32768,5514916,4,119.284309387,361637822352
hash-6/records,timed,1,32768,5514916,4,123.214401245,361637822352
hash-6/records,timed,2,32768,5514916,4,122.501693726,361637822352
hash-6/records,timed,3,32768,5514916,4,121.576950073,361637822352
hash-6/records,timed,4,32768,5514916,4,121.341384888,361637822352
hash-6/records,timed,5,32768,5514916,4,122.413322449,361637822352
hash-6/merge-disjoint,warmup,0,32768,5517418,2,400.608703613,11008518
hash-6/merge-disjoint,timed,1,32768,5517418,2,403.580337524,11008518
hash-6/merge-disjoint,timed,2,32768,5517418,2,386.142089844,11008518
hash-6/merge-disjoint,timed,3,32768,5517418,2,390.665054321,11008518
hash-6/merge-disjoint,timed,4,32768,5517418,2,384.686782837,11008518
hash-6/merge-disjoint,timed,5,32768,5517418,2,391.478851318,11008518
hash-6/merge-overlap,warmup,0,32768,8232098,2,425.868347168,11008518
hash-6/merge-overlap,timed,1,32768,8232098,2,423.516601562,11008518
hash-6/merge-overlap,timed,2,32768,8232098,2,426.61920166,11008518
hash-6/merge-overlap,timed,3,32768,8232098,2,425.999313354,11008518
hash-6/merge-overlap,timed,4,32768,8232098,2,424.913406372,11008518
hash-6/merge-overlap,timed,5,32768,8232098,2,428.29196167,11008518
hash-512/frames,warmup,0,32768,68057279,4,67.9276809692,4447512945652
hash-512/frames,timed,1,32768,68057279,4,64.7096633911,4447512945652
hash-512/frames,timed,2,32768,68057279,4,68.4003829956,4447512945652
hash-512/frames,timed,3,32768,68057279,4,70.6392974854,4447512945652
hash-512/frames,timed,4,32768,68057279,4,68.0255889893,4447512945652
hash-512/frames,timed,5,32768,68057279,4,70.6421508789,4447512945652
hash-512/cursor,warmup,0,32768,68057279,4,137.233413696,279133080
hash-512/cursor,timed,1,32768,68057279,4,137.879692078,279133080
hash-512/cursor,timed,2,32768,68057279,4,141.800247192,279133080
hash-512/cursor,timed,3,32768,68057279,4,132.248558044,279133080
hash-512/cursor,timed,4,32768,68057279,4,135.952316284,279133080
hash-512/cursor,timed,5,32768,68057279,4,135.337516785,279133080
hash-512/records,warmup,0,32768,68100724,4,204.550743103,4450153374760
hash-512/records,timed,1,32768,68100724,4,204.260505676,4450153374760
hash-512/records,timed,2,32768,68100724,4,205.291114807,4450153374760
