process,variant,workload,phase,trial,items,bits,loops,ns_per_item,checksum
1,candidate,prefix-6/merge-overlap,timed,3,32768,1862418,2,394.128158569,2501318
1,candidate,prefix-6/merge-overlap,timed,4,32768,1862418,2,403.796508789,2501318
1,candidate,prefix-6/merge-overlap,timed,5,32768,1862418,2,400.659561157,2501318
1,candidate,prefix-512/frames,warmup,0,32768,63803583,4,63.5258331299,4190486745848
1,candidate,prefix-512/frames,timed,1,32768,63803583,4,66.276550293,4190486745848
1,candidate,prefix-512/frames,timed,2,32768,63803583,4,63.6348724365,4190486745848
1,candidate,prefix-512/frames,timed,3,32768,63803583,4,62.2402877808,4190486745848
1,candidate,prefix-512/frames,timed,4,32768,63803583,4,62.4732971191,4190486745848
1,candidate,prefix-512/frames,timed,5,32768,63803583,4,66.1404876709,4190486745848
1,candidate,prefix-512/cursor,warmup,0,32768,63803583,4,104.104995728,313020728
1,candidate,prefix-512/cursor,timed,1,32768,63803583,4,98.6258239746,313020728
1,candidate,prefix-512/cursor,timed,2,32768,63803583,4,97.8730545044,313020728
1,candidate,prefix-512/cursor,timed,3,32768,63803583,4,97.6057052612,313020728
1,candidate,prefix-512/cursor,timed,4,32768,63803583,4,100.323989868,313020728
1,candidate,prefix-512/cursor,timed,5,32768,63803583,4,97.651802063,313020728
1,candidate,prefix-512/records,warmup,0,32768,63806934,4,217.344604492,4190418264352
1,candidate,prefix-512/records,timed,1,32768,63806934,4,216.739341736,4190418264352
1,candidate,prefix-512/records,timed,2,32768,63806934,4,216.396331787,4190418264352
1,candidate,prefix-512/records,timed,3,32768,63806934,4,217.607177734,4190418264352
1,candidate,prefix-512/records,timed,4,32768,63806934,4,214.270271301,4190418264352
1,candidate,prefix-512/records,timed,5,32768,63806934,4,216.467224121,4190418264352
1,candidate,prefix-512/merge-disjoint,warmup,0,32768,63870400,2,386.336639404,127673114
1,candidate,prefix-512/merge-disjoint,timed,1,32768,63870400,2,395.587921143,127673114
1,candidate,prefix-512/merge-disjoint,timed,2,32768,63870400,2,393.971755981,127673114
1,candidate,prefix-512/merge-disjoint,timed,3,32768,63870400,2,395.861312866,127673114
1,candidate,prefix-512/merge-disjoint,timed,4,32768,63870400,2,397.202163696,127673114
1,candidate,prefix-512/merge-disjoint,timed,5,32768,63870400,2,402.027755737,127673114
1,candidate,prefix-512/merge-overlap,warmup,0,32768,95829700,2,422.993331909,127673114
1,candidate,prefix-512/merge-overlap,timed,1,32768,95829700,2,425.19569397,127673114
1,candidate,prefix-512/merge-overlap,timed,2,32768,95829700,2,424.611419678,127673114
1,candidate,prefix-512/merge-overlap,timed,3,32768,95829700,2,419.993087769,127673114
1,candidate,prefix-512/merge-overlap,timed,4,32768,95829700,2,455.38458252,127673114
1,candidate,prefix-512/merge-overlap,timed,5,32768,95829700,2,420.783355713,127673114
1,candidate,hash-6/frames,warmup,0,32768,5471471,4,63.9600753784,358780393908
1,candidate,hash-6/frames,timed,1,32768,5471471,4,64.7528915405,358780393908
1,candidate,hash-6/frames,timed,2,32768,5471471,4,64.3561630249,358780393908
1,candidate,hash-6/frames,timed,3,32768,5471471,4,64.4102096558,358780393908
1,candidate,hash-6/frames,timed,4,32768,5471471,4,65.7993927002,358780393908
1,candidate,hash-6/frames,timed,5,32768,5471471,4,64.2639770508,358780393908
1,candidate,hash-6/cursor,warmup,0,32768,5471471,4,132.855735779,28789848
1,candidate,hash-6/cursor,timed,1,32768,5471471,4,133.664451599,28789848
1,candidate,hash-6/cursor,timed,2,32768,5471471,4,134.201683044,28789848
1,candidate,hash-6/cursor,timed,3,32768,5471471,4,131.980262756,28789848
1,candidate,hash-6/cursor,timed,4,32768,5471471,4,133.457817078,28789848
1,candidate,hash-6/cursor,timed,5,32768,5471471,4,131.330810547,28789848
1,candidate,hash-6/records,warmup,0,32768,5514916,4,114.775978088,361637822352
1,candidate,hash-6/records,timed,1,32768,5514916,4,116.428375244,361637822352
1,candidate,hash-6/records,timed,2,32768,5514916,4,116.619430542,361637822352
1,candidate,hash-6/records,timed,3,32768,5514916,4,117.950439453,361637822352
1,candidate,hash-6/records,timed,4,32768,5514916,4,119.01537323,361637822352
1,candidate,hash-6/records,timed,5,32768,5514916,4,116.310440063,361637822352
1,candidate,hash-6/merge-disjoint,warmup,0,32768,5517418,2,387.914657593,11008518
1,candidate,hash-6/merge-disjoint,timed,1,32768,5517418,2,402.745559692,11008518
1,candidate,hash-6/merge-disjoint,timed,2,32768,5517418,2,404.275253296,11008518
1,candidate,hash-6/merge-disjoint,timed,3,32768,5517418,2,385.849624634,11008518
1,candidate,hash-6/merge-disjoint,timed,4,32768,5517418,2,390.798568726,11008518
1,candidate,hash-6/merge-disjoint,timed,5,32768,5517418,2,415.891021729,11008518
1,candidate,hash-6/merge-overlap,warmup,0,32768,8232098,2,430.370956421,11008518
1,candidate,hash-6/merge-overlap,timed,1,32768,8232098,2,421.264648438,11008518
1,candidate,hash-6/merge-overlap,timed,2,32768,8232098,2,413.522079468,11008518
1,candidate,hash-6/merge-overlap,timed,3,32768,8232098,2,421.202331543,11008518
1,candidate,hash-6/merge-overlap,timed,4,32768,8232098,2,417.714431763,11008518
1,candidate,hash-6/merge-overlap,timed,5,32768,8232098,2,414.082839966,11008518
1,candidate,hash-512/frames,warmup,0,32768,68057279,4,64.5586700439,4447512945652
1,candidate,hash-512/frames,timed,1,32768,68057279,4,63.2718353271,4447512945652
1,candidate,hash-512/frames,timed,2,32768,68057279,4,63.8688354492,4447512945652
1,candidate,hash-512/frames,timed,3,32768,68057279,4,63.289642334,4447512945652
1,candidate,hash-512/frames,timed,4,32768,68057279,4,67.7928924561,4447512945652
1,candidate,hash-512/frames,timed,5,32768,68057279,4,63.6126251221,4447512945652
1,candidate,hash-512/cursor,warmup,0,32768,68057279,4,130.990661621,279133080
1,candidate,hash-512/cursor,timed,1,32768,68057279,4,132.212005615,279133080
1,candidate,hash-512/cursor,timed,2,32768,68057279,4,133.664764404,279133080
1,candidate,hash-512/cursor,timed,3,32768,68057279,4,133.878074646,279133080
1,candidate,hash-512/cursor,timed,4,32768,68057279,4,133.661911011,279133080
1,candidate,hash-512/cursor,timed,5,32768,68057279,4,135.232925415,279133080
1,candidate,hash-512/records,warmup,0,32768,68100724,4,199.794136047,4450153374760
1,candidate,hash-512/records,timed,1,32768,68100724,4,205.635070801,4450153374760
1,candidate,hash-512/records,timed,2,32768,68100724,4,206.535972595,4450153374760
1,candidate,hash-512/records,timed,3,32768,68100724,4,203.366920471,4450153374760
1,candidate,hash-512/records,timed,4,32768,68100724,4,208.685874939,4450153374760
1,candidate,hash-512/records,timed,5,32768,68100724,4,214.252159119,4450153374760
1,candidate,hash-512/merge-disjoint,warmup,0,32768,68103226,2,432.286575317,136180134
1,candidate,hash-512/merge-disjoint,timed,1,32768,68103226,2,436.84387207,136180134
1,candidate,hash-512/merge-disjoint,timed,2,32768,68103226,2,438.149124146,136180134
1,candidate,hash-512/merge-disjoint,timed,3,32768,68103226,2,434.209197998,136180134
1,candidate,hash-512/merge-disjoint,timed,4,32768,68103226,2,434.871673584,136180134
1,candidate,hash-512/merge-disjoint,timed,5,32768,68103226,2,439.421340942,136180134
1,candidate,hash-512/merge-overlap,warmup,0,32768,102169834,2,450.903564453,136180134
1,candidate,hash-512/merge-overlap,timed,1,32768,102169834,2,460.130691528,136180134
1,candidate,hash-512/merge-overlap,timed,2,32768,102169834,2,460.565567017,136180134
1,candidate,hash-512/merge-overlap,timed,3,32768,102169834,2,454.833984375,136180134
1,candidate,hash-512/merge-overlap,timed,4,32768,102169834,2,452.652618408,136180134
1,candidate,hash-512/merge-overlap,timed,5,32768,102169834,2,454.609558105,136180134
1,baseline,counts/eg0-small,warmup,0,262144,2920226,4,10.3448629379,78258120
1,baseline,counts/eg0-small,timed,1,262144,2920226,4,10.6513900757,78258120
1,baseline,counts/eg0-small,timed,2,262144,2920226,4,10.4821519852,78258120
1,baseline,counts/eg0-small,timed,3,262144,2920226,4,10.4353427887,78258120
1,baseline,counts/eg0-small,timed,4,262144,2920226,4,10.5602340698,78258120
1,baseline,counts/eg0-small,timed,5,262144,2920226,4,10.572473526,78258120
1,baseline,counts/eg0-wide,warmup,0,262144,16040710,4,17.8759098053,15953147329455257824
1,baseline,counts/eg0-wide,timed,1,262144,16040710,4,17.988404274,15953147329455257824
1,baseline,counts/eg0-wide,timed,2,262144,16040710,4,17.7110824585,15953147329455257824
1,baseline,counts/eg0-wide,timed,3,262144,16040710,4,17.2517299652,15953147329455257824
1,baseline,counts/eg0-wide,timed,4,262144,16040710,4,17.0358419418,15953147329455257824
1,baseline,counts/eg0-wide,timed,5,262144,16040710,4,16.6895389557,15953147329455257824
1,baseline,counts/eg3,warmup,0,262144,3707062,4,15.8689022064,551372824
1,baseline,counts/eg3,timed,1,262144,3707062,4,15.9601373672,551372824
1,baseline,counts/eg3,timed,2,262144,3707062,4,16.2083311081,551372824
1,baseline,counts/eg3,timed,3,262144,3707062,4,15.7852172852,551372824
1,baseline,counts/eg3,timed,4,262144,3707062,4,16.5155735016,551372824
1,baseline,counts/eg3,timed,5,262144,3707062,4,17.0345697403,551372824
1,baseline,counts/g7,warmup,0,262144,3276422,4,14.8912668228,79682904
1,baseline,counts/g7,timed,1,262144,3276422,4,15.0192584991,79682904
1,baseline,counts/g7,timed,2,262144,3276422,4,14.8954792023,79682904
1,baseline,counts/g7,timed,3,262144,3276422,4,15.0652732849,79682904
1,baseline,counts/g7,timed,4,262144,3276422,4,15.0994853973,79682904
1,baseline,counts/g7,timed,5,262144,3276422,4,15.5590772629,79682904
1,baseline,prefix-6/frames,warmup,0,32768,1217775,4,68.5955657959,79915592608
1,baseline,prefix-6/frames,timed,1,32768,1217775,4,67.2432632446,79915592608
1,baseline,prefix-6/frames,timed,2,32768,1217775,4,67.0976638794,79915592608
1,baseline,prefix-6/frames,timed,3,32768,1217775,4,70.246383667,79915592608
1,baseline,prefix-6/frames,timed,4,32768,1217775,4,67.7665100098,79915592608
1,baseline,prefix-6/frames,timed,5,32768,1217775,4,68.8460693359,79915592608
1,baseline,prefix-6/cursor,warmup,0,32768,1217775,4,106.834732056,62677496
1,baseline,prefix-6/cursor,timed,1,32768,1217775,4,105.640098572,62677496
1,baseline,prefix-6/cursor,timed,2,32768,1217775,4,107.959106445,62677496
1,baseline,prefix-6/cursor,timed,3,32768,1217775,4,104.409217834,62677496
1,baseline,prefix-6/cursor,timed,4,32768,1217775,4,103.303588867,62677496
1,baseline,prefix-6/cursor,timed,5,32768,1217775,4,104.4715271,62677496
1,baseline,prefix-6/records,warmup,0,32768,1221126,4,137.708023071,80064110448
1,baseline,prefix-6/records,timed,1,32768,1221126,4,138.28817749,80064110448
1,baseline,prefix-6/records,timed,2,32768,1221126,4,136.812843323,80064110448
1,baseline,prefix-6/records,timed,3,32768,1221126,4,137.283325195,80064110448
1,baseline,prefix-6/records,timed,4,32768,1221126,4,134.867347717,80064110448
1,baseline,prefix-6/records,timed,5,32768,1221126,4,138.198852539,80064110448
1,baseline,prefix-6/merge-disjoint,warmup,0,32768,1284592,2,337.795257568,2501318
1,baseline,prefix-6/merge-disjoint,timed,1,32768,1284592,2,351.053237915,2501318
1,baseline,prefix-6/merge-disjoint,timed,2,32768,1284592,2,348.957061768,2501318
1,baseline,prefix-6/merge-disjoint,timed,3,32768,1284592,2,355.625152588,2501318
1,baseline,prefix-6/merge-disjoint,timed,4,32768,1284592,2,354.722976685,2501318
1,baseline,prefix-6/merge-disjoint,timed,5,32768,1284592,2,350.927352905,2501318
1,baseline,prefix-6/merge-overlap,warmup,0,32768,1862418,2,384.602859497,2501318
1,baseline,prefix-6/merge-overlap,timed,1,32768,1862418,2,416.788101196,2501318
1,baseline,prefix-6/merge-overlap,timed,2,32768,1862418,2,387.187957764,2501318
1,baseline,prefix-6/merge-overlap,timed,3,32768,1862418,2,376.502990723,2501318
1,baseline,prefix-6/merge-overlap,timed,4,32768,1862418,2,369.179412842,2501318
1,baseline,prefix-6/merge-overlap,timed,5,32768,1862418,2,373.706192017,2501318
1,baseline,prefix-512/frames,warmup,0,32768,63803583,4,78.4257202148,4190486745848
1,baseline,prefix-512/frames,timed,1,32768,63803583,4,78.7499771118,4190486745848
1,baseline,prefix-512/frames,timed,2,32768,63803583,4,77.7145996094,4190486745848
1,baseline,prefix-512/frames,timed,3,32768,63803583,4,78.2121047974,4190486745848
1,baseline,prefix-512/frames,timed,4,32768,63803583,4,81.1866149902,4190486745848
1,baseline,prefix-512/frames,timed,5,32768,63803583,4,78.6066055298,4190486745848
1,baseline,prefix-512/cursor,warmup,0,32768,63803583,4,114.016853333,313020728
1,baseline,prefix-512/cursor,timed,1,32768,63803583,4,113.118812561,313020728
1,baseline,prefix-512/cursor,timed,2,32768,63803583,4,113.188102722,313020728
1,baseline,prefix-512/cursor,timed,3,32768,63803583,4,113.962806702,313020728
1,baseline,prefix-512/cursor,timed,4,32768,63803583,4,114.565849304,313020728
1,baseline,prefix-512/cursor,timed,5,32768,63803583,4,114.071525574,313020728
1,baseline,prefix-512/records,warmup,0,32768,63806934,4,242.734909058,4190418264352
1,baseline,prefix-512/records,timed,1,32768,63806934,4,242.707885742,4190418264352
1,baseline,prefix-512/records,timed,2,32768,63806934,4,241.891860962,4190418264352
1,baseline,prefix-512/records,timed,3,32768,63806934,4,245.157241821,4190418264352
1,baseline,prefix-512/records,timed,4,32768,63806934,4,245.572410583,4190418264352
1,baseline,prefix-512/records,timed,5,32768,63806934,4,250.105857849,4190418264352
1,baseline,prefix-512/merge-disjoint,warmup,0,32768,63870400,2,434.150054932,127673114
1,baseline,prefix-512/merge-disjoint,timed,1,32768,63870400,2,432.435348511,127673114
1,baseline,prefix-512/merge-disjoint,timed,2,32768,63870400,2,434.398651123,127673114
1,baseline,prefix-512/merge-disjoint,timed,3,32768,63870400,2,432.571411133,127673114
1,baseline,prefix-512/merge-disjoint,timed,4,32768,63870400,2,429.698303223,127673114
1,baseline,prefix-512/merge-disjoint,timed,5,32768,63870400,2,437.26348877,127673114
1,baseline,prefix-512/merge-overlap,warmup,0,32768,95829700,2,460.905075073,127673114
1,baseline,prefix-512/merge-overlap,timed,1,32768,95829700,2,461.622238159,127673114
1,baseline,prefix-512/merge-overlap,timed,2,32768,95829700,2,453.632354736,127673114
1,baseline,prefix-512/merge-overlap,timed,3,32768,95829700,2,473.420455933,127673114
1,baseline,prefix-512/merge-overlap,timed,4,32768,95829700,2,479.602172852,127673114
1,baseline,prefix-512/merge-overlap,timed,5,32768,95829700,2,468.591064453,127673114
1,baseline,hash-6/frames,warmup,0,32768,5471471,4,72.8238372803,358780393908
1,baseline,hash-6/frames,timed,1,32768,5471471,4,69.7838516235,358780393908
1,baseline,hash-6/frames,timed,2,32768,5471471,4,72.5876464844,358780393908
1,baseline,hash-6/frames,timed,3,32768,5471471,4,69.920539856,358780393908
1,baseline,hash-6/frames,timed,4,32768,5471471,4,76.3597488403,358780393908
1,baseline,hash-6/frames,timed,5,32768,5471471,4,81.6186294556,358780393908
1,baseline,hash-6/cursor,warmup,0,32768,5471471,4,148.808799744,28789848
1,baseline,hash-6/cursor,timed,1,32768,5471471,4,140.833854675,28789848
1,baseline,hash-6/cursor,timed,2,32768,5471471,4,136.979103088,28789848
1,baseline,hash-6/cursor,timed,3,32768,5471471,4,141.371414185,28789848
1,baseline,hash-6/cursor,timed,4,32768,5471471,4,134.707771301,28789848
1,baseline,hash-6/cursor,timed,5,32768,5471471,4,135.667160034,28789848
1,baseline,hash-6/records,warmup,0,32768,5514916,4,132.360137939,361637822352
1,baseline,hash-6/records,timed,1,32768,5514916,4,125.846862793,361637822352
1,baseline,hash-6/records,timed,2,32768,5514916,4,127.266571045,361637822352
1,baseline,hash-6/records,timed,3,32768,5514916,4,125.946678162,361637822352
1,baseline,hash-6/records,timed,4,32768,5514916,4,126.730278015,361637822352
1,baseline,hash-6/records,timed,5,32768,5514916,4,128.809608459,361637822352
1,baseline,hash-6/merge-disjoint,warmup,0,32768,5517418,2,374.965026855,11008518
1,baseline,hash-6/merge-disjoint,timed,1,32768,5517418,2,369.3072052,11008518
1,baseline,hash-6/merge-disjoint,timed,2,32768,5517418,2,368.670135498,11008518
1,baseline,hash-6/merge-disjoint,timed,3,32768,5517418,2,365.79196167,11008518
1,baseline,hash-6/merge-disjoint,timed,4,32768,5517418,2,370.520904541,11008518
1,baseline,hash-6/merge-disjoint,timed,5,32768,5517418,2,365.423843384,11008518
1,baseline,hash-6/merge-overlap,warmup,0,32768,8232098,2,419.731781006,11008518
1,baseline,hash-6/merge-overlap,timed,1,32768,8232098,2,413.536071777,11008518
1,baseline,hash-6/merge-overlap,timed,2,32768,8232098,2,412.509277344,11008518
1,baseline,hash-6/merge-overlap,timed,3,32768,8232098,2,416.023895264,11008518
1,baseline,hash-6/merge-overlap,timed,4,32768,8232098,2,412.036895752,11008518
1,baseline,hash-6/merge-overlap,timed,5,32768,8232098,2,439.227416992,11008518
1,baseline,hash-512/frames,warmup,0,32768,68057279,4,86.9642868042,4447512945652
1,baseline,hash-512/frames,timed,1,32768,68057279,4,79.9468383789,4447512945652
1,baseline,hash-512/frames,timed,2,32768,68057279,4,81.823348999,4447512945652
1,baseline,hash-512/frames,timed,3,32768,68057279,4,83.1712036133,4447512945652
1,baseline,hash-512/frames,timed,4,32768,68057279,4,76.6213760376,4447512945652
1,baseline,hash-512/frames,timed,5,32768,68057279,4,76.7936706543,4447512945652
1,baseline,hash-512/cursor,warmup,0,32768,68057279,4,145.71698761,279133080
1,baseline,hash-512/cursor,timed,1,32768,68057279,4,146.08732605,279133080
1,baseline,hash-512/cursor,timed,2,32768,68057279,4,145.135246277,279133080
1,baseline,hash-512/cursor,timed,3,32768,68057279,4,148.96647644,279133080
1,baseline,hash-512/cursor,timed,4,32768,68057279,4,146.014533997,279133080
1,baseline,hash-512/cursor,timed,5,32768,68057279,4,149.115562439,279133080
1,baseline,hash-512/records,warmup,0,32768,68100724,4,228.415809631,4450153374760
1,baseline,hash-512/records,timed,1,32768,68100724,4,227.973304749,4450153374760
1,baseline,hash-512/records,timed,2,32768,68100724,4,230.299316406,4450153374760
1,baseline,hash-512/records,timed,3,32768,68100724,4,227.890655518,4450153374760
1,baseline,hash-512/records,timed,4,32768,68100724,4,231.190994263,4450153374760
1,baseline,hash-512/records,timed,5,32768,68100724,4,235.075950623,4450153374760
1,baseline,hash-512/merge-disjoint,warmup,0,32768,68103226,2,471.471160889,136180134
1,baseline,hash-512/merge-disjoint,timed,1,32768,68103226,2,487.16418457,136180134
1,baseline,hash-512/merge-disjoint,timed,2,32768,68103226,2,480.675369263,136180134
1,baseline,hash-512/merge-disjoint,timed,3,32768,68103226,2,496.457427979,136180134
1,baseline,hash-512/merge-disjoint,timed,4,32768,68103226,2,485.300689697,136180134
1,baseline,hash-512/merge-disjoint,timed,5,32768,68103226,2,498.516708374,136180134
1,baseline,hash-512/merge-overlap,warmup,0,32768,102169834,2,494.922637939,136180134
1,baseline,hash-512/merge-overlap,timed,1,32768,102169834,2,518.585845947,136180134
1,baseline,hash-512/merge-overlap,timed,2,32768,102169834,2,521.408721924,136180134
1,baseline,hash-512/merge-overlap,timed,3,32768,102169834,2,526.84274292,136180134
1,baseline,hash-512/merge-overlap,timed,4,32768,102169834,2,550.12638855,136180134
1,baseline,hash-512/merge-overlap,timed,5,32768,102169834,2,529.315307617,136180134
2,baseline,counts/eg0-small,warmup,0,262144,2920226,4,11.010925293,78258120
2,baseline,counts/eg0-small,timed,1,262144,2920226,4,10.8185214996,78258120
2,baseline,counts/eg0-small,timed,2,262144,2920226,4,10.8940200806,78258120
2,baseline,counts/eg0-small,timed,3,262144,2920226,4,10.7273664474,78258120
2,baseline,counts/eg0-small,timed,4,262144,2920226,4,11.0092954636,78258120
2,baseline,counts/eg0-small,timed,5,262144,2920226,4,11.1565980911,78258120
2,baseline,counts/eg0-wide,warmup,0,262144,16040710,4,17.5378723145,15953147329455257824
2,baseline,counts/eg0-wide,timed,1,262144,16040710,4,17.4823999405,15953147329455257824
2,baseline,counts/eg0-wide,timed,2,262144,16040710,4,17.2624988556,15953147329455257824
2,baseline,counts/eg0-wide,timed,3,262144,16040710,4,17.5464954376,15953147329455257824
2,baseline,counts/eg0-wide,timed,4,262144,16040710,4,17.6404314041,15953147329455257824
2,baseline,counts/eg0-wide,timed,5,262144,16040710,4,17.3531370163,15953147329455257824
2,baseline,counts/eg3,warmup,0,262144,3707062,4,15.5739383698,551372824
2,baseline,counts/eg3,timed,1,262144,3707062,4,15.3733882904,551372824
2,baseline,counts/eg3,timed,2,262144,3707062,4,15.8359603882,551372824
2,baseline,counts/eg3,timed,3,262144,3707062,4,15.4850482941,551372824
2,baseline,counts/eg3,timed,4,262144,3707062,4,16.1367263794,551372824
2,baseline,counts/eg3,timed,5,262144,3707062,4,15.9211158752,551372824
2,baseline,counts/g7,warmup,0,262144,3276422,4,14.4645376205,79682904
2,baseline,counts/g7,timed,1,262144,3276422,4,14.9475336075,79682904
2,baseline,counts/g7,timed,2,262144,3276422,4,14.5421419144,79682904
2,baseline,counts/g7,timed,3,262144,3276422,4,14.6711273193,79682904
2,baseline,counts/g7,timed,4,262144,3276422,4,14.7243738174,79682904
2,baseline,counts/g7,timed,5,262144,3276422,4,15.0117473602,79682904
2,baseline,prefix-6/frames,warmup,0,32768,1217775,4,69.6493835449,79915592608
2,baseline,prefix-6/frames,timed,1,32768,1217775,4,71.2181777954,79915592608
2,baseline,prefix-6/frames,timed,2,32768,1217775,4,69.0056533813,79915592608
2,baseline,prefix-6/frames,timed,3,32768,1217775,4,69.2497940063,79915592608
2,baseline,prefix-6/frames,timed,4,32768,1217775,4,67.9753646851,79915592608
2,baseline,prefix-6/frames,timed,5,32768,1217775,4,68.4452056885,79915592608
2,baseline,prefix-6/cursor,warmup,0,32768,1217775,4,106.36806488,62677496
2,baseline,prefix-6/cursor,timed,1,32768,1217775,4,113.177940369,62677496
2,baseline,prefix-6/cursor,timed,2,32768,1217775,4,122.471809387,62677496
2,baseline,prefix-6/cursor,timed,3,32768,1217775,4,116.254165649,62677496
2,baseline,prefix-6/cursor,timed,4,32768,1217775,4,105.1902771,62677496
2,baseline,prefix-6/cursor,timed,5,32768,1217775,4,108.415290833,62677496
2,baseline,prefix-6/records,warmup,0,32768,1221126,4,137.611709595,80064110448
2,baseline,prefix-6/records,timed,1,32768,1221126,4,138.480186462,80064110448
2,baseline,prefix-6/records,timed,2,32768,1221126,4,137.776374817,80064110448
2,baseline,prefix-6/records,timed,3,32768,1221126,4,137.788772583,80064110448
2,baseline,prefix-6/records,timed,4,32768,1221126,4,137.362159729,80064110448
2,baseline,prefix-6/records,timed,5,32768,1221126,4,135.542869568,80064110448
2,baseline,prefix-6/merge-disjoint,warmup,0,32768,1284592,2,347.203567505,2501318
2,baseline,prefix-6/merge-disjoint,timed,1,32768,1284592,2,344.442367554,2501318
2,baseline,prefix-6/merge-disjoint,timed,2,32768,1284592,2,342.510848999,2501318
2,baseline,prefix-6/merge-disjoint,timed,3,32768,1284592,2,330.801651001,2501318
2,baseline,prefix-6/merge-disjoint,timed,4,32768,1284592,2,327.838897705,2501318
2,baseline,prefix-6/merge-disjoint,timed,5,32768,1284592,2,332.168579102,2501318
2,baseline,prefix-6/merge-overlap,warmup,0,32768,1862418,2,373.017623901,2501318
2,baseline,prefix-6/merge-overlap,timed,1,32768,1862418,2,375.947311401,2501318
2,baseline,prefix-6/merge-overlap,timed,2,32768,1862418,2,376.316070557,2501318
2,baseline,prefix-6/merge-overlap,timed,3,32768,1862418,2,374.711349487,2501318
2,baseline,prefix-6/merge-overlap,timed,4,32768,1862418,2,376.804977417,2501318
2,baseline,prefix-6/merge-overlap,timed,5,32768,1862418,2,379.526779175,2501318
2,baseline,prefix-512/frames,warmup,0,32768,63803583,4,83.1880569458,4190486745848
2,baseline,prefix-512/frames,timed,1,32768,63803583,4,79.5853881836,4190486745848
2,baseline,prefix-512/frames,timed,2,32768,63803583,4,81.4428329468,4190486745848
2,baseline,prefix-512/frames,timed,3,32768,63803583,4,82.7468261719,4190486745848
2,baseline,prefix-512/frames,timed,4,32768,63803583,4,82.9032287598,4190486745848
2,baseline,prefix-512/frames,timed,5,32768,63803583,4,78.0455245972,4190486745848
2,baseline,prefix-512/cursor,warmup,0,32768,63803583,4,124.799728394,313020728
2,baseline,prefix-512/cursor,timed,1,32768,63803583,4,123.645462036,313020728
2,baseline,prefix-512/cursor,timed,2,32768,63803583,4,124.495185852,313020728
2,baseline,prefix-512/cursor,timed,3,32768,63803583,4,173.151016235,313020728
2,baseline,prefix-512/cursor,timed,4,32768,63803583,4,121.47681427,313020728
2,baseline,prefix-512/cursor,timed,5,32768,63803583,4,128.113746643,313020728
2,baseline,prefix-512/records,warmup,0,32768,63806934,4,261.396408081,4190418264352
2,baseline,prefix-512/records,timed,1,32768,63806934,4,258.007369995,4190418264352
2,baseline,prefix-512/records,timed,2,32768,63806934,4,261.979736328,4190418264352
2,baseline,prefix-512/records,timed,3,32768,63806934,4,274.627365112,4190418264352
2,baseline,prefix-512/records,timed,4,32768,63806934,4,248.422935486,4190418264352
2,baseline,prefix-512/records,timed,5,32768,63806934,4,262.787506104,4190418264352
2,baseline,prefix-512/merge-disjoint,warmup,0,32768,63870400,2,436.742782593,127673114
2,baseline,prefix-512/merge-disjoint,timed,1,32768,63870400,2,428.604125977,127673114
2,baseline,prefix-512/merge-disjoint,timed,2,32768,63870400,2,453.856155396,127673114
2,baseline,prefix-512/merge-disjoint,timed,3,32768,63870400,2,430.728912354,127673114
2,baseline,prefix-512/merge-disjoint,timed,4,32768,63870400,2,445.775985718,127673114
2,baseline,prefix-512/merge-disjoint,timed,5,32768,63870400,2,427.304580688,127673114
2,baseline,prefix-512/merge-overlap,warmup,0,32768,95829700,2,454.858154297,127673114
2,baseline,prefix-512/merge-overlap,timed,1,32768,95829700,2,472.041442871,127673114
2,baseline,prefix-512/merge-overlap,timed,2,32768,95829700,2,486.810684204,127673114
2,baseline,prefix-512/merge-overlap,timed,3,32768,95829700,2,476.486831665,127673114
2,baseline,prefix-512/merge-overlap,timed,4,32768,95829700,2,451.07522583,127673114
2,baseline,prefix-512/merge-overlap,timed,5,32768,95829700,2,451.549530029,127673114
2,baseline,hash-6/frames,warmup,0,32768,5471471,4,66.0400390625,358780393908
2,baseline,hash-6/frames,timed,1,32768,5471471,4,66.6812286377,358780393908
2,baseline,hash-6/frames,timed,2,32768,5471471,4,66.1115646362,358780393908
2,baseline,hash-6/frames,timed,3,32768,5471471,4,66.5216445923,358780393908
2,baseline,hash-6/frames,timed,4,32768,5471471,4,67.0620651245,358780393908
2,baseline,hash-6/frames,timed,5,32768,5471471,4,68.9824371338,358780393908
2,baseline,hash-6/cursor,warmup,0,32768,5471471,4,135.605491638,28789848
2,baseline,hash-6/cursor,timed,1,32768,5471471,4,135.758720398,28789848
2,baseline,hash-6/cursor,timed,2,32768,5471471,4,135.192871094,28789848
2,baseline,hash-6/cursor,timed,3,32768,5471471,4,135.531745911,28789848
2,baseline,hash-6/cursor,timed,4,32768,5471471,4,133.789375305,28789848
2,baseline,hash-6/cursor,timed,5,32768,5471471,4,134.872749329,28789848
2,baseline,hash-6/records,warmup,0,32768,5514916,4,126.065567017,361637822352
2,baseline,hash-6/records,timed,1,32768,5514916,4,127.497360229,361637822352
2,baseline,hash-6/records,timed,2,32768,5514916,4,128.120422363,361637822352
2,baseline,hash-6/records,timed,3,32768,5514916,4,130.048439026,361637822352
2,baseline,hash-6/records,timed,4,32768,5514916,4,128.443084717,361637822352
2,baseline,hash-6/records,timed,5,32768,5514916,4,128.590583801,361637822352
2,baseline,hash-6/merge-disjoint,warmup,0,32768,5517418,2,376.907989502,11008518
