workload,phase,trial,items,bits,loops,ns_per_item,checksum
counts/eg0-small,warmup,0,262144,2920226,4,11.010925293,78258120
counts/eg0-small,timed,1,262144,2920226,4,10.8185214996,78258120
counts/eg0-small,timed,2,262144,2920226,4,10.8940200806,78258120
counts/eg0-small,timed,3,262144,2920226,4,10.7273664474,78258120
counts/eg0-small,timed,4,262144,2920226,4,11.0092954636,78258120
counts/eg0-small,timed,5,262144,2920226,4,11.1565980911,78258120
counts/eg0-wide,warmup,0,262144,16040710,4,17.5378723145,15953147329455257824
counts/eg0-wide,timed,1,262144,16040710,4,17.4823999405,15953147329455257824
counts/eg0-wide,timed,2,262144,16040710,4,17.2624988556,15953147329455257824
counts/eg0-wide,timed,3,262144,16040710,4,17.5464954376,15953147329455257824
counts/eg0-wide,timed,4,262144,16040710,4,17.6404314041,15953147329455257824
counts/eg0-wide,timed,5,262144,16040710,4,17.3531370163,15953147329455257824
counts/eg3,warmup,0,262144,3707062,4,15.5739383698,551372824
counts/eg3,timed,1,262144,3707062,4,15.3733882904,551372824
counts/eg3,timed,2,262144,3707062,4,15.8359603882,551372824
counts/eg3,timed,3,262144,3707062,4,15.4850482941,551372824
counts/eg3,timed,4,262144,3707062,4,16.1367263794,551372824
counts/eg3,timed,5,262144,3707062,4,15.9211158752,551372824
counts/g7,warmup,0,262144,3276422,4,14.4645376205,79682904
counts/g7,timed,1,262144,3276422,4,14.9475336075,79682904
counts/g7,timed,2,262144,3276422,4,14.5421419144,79682904
counts/g7,timed,3,262144,3276422,4,14.6711273193,79682904
counts/g7,timed,4,262144,3276422,4,14.7243738174,79682904
counts/g7,timed,5,262144,3276422,4,15.0117473602,79682904
prefix-6/frames,warmup,0,32768,1217775,4,69.6493835449,79915592608
prefix-6/frames,timed,1,32768,1217775,4,71.2181777954,79915592608
prefix-6/frames,timed,2,32768,1217775,4,69.0056533813,79915592608
prefix-6/frames,timed,3,32768,1217775,4,69.2497940063,79915592608
prefix-6/frames,timed,4,32768,1217775,4,67.9753646851,79915592608
prefix-6/frames,timed,5,32768,1217775,4,68.4452056885,79915592608
prefix-6/cursor,warmup,0,32768,1217775,4,106.36806488,62677496
prefix-6/cursor,timed,1,32768,1217775,4,113.177940369,62677496
prefix-6/cursor,timed,2,32768,1217775,4,122.471809387,62677496
prefix-6/cursor,timed,3,32768,1217775,4,116.254165649,62677496
prefix-6/cursor,timed,4,32768,1217775,4,105.1902771,62677496
prefix-6/cursor,timed,5,32768,1217775,4,108.415290833,62677496
prefix-6/records,warmup,0,32768,1221126,4,137.611709595,80064110448
prefix-6/records,timed,1,32768,1221126,4,138.480186462,80064110448
prefix-6/records,timed,2,32768,1221126,4,137.776374817,80064110448
prefix-6/records,timed,3,32768,1221126,4,137.788772583,80064110448
prefix-6/records,timed,4,32768,1221126,4,137.362159729,80064110448
prefix-6/records,timed,5,32768,1221126,4,135.542869568,80064110448
prefix-6/merge-disjoint,warmup,0,32768,1284592,2,347.203567505,2501318
prefix-6/merge-disjoint,timed,1,32768,1284592,2,344.442367554,2501318
prefix-6/merge-disjoint,timed,2,32768,1284592,2,342.510848999,2501318
prefix-6/merge-disjoint,timed,3,32768,1284592,2,330.801651001,2501318
prefix-6/merge-disjoint,timed,4,32768,1284592,2,327.838897705,2501318
prefix-6/merge-disjoint,timed,5,32768,1284592,2,332.168579102,2501318
prefix-6/merge-overlap,warmup,0,32768,1862418,2,373.017623901,2501318
prefix-6/merge-overlap,timed,1,32768,1862418,2,375.947311401,2501318
prefix-6/merge-overlap,timed,2,32768,1862418,2,376.316070557,2501318
prefix-6/merge-overlap,timed,3,32768,1862418,2,374.711349487,2501318
prefix-6/merge-overlap,timed,4,32768,1862418,2,376.804977417,2501318
prefix-6/merge-overlap,timed,5,32768,1862418,2,379.526779175,2501318
prefix-512/frames,warmup,0,32768,63803583,4,83.1880569458,4190486745848
prefix-512/frames,timed,1,32768,63803583,4,79.5853881836,4190486745848
prefix-512/frames,timed,2,32768,63803583,4,81.4428329468,4190486745848
prefix-512/frames,timed,3,32768,63803583,4,82.7468261719,4190486745848
prefix-512/frames,timed,4,32768,63803583,4,82.9032287598,4190486745848
prefix-512/frames,timed,5,32768,63803583,4,78.0455245972,4190486745848
prefix-512/cursor,warmup,0,32768,63803583,4,124.799728394,313020728
prefix-512/cursor,timed,1,32768,63803583,4,123.645462036,313020728
prefix-512/cursor,timed,2,32768,63803583,4,124.495185852,313020728
prefix-512/cursor,timed,3,32768,63803583,4,173.151016235,313020728
prefix-512/cursor,timed,4,32768,63803583,4,121.47681427,313020728
prefix-512/cursor,timed,5,32768,63803583,4,128.113746643,313020728
prefix-512/records,warmup,0,32768,63806934,4,261.396408081,4190418264352
prefix-512/records,timed,1,32768,63806934,4,258.007369995,4190418264352
prefix-512/records,timed,2,32768,63806934,4,261.979736328,4190418264352
prefix-512/records,timed,3,32768,63806934,4,274.627365112,4190418264352
prefix-512/records,timed,4,32768,63806934,4,248.422935486,4190418264352
prefix-512/records,timed,5,32768,63806934,4,262.787506104,4190418264352
prefix-512/merge-disjoint,warmup,0,32768,63870400,2,436.742782593,127673114
prefix-512/merge-disjoint,timed,1,32768,63870400,2,428.604125977,127673114
prefix-512/merge-disjoint,timed,2,32768,63870400,2,453.856155396,127673114
prefix-512/merge-disjoint,timed,3,32768,63870400,2,430.728912354,127673114
prefix-512/merge-disjoint,timed,4,32768,63870400,2,445.775985718,127673114
prefix-512/merge-disjoint,timed,5,32768,63870400,2,427.304580688,127673114
prefix-512/merge-overlap,warmup,0,32768,95829700,2,454.858154297,127673114
prefix-512/merge-overlap,timed,1,32768,95829700,2,472.041442871,127673114
prefix-512/merge-overlap,timed,2,32768,95829700,2,486.810684204,127673114
prefix-512/merge-overlap,timed,3,32768,95829700,2,476.486831665,127673114
prefix-512/merge-overlap,timed,4,32768,95829700,2,451.07522583,127673114
prefix-512/merge-overlap,timed,5,32768,95829700,2,451.549530029,127673114
hash-6/frames,warmup,0,32768,5471471,4,66.0400390625,358780393908
hash-6/frames,timed,1,32768,5471471,4,66.6812286377,358780393908
hash-6/frames,timed,2,32768,5471471,4,66.1115646362,358780393908
hash-6/frames,timed,3,32768,5471471,4,66.5216445923,358780393908
hash-6/frames,timed,4,32768,5471471,4,67.0620651245,358780393908
hash-6/frames,timed,5,32768,5471471,4,68.9824371338,358780393908
hash-6/cursor,warmup,0,32768,5471471,4,135.605491638,28789848
hash-6/cursor,timed,1,32768,5471471,4,135.758720398,28789848
hash-6/cursor,timed,2,32768,5471471,4,135.192871094,28789848
hash-6/cursor,timed,3,32768,5471471,4,135.531745911,28789848
hash-6/cursor,timed,4,32768,5471471,4,133.789375305,28789848
hash-6/cursor,timed,5,32768,5471471,4,134.872749329,28789848
hash-6/records,warmup,0,32768,5514916,4,126.065567017,361637822352
hash-6/records,timed,1,32768,5514916,4,127.497360229,361637822352
hash-6/records,timed,2,32768,5514916,4,128.120422363,361637822352
hash-6/records,timed,3,32768,5514916,4,130.048439026,361637822352
hash-6/records,timed,4,32768,5514916,4,128.443084717,361637822352
hash-6/records,timed,5,32768,5514916,4,128.590583801,361637822352
hash-6/merge-disjoint,warmup,0,32768,5517418,2,376.907989502,11008518
hash-6/merge-disjoint,timed,1,32768,5517418,2,371.018081665,11008518
hash-6/merge-disjoint,timed,2,32768,5517418,2,372.047424316,11008518
hash-6/merge-disjoint,timed,3,32768,5517418,2,378.123596191,11008518
hash-6/merge-disjoint,timed,4,32768,5517418,2,380.990341187,11008518
hash-6/merge-disjoint,timed,5,32768,5517418,2,390.606552124,11008518
hash-6/merge-overlap,warmup,0,32768,8232098,2,412.864044189,11008518
hash-6/merge-overlap,timed,1,32768,8232098,2,414.946228027,11008518
hash-6/merge-overlap,timed,2,32768,8232098,2,410.933181763,11008518
hash-6/merge-overlap,timed,3,32768,8232098,2,407.042816162,11008518
hash-6/merge-overlap,timed,4,32768,8232098,2,411.156341553,11008518
hash-6/merge-overlap,timed,5,32768,8232098,2,402.355194092,11008518
hash-512/frames,warmup,0,32768,68057279,4,77.6255950928,4447512945652
hash-512/frames,timed,1,32768,68057279,4,76.4726028442,4447512945652
hash-512/frames,timed,2,32768,68057279,4,77.9024734497,4447512945652
hash-512/frames,timed,3,32768,68057279,4,77.1414413452,4447512945652
hash-512/frames,timed,4,32768,68057279,4,78.0506134033,4447512945652
