trial,variant,operation,bits,source_offset,iterations,ns,checksum,encoding
4,baseline,copy_to_aligned,512,0,16384,2.76184,2040894,7487872683394423460
4,baseline,copy_to_shifted,512,0,16384,935.135,2151827,5695700198866017487
4,baseline,front_order_and_lcp,512,0,16384,42.7348,1046528,0
4,baseline,order_and_lcp,513,3,16352,993.095,8384488,0
4,baseline,order_and_lcp_early,513,3,32768,3.62396,32768,0
4,baseline,copy_to_aligned,513,3,16352,927.063,2033532,13549540094830414013
4,baseline,copy_to_shifted,513,3,16352,983.3,2025212,1277971867292287276
4,baseline,order_and_lcp,32768,0,512,4805.1,16777216,0
4,baseline,order_and_lcp_early,32768,0,32768,3.14203,32768,0
4,baseline,copy_to_aligned,32768,0,512,51.4316,65095,15697443229824947228
4,baseline,copy_to_shifted,32768,0,512,108211,70873,1340222264216771497
4,baseline,front_order_and_lcp,32768,0,512,2646.24,2097152,0
4,baseline,order_and_lcp,32769,3,512,64909.9,16777728,0
4,baseline,order_and_lcp_early,32769,3,32768,3.74731,32768,0
4,baseline,copy_to_aligned,32769,3,512,118156,64572,810501865908961312
4,baseline,copy_to_shifted,32769,3,512,112352,64487,17401643773666152548
4,baseline,read_count,4,0,932067,12.424,6495309,14010549057497394684
4,baseline,write_count,4,0,932067,25.0707,5250149,498868200249582186
4,baseline,read_count,4,3,932067,12.4417,6495309,10667692899381957720
4,baseline,write_count,4,3,932067,24.6056,5250152,14011927138326259588
4,baseline,read_count,32,0,129055,122.071,292137550098970,15992147686396580461
4,baseline,write_count,32,0,129055,280.696,7873361,17611553731688309647
4,baseline,read_count,32,3,129055,120.862,292137550098970,9259898799459493243
4,baseline,write_count,32,3,129055,279.945,7873364,12531968474777650863
4,baseline,read_count,64,0,65027,257.715,12932659232303659454,13903021642346100837
4,baseline,write_count,64,0,65027,565.042,8142099,14472678928554734552
4,baseline,read_count,64,3,65027,252.34,12932659232303659454,17979108500666303179
4,baseline,write_count,64,3,65027,560.668,8142102,11837154818368746539
4,baseline,byte_profile_build,64,0,85,59994.6,748425,11286371320756095183
4,baseline,byte_profile_reconstruct,64,0,87381,1417.29,11160646,11286371320756095183
4,baseline,bit_profile_build,64,0,85,149619,610810,10385998864525922025
4,baseline,bit_profile_reconstruct,64,0,87381,4504.26,5586176,10385998864525922025
4,baseline,byte_profile_build,1024,0,7,211256,62748,11996937336128258274
4,baseline,byte_profile_reconstruct,1024,0,7943,12589.4,1012034,11996937336128258274
4,baseline,bit_profile_build,1024,0,7,309238,51303,8959399144852600447
4,baseline,bit_profile_reconstruct,1024,0,7943,46380.5,514304,8959399144852600447
4,candidate,order_and_lcp,64,0,131072,7.89038,8339456,0
4,candidate,order_and_lcp_early,64,0,131072,3.72982,131072,0
4,candidate,copy_to_aligned,64,0,131072,2.69953,14951330,10612444265752500643
4,candidate,copy_to_shifted,64,0,131072,27.2086,18885030,16857641075921078406
4,candidate,front_order_and_lcp,64,0,131072,2.09141,999424,0
4,candidate,order_and_lcp,65,3,129055,16.727,8388576,0
4,candidate,order_and_lcp_early,65,3,129055,3.7752,129056,0
4,candidate,copy_to_aligned,65,3,129055,5.90833,15298147,1059025378906581750
4,candidate,copy_to_shifted,65,3,129055,10.6279,15909312,14652123482455320431
4,candidate,order_and_lcp,512,0,16384,10.5006,8386560,0
4,candidate,order_and_lcp_early,512,0,32768,4.65646,32768,0
4,candidate,copy_to_aligned,512,0,16384,3.44598,2040894,7487872683394423460
4,candidate,copy_to_shifted,512,0,16384,34.9095,2151827,5695700198866017487
4,candidate,front_order_and_lcp,512,0,16384,6.15692,1046528,0
4,candidate,order_and_lcp,513,3,16352,57.8599,8384488,0
4,candidate,order_and_lcp_early,513,3,32768,3.67609,32768,0
4,candidate,copy_to_aligned,513,3,16352,12.7864,2033532,13549540094830414013
4,candidate,copy_to_shifted,513,3,16352,11.7927,2025212,1277971867292287276
4,candidate,order_and_lcp,32768,0,512,247.396,16777216,0
4,candidate,order_and_lcp_early,32768,0,32768,3.67609,32768,0
4,candidate,copy_to_aligned,32768,0,512,50.8633,65095,15697443229824947228
4,candidate,copy_to_shifted,32768,0,512,489.502,70873,1340222264216771497
4,candidate,front_order_and_lcp,32768,0,512,249.512,2097152,0
4,candidate,order_and_lcp,32769,3,512,2986,16777728,0
4,candidate,order_and_lcp_early,32769,3,32768,3.73077,32768,0
4,candidate,copy_to_aligned,32769,3,512,496.174,64572,810501865908961312
4,candidate,copy_to_shifted,32769,3,512,55.7461,64487,17401643773666152548
4,candidate,read_count,4,0,932067,4.20808,6495309,14010549057497394684
4,candidate,write_count,4,0,932067,5.38208,5250149,498868200249582186
4,candidate,read_count,4,3,932067,4.42055,6495309,10667692899381957720
4,candidate,write_count,4,3,932067,5.39317,5250152,14011927138326259588
4,candidate,read_count,32,0,129055,6.56342,292137550098970,15992147686396580461
4,candidate,write_count,32,0,129055,13.3296,7873361,17611553731688309647
4,candidate,read_count,32,3,129055,6.7016,292137550098970,9259898799459493243
4,candidate,write_count,32,3,129055,13.565,7873364,12531968474777650863
4,candidate,read_count,64,0,65027,4.09445,12932659232303659454,13903021642346100837
4,candidate,write_count,64,0,65027,18.7166,8142099,14472678928554734552
4,candidate,read_count,64,3,65027,4.11687,12932659232303659454,17979108500666303179
4,candidate,write_count,64,3,65027,19.0145,8142102,11837154818368746539
4,candidate,byte_profile_build,64,0,85,40030.9,748425,11286371320756095183
4,candidate,byte_profile_reconstruct,64,0,87381,1416.67,11160646,11286371320756095183
4,candidate,bit_profile_build,64,0,85,61893.6,610810,10385998864525922025
4,candidate,bit_profile_reconstruct,64,0,87381,4279.11,5586176,10385998864525922025
4,candidate,byte_profile_build,1024,0,7,44619,62748,11996937336128258274
4,candidate,byte_profile_reconstruct,1024,0,7943,12712.5,1012034,11996937336128258274
4,candidate,bit_profile_build,1024,0,7,69976.1,51303,8959399144852600447
4,candidate,bit_profile_reconstruct,1024,0,7943,41475.9,514304,8959399144852600447
