variant,revision,trial,profile,fixture,records,prefix_bytes,tail_bytes,round,build_ns,record_ns,payload_bytes,wire_digest,input_literal_bits,output_literal_bits,input_encoded_bytes,requested_bytes,peak_bytes,live_bytes,allocation_calls
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,2,bit_fixed,fragments,4096,0,0,1,356292.000,86.985,10308,4373761350378516308,6826,4096,14234,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,2,bit_fixed,fragments,4096,0,0,2,323583.000,79.000,10308,4373761350378516308,6826,4096,14234,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,2,bit_variable,fragments,4096,0,0,0,460208.000,112.355,16029,10631779632291143193,6826,4096,21862,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,2,bit_variable,fragments,4096,0,0,1,434125.000,105.988,16029,10631779632291143193,6826,4096,21862,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,2,bit_variable,fragments,4096,0,0,2,435208.000,106.252,16029,10631779632291143193,6826,4096,21862,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,byte_fixed,fragments,4096,0,0,0,250500.000,61.157,45312,7820603925231540191,54608,32768,61778,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,byte_fixed,fragments,4096,0,0,1,301583.000,73.629,45312,7820603925231540191,54608,32768,61778,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,byte_fixed,fragments,4096,0,0,2,246959.000,60.293,45312,7820603925231540191,54608,32768,61778,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,byte_variable,fragments,4096,0,0,0,294875.000,71.991,82168,16838699902396890206,54608,32768,110919,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,byte_variable,fragments,4096,0,0,1,322500.000,78.735,82168,16838699902396890206,54608,32768,110919,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,byte_variable,fragments,4096,0,0,2,323375.000,78.949,82168,16838699902396890206,54608,32768,110919,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,bit_fixed,fragments,4096,0,0,0,350375.000,85.541,10308,4373761350378516308,6826,4096,14234,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,bit_fixed,fragments,4096,0,0,1,335083.000,81.807,10308,4373761350378516308,6826,4096,14234,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,bit_fixed,fragments,4096,0,0,2,333833.000,81.502,10308,4373761350378516308,6826,4096,14234,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,bit_variable,fragments,4096,0,0,0,426667.000,104.167,16029,10631779632291143193,6826,4096,21862,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,bit_variable,fragments,4096,0,0,1,423417.000,103.373,16029,10631779632291143193,6826,4096,21862,0,0,0,0
candidate,2c975b4c770f9020b6f0b654a7998777efb326ea,3,bit_variable,fragments,4096,0,0,2,432542.000,105.601,16029,10631779632291143193,6826,4096,21862,0,0,0,0
baseline,e042920590f01c864ecc8019f4e1fd864d483de5,3,byte_fixed,fragments,4096,0,0,0,235250.000,57.434,45312,7820603925231540191,54608,32768,61778,0,0,0,0
