variant,trial,unit,k,prefix,round,items,ns,ns_per_item,bytes,crc
baseline_aligned,4,bit,3,0,3,5690,1308167,229.906,43464,498328193
baseline_aligned,4,bit,15,0,1,2632,719000,273.176,5560,1543349261
baseline_aligned,4,bit,15,0,2,2632,719875,273.509,5560,1543349261
baseline_aligned,4,bit,15,0,3,2632,713584,271.119,5560,1543349261
baseline_aligned,4,byte,3,4096,1,5690,6010042,1056.25,54040,1801172336
baseline_aligned,4,byte,3,4096,2,5690,6061375,1065.27,54040,1801172336
baseline_aligned,4,byte,3,4096,3,5690,5846500,1027.5,54040,1801172336
baseline_aligned,4,byte,15,4096,1,2632,3193750,1213.43,13848,1009584030
baseline_aligned,4,byte,15,4096,2,2632,3114292,1183.24,13848,1009584030
baseline_aligned,4,byte,15,4096,3,2632,3143125,1194.2,13848,1009584030
baseline_aligned,4,bit,3,4096,1,5690,6688959,1175.56,55168,2006448778
baseline_aligned,4,bit,3,4096,2,5690,6360000,1117.75,55168,2006448778
baseline_aligned,4,bit,3,4096,3,5690,6657250,1169.99,55168,2006448778
baseline_aligned,4,bit,15,4096,1,2632,3367541,1279.46,13880,3989410211
baseline_aligned,4,bit,15,4096,2,2632,3431958,1303.94,13880,3989410211
baseline_aligned,4,bit,15,4096,3,2632,3467333,1317.38,13880,3989410211
candidate_aligned,4,byte,3,0,1,5690,909083,159.769,44504,2819300699
candidate_aligned,4,byte,3,0,2,5690,785083,137.976,44504,2819300699
candidate_aligned,4,byte,3,0,3,5690,781125,137.28,44504,2819300699
candidate_aligned,4,byte,15,0,1,2632,418250,158.91,5600,2465078721
candidate_aligned,4,byte,15,0,2,2632,416208,158.134,5600,2465078721
candidate_aligned,4,byte,15,0,3,2632,408375,155.158,5600,2465078721
candidate_aligned,4,bit,3,0,1,5690,1304083,229.189,43464,498328193
candidate_aligned,4,bit,3,0,2,5690,1303209,229.035,43464,498328193
candidate_aligned,4,bit,3,0,3,5690,1317792,231.598,43464,498328193
candidate_aligned,4,bit,15,0,1,2632,681125,258.786,5560,1543349261
candidate_aligned,4,bit,15,0,2,2632,684125,259.926,5560,1543349261
candidate_aligned,4,bit,15,0,3,2632,674042,256.095,5560,1543349261
candidate_aligned,4,byte,3,4096,1,5690,5548708,975.168,54040,1801172336
candidate_aligned,4,byte,3,4096,2,5690,5278167,927.622,54040,1801172336
candidate_aligned,4,byte,3,4096,3,5690,5359000,941.828,54040,1801172336
candidate_aligned,4,byte,15,4096,1,2632,2928792,1112.76,13848,1009584030
candidate_aligned,4,byte,15,4096,2,2632,2863375,1087.91,13848,1009584030
candidate_aligned,4,byte,15,4096,3,2632,2834500,1076.94,13848,1009584030
candidate_aligned,4,bit,3,4096,1,5690,6180792,1086.26,55168,2006448778
candidate_aligned,4,bit,3,4096,2,5690,6198583,1089.38,55168,2006448778
candidate_aligned,4,bit,3,4096,3,5690,6087208,1069.81,55168,2006448778
candidate_aligned,4,bit,15,4096,1,2632,3285792,1248.4,13880,3989410211
candidate_aligned,4,bit,15,4096,2,2632,3346375,1271.42,13880,3989410211
candidate_aligned,4,bit,15,4096,3,2632,3267916,1241.61,13880,3989410211
