key_bits,count,shape,windows,pattern,binary_ns,binary_min,binary_max,simd_ns,simd_min,simd_max,automatic_ns,automatic_min,automatic_max,simd_ratio,simd_disjoint_win,simd_disjoint_loss,automatic_ratio,automatic_disjoint_win,automatic_disjoint_loss,checksum
32,11,random,8192,dependent,22.8647,22.7274,23.0048,25.0389,24.8158,25.2986,25.0501,24.9579,25.3581,0.9131671119737688,False,True,0.9127588313020706,False,True,346098
32,11,random,8192,independent,17.6252,17.3733,17.8135,12.3848,12.3699,12.6527,12.4931,12.4867,12.8032,1.4231315806472449,True,False,1.4107947587068062,True,False,345584
32,11,shared,1,dependent,16.9269,16.3954,16.9536,17.7975,17.7713,18.2391,17.6789,17.6685,18.1467,0.9510830172777076,False,True,0.9574634168415457,False,True,347792
32,11,shared,1,independent,13.6949,13.587,13.7832,12.043,12.0352,12.4457,12.0783,12.0783,12.5119,1.1371668188989457,True,False,1.1338433388804716,True,False,351456
32,11,shared,8192,dependent,22.7365,22.6642,22.937,24.9384,24.8442,25.3193,24.9453,24.8476,25.3662,0.9117064446796906,False,True,0.911454261925092,False,True,346098
32,11,shared,8192,independent,17.1736,17.028,17.4556,12.3818,12.3558,12.5762,12.4894,12.4891,12.7356,1.3870035051446479,True,False,1.3750540458308647,True,False,345584
32,12,random,1,dependent,17.3297,17.3254,17.396,17.787,17.7752,18.2229,17.6689,17.6636,18.1409,0.9742902119525496,False,True,0.9808024268630191,False,True,368786
32,12,random,1,independent,15.1655,14.2339,15.2725,11.9979,11.9836,12.1826,12.047,12.0433,12.236,1.2640128689187276,True,False,1.258861127251598,True,False,365160
32,12,random,8192,dependent,23.819,23.4408,24.3605,25.2248,24.9068,25.4919,25.2034,24.9617,25.5423,0.9442691319653674,False,True,0.9450709031321172,False,True,383544
32,12,random,8192,independent,18.1076,17.6335,18.4733,12.4151,12.4055,12.6142,12.5237,12.5225,12.7601,1.4585142286409292,True,False,1.4458666368565203,True,False,375944
32,12,shared,1,dependent,16.7314,16.7159,17.4539,17.7717,17.7691,18.2207,17.6714,17.666,18.1407,0.941463112701655,False,True,0.9468067046187626,False,True,368786
32,12,shared,1,independent,15.204,14.1819,15.2111,11.9972,11.9799,12.1795,12.0509,12.0429,12.2326,1.267295702330544,True,False,1.2616485075803467,True,False,365160
32,12,shared,8192,dependent,23.5057,23.4756,23.8443,25.2268,24.931,25.4919,25.2131,24.9277,25.5616,0.9317749377645995,False,True,0.9322812347549488,False,True,383544
32,12,shared,8192,independent,18.0965,17.7446,18.4679,12.4119,12.4053,12.6165,12.5215,12.5039,12.8017,1.457995955494324,True,False,1.445234197180849,True,False,375944
32,13,random,1,dependent,18.1113,18.094,18.2609,17.7967,17.7957,18.2284,17.6921,17.674,18.1514,1.0176774345805681,False,False,1.0236941911926791,False,False,409816
32,13,random,1,independent,15.8914,14.9381,15.9072,12.0196,12.0188,12.2041,12.0619,12.0595,12.2542,1.322123864354887,True,False,1.3174872947048144,True,False,406056
32,13,random,8192,dependent,23.912,23.8666,24.0876,25.5322,25.187,25.6491,25.5311,25.1958,25.7588,0.9365428752712261,False,True,0.9365832259479615,False,True,408467
32,13,random,8192,independent,18.6546,18.6502,19.4606,12.4268,12.4187,12.6262,12.5464,12.5426,12.7787,1.5011587858499371,True,False,1.4868488171905885,True,False,406744
32,13,shared,1,dependent,18.133,18.0424,18.2323,17.7869,17.7797,18.2276,17.6916,17.6743,18.157,1.0194581405416345,False,False,1.0249496936399194,False,False,409816
32,13,shared,1,independent,14.9653,14.9223,15.0947,12.0178,12.0022,12.2023,12.0627,12.0626,12.2525,1.245261195892759,True,False,1.2406260621585548,True,False,406056
32,13,shared,8192,dependent,24.2152,23.7217,24.258,25.5393,25.1688,25.6783,25.5331,25.2195,25.6921,0.9481544130027055,False,True,0.9483846458126901,False,True,408467
32,13,shared,8192,independent,18.5259,18.4631,18.6093,12.4226,12.4209,12.627,12.5464,12.5396,12.7844,1.4913061677909618,True,False,1.4765908945992476,True,False,406744
32,14,random,1,dependent,18.1647,17.5777,18.3067,17.574,17.5663,18.0076,17.4399,17.4321,17.9036,1.03361215431888,False,False,1.0415598713295373,False,False,454656
32,14,random,1,independent,15.4626,15.4467,16.2664,11.8019,11.8013,11.9691,11.8633,11.8588,12.0881,1.310178869504063,True,False,1.303397874115971,True,False,455264
32,14,random,8192,dependent,24.5323,24.3382,24.7326,25.5805,25.175,25.63,25.5686,25.2029,25.6851,0.9590234749125309,False,True,0.9594698184491915,False,True,440909
32,14,random,8192,independent,19.0232,18.819,19.1056,12.4225,12.402,12.6189,12.5383,12.5047,12.7608,1.5313503723083115,True,False,1.5172072769035674,True,False,439440
32,14,shared,1,dependent,18.2239,17.5801,18.2707,17.5638,17.5577,18.0079,17.4378,17.4285,17.9052,1.0375829831813161,False,False,1.0450802280104141,False,False,454656
32,14,shared,1,independent,16.3908,15.3317,16.398,11.7998,11.799,11.9805,11.8644,11.8626,12.0545,1.3890743910913743,True,False,1.3815110751491857,True,False,455264
32,14,shared,8192,dependent,24.4544,24.3914,24.7567,25.5524,25.1864,25.6908,25.5365,25.2068,25.6846,0.9570294766832079,False,True,0.9576253597791397,False,True,440909
32,14,shared,8192,independent,19.6414,18.9093,19.647,12.4143,12.4063,12.6173,12.5481,12.5163,12.7629,1.5821592840514567,True,False,1.56528876881759,True,False,439440
32,15,random,1,dependent,16.1014,15.9569,16.3419,17.5092,17.5029,17.9587,17.3817,17.3738,17.8648,0.9195965549539672,False,True,0.9263420724094883,False,True,426017
32,15,random,1,independent,13.9232,13.8306,15.0839,11.7326,11.7154,11.9114,11.7974,11.7924,11.989,1.186710533044679,True,False,1.1801922457490635,True,False,434128
32,15,random,8192,dependent,23.7657,22.3788,24.0757,25.5685,25.373,25.9395,25.5613,25.4083,26.0278,0.9294913663296634,False,True,0.9297531815674477,False,True,484050
32,15,random,8192,independent,18.2636,17.9579,18.2659,12.4091,12.3822,12.5827,12.4838,12.4723,12.6851,1.4717908631568768,True,False,1.46298402729938,True,False,481248
32,15,shared,1,dependent,15.2469,14.8736,15.8758,17.5155,17.508,18.0131,17.3889,17.3731,17.8505,0.87048043161771,False,True,0.8768179700843642,False,True,426017
32,15,shared,1,independent,14.6283,13.606,14.8081,11.7281,11.7264,11.9078,11.799,11.7976,11.989,1.247286431732335,True,False,1.2397915077548944,True,False,434128
32,15,shared,8192,dependent,22.6087,22.498,24.2458,25.5736,25.4087,25.8905,25.5543,25.3994,25.9373,0.8840640347858729,False,True,0.8847317281240338,False,True,484050
32,15,shared,8192,independent,18.0402,17.9883,18.0803,12.3998,12.3829,12.5877,12.4881,12.4684,12.7039,1.4548783044887819,True,False,1.444591250870829,True,False,481248
32,16,random,1,dependent,18.9266,18.901,18.9335,17.7299,17.7227,18.1853,17.6076,17.5975,18.0776,1.0674961505705052,True,False,1.0749108339580635,True,False,451938
32,16,random,1,independent,17.8071,17.5759,18.1153,11.9016,11.9013,12.0849,11.9538,11.9366,12.1457,1.496193789070377,True,False,1.489660191738192,True,False,456520
32,16,random,8192,dependent,26.2616,26.2275,26.813,25.8218,25.6268,26.3141,25.7932,25.6341,26.1797,1.0170321201465429,False,False,1.0181598250701736,True,False,504410
32,16,random,8192,independent,21.2057,20.852,21.4206,12.6187,12.4287,12.6223,12.6846,12.5017,12.7174,1.6804979910767353,True,False,1.6717673399240025,True,False,504104
32,16,shared,1,dependent,19.7414,19.5078,20.0079,18.1058,17.7146,18.1687,17.9598,17.5964,18.078,1.0903356935346684,True,False,1.0991993229323265,True,False,451938
32,16,shared,1,independent,17.0343,16.6072,17.4132,12.0818,11.9002,12.1323,12.18,11.954,12.188,1.4099140856494896,True,False,1.3985467980295567,True,False,456520
32,16,shared,8192,dependent,26.2449,26.2229,26.4966,25.7928,25.6349,25.9684,25.7709,25.6473,25.9846,1.0175281473899693,True,False,1.0183928384340477,True,False,504410
32,16,shared,8192,independent,21.4477,21.3067,21.7805,12.6201,12.4297,12.6711,12.7102,12.5058,12.7495,1.6994873257739638,True,False,1.6874400088118204,True,False,504104
32,17,random,1,dependent,19.1636,19.1594,19.239,25.2982,25.2912,25.9869,19.9873,19.7254,20.0372,0.7575084393356049,False,True,0.9587888309076262,False,True,506819
32,17,random,1,independent,16.6309,16.5535,16.6996,19.9644,19.8837,20.6446,16.7407,16.5278,16.9238,0.8330277894652481,False,True,0.993441134480637,False,False,507840
32,17,random,8192,dependent,26.5972,26.5926,26.8353,32.7384,32.7111,33.1501,27.8604,27.7636,27.9204,0.8124160007819564,False,True,0.9546596603063847,False,True,540205
32,17,random,8192,independent,21.1127,21.0266,21.2547,19.7217,19.7048,20.3265,21.9111,21.8189,21.9677,1.070531445057982,True,False,0.9635618476479957,False,True,542088
32,17,shared,1,dependent,19.2451,19.1516,19.2906,25.3157,25.266,26.0395,19.8924,19.7546,19.9828,0.7602041420936415,False,True,0.9674599344473267,False,True,506819
32,17,shared,1,independent,16.7366,16.6061,16.7843,19.9531,19.8507,20.6976,16.6616,16.5183,16.6806,0.8387969789155569,False,True,1.0045013684159985,False,False,507840
32,17,shared,8192,dependent,26.6987,26.3885,26.791,32.9067,32.6286,33.28,27.7415,27.7261,27.8405,0.811345409901327,False,True,0.9624101076005263,False,True,540205
32,17,shared,8192,independent,21.2585,21.0831,21.2642,19.7258,19.6871,20.3282,22.0174,21.9855,22.0507,1.0777002707114542,True,False,0.9655318066620038,False,True,542088
32,18,random,1,dependent,19.4119,19.3966,19.4562,25.3391,25.309,26.0193,20.0752,19.9443,20.2613,0.766084825427896,False,True,0.9669592332828565,False,True,540638
