byte-3-0,build,1,1,5690,10609875,0,0,0,0,1761918743
byte-3-0,build,2,1,5690,10908958,0,0,0,0,1761918743
byte-3-0,build,3,1,5690,10203250,0,0,0,0,1761918743
byte-3-0,build,0,1,5690,11044875,0,0,0,0,1761918743
byte-3-0,query,0,1,4096,118914042,0,0,0,0,6584442294199094370
byte-15-0,build,1,1,2632,5934958,0,0,0,0,1583706055
byte-15-0,build,2,1,2632,6010375,0,0,0,0,1583706055
byte-15-0,build,3,1,2632,5677041,0,0,0,0,1583706055
byte-15-0,build,0,1,2632,6195417,0,0,0,0,1583706055
byte-15-0,query,0,1,4096,112022667,0,0,0,0,6584442294199094370
bit-3-0,build,1,1,5690,13294166,0,0,0,0,3340569477
bit-3-0,build,2,1,5690,13605500,0,0,0,0,3340569477
bit-3-0,build,3,1,5690,12092416,0,0,0,0,3340569477
bit-3-0,build,0,1,5690,13778292,0,0,0,0,3340569477
bit-3-0,query,0,1,4096,164254542,0,0,0,0,6584442294199094370
bit-15-0,build,1,1,2632,7637959,0,0,0,0,3904194795
bit-15-0,build,2,1,2632,7881125,0,0,0,0,3904194795
bit-15-0,build,3,1,2632,7615375,0,0,0,0,3904194795
bit-15-0,build,0,1,2632,7737875,0,0,0,0,3904194795
bit-15-0,query,0,1,4096,151110458,0,0,0,0,6584442294199094370
byte-3-4096,build,1,1,5690,10777708,0,0,0,0,2588134493
byte-3-4096,build,2,1,5690,10839666,0,0,0,0,2588134493
byte-3-4096,build,3,1,5690,10374083,0,0,0,0,2588134493
byte-3-4096,build,0,1,5690,11531250,0,0,0,0,2588134493
byte-3-4096,query,0,1,4096,164354833,0,0,0,0,6584442294199094370
byte-15-4096,build,1,1,2632,5829709,0,0,0,0,1896941275
byte-15-4096,build,2,1,2632,6046667,0,0,0,0,1896941275
byte-15-4096,build,3,1,2632,5845833,0,0,0,0,1896941275
byte-15-4096,build,0,1,2632,6563083,0,0,0,0,1896941275
byte-15-4096,query,0,1,4096,147698958,0,0,0,0,6584442294199094370
bit-3-4096,build,1,1,5690,12910458,0,0,0,0,3555944624
bit-3-4096,build,2,1,5690,13009500,0,0,0,0,3555944624
bit-3-4096,build,3,1,5690,12083833,0,0,0,0,3555944624
bit-3-4096,build,0,1,5690,15395791,0,0,0,0,3555944624
bit-3-4096,query,0,1,4096,213233750,0,0,0,0,6584442294199094370
bit-15-4096,build,1,1,2632,7727250,0,0,0,0,2558807147
bit-15-4096,build,2,1,2632,7918292,0,0,0,0,2558807147
bit-15-4096,build,3,1,2632,7643917,0,0,0,0,2558807147
bit-15-4096,build,0,1,2632,7775625,0,0,0,0,2558807147
bit-15-4096,query,0,1,4096,200535792,0,0,0,0,6584442294199094370
