mode,fixture,logical_records,file,records,file_bytes,data_bytes,data_bits,key_literal_bits,encoded_value_bits,framing_bits,ef_low_bytes,ef_high_bytes,ef_sample_bytes,ef_sparse_bytes,rank_bytes,flag_bytes,cut_bytes,sort_metadata_bytes,header_directory_bytes,alignment_bytes,universe,offset_count,common_value_bits,suffix_length_bytes,suffix_zero_bytes,suffix_nul_safe_bytes
raw-byte,integer-ordered-fixed,8192,native-0.kv,2048,22944,22566,180528,16688,131072,32768,88,48,16,0,0,0,0,0,224,2,6182,138,64,2048,39,6221
raw-byte,integer-ordered-fixed,8192,native-1.kv,2048,22944,22566,180528,16688,131072,32768,88,48,16,0,0,0,0,0,224,2,6182,138,64,2048,7,6189
raw-byte,integer-ordered-fixed,8192,native-2.kv,4096,45616,45094,360752,33072,262144,65536,176,88,32,0,0,0,0,0,224,2,12326,275,64,4096,7,12333
raw-byte,integer-ordered-fixed,8192,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-byte,integer-ordered-fixed,8192,route-0.index,0,5312,0,0,0,0,0,0,16,32,0,336,0,4384,0,544,0,0,2,0,0,0,0
raw-byte,integer-ordered-fixed,8192,route-1.index,274,4184,860,6880,2496,0,4384,16,16,32,0,192,35,2480,0,544,9,860,21,0,274,7,867
raw-byte,integer-ordered-fixed,8192,route-2.index,292,1984,952,7616,2944,0,4672,16,16,32,0,48,38,320,0,544,18,952,23,0,292,17,969
raw-byte,integer-ordered-fixed,8192,route-3.index,20,760,86,688,368,0,320,8,16,32,0,32,3,32,0,544,7,86,4,0,20,8,94
raw-byte,integer-ordered-fixed,8192,route-4.index,2,672,14,112,80,0,32,8,16,32,0,32,1,16,0,544,9,14,3,0,2,8,22
raw-byte,integer-ordered-variable,8192,native-0.kv,2048,539568,539080,4312640,16688,4234416,61536,192,56,16,0,0,0,0,0,224,0,539080,138,0,2048,39,6221
raw-byte,integer-ordered-variable,8192,native-1.kv,2048,539368,538880,4311040,16688,4232920,61432,192,56,16,0,0,0,0,0,224,0,538880,138,0,2048,7,6189
raw-byte,integer-ordered-variable,8192,native-2.kv,4096,1056072,1055322,8442576,33072,8287104,122400,384,104,32,0,0,0,0,0,224,6,1055322,275,0,4096,7,12333
raw-byte,integer-ordered-variable,8192,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-byte,integer-ordered-variable,8192,route-0.index,0,5312,0,0,0,0,0,0,16,32,0,336,0,4384,0,544,0,0,2,0,0,0,0
raw-byte,integer-ordered-variable,8192,route-1.index,274,4184,860,6880,2496,0,4384,16,16,32,0,192,35,2480,0,544,9,860,21,0,274,7,867
raw-byte,integer-ordered-variable,8192,route-2.index,292,1984,952,7616,2944,0,4672,16,16,32,0,48,38,320,0,544,18,952,23,0,292,17,969
raw-byte,integer-ordered-variable,8192,route-3.index,20,760,86,688,368,0,320,8,16,32,0,32,3,32,0,544,7,86,4,0,20,8,94
raw-byte,integer-ordered-variable,8192,route-4.index,2,672,14,112,80,0,32,8,16,32,0,32,1,16,0,544,9,14,3,0,2,8,22
raw-byte,integer-random-fixed,8192,native-0.kv,2048,35480,35072,280576,116736,131072,32768,128,40,16,0,0,0,0,0,224,0,18688,138,64,2048,49,18737
raw-byte,integer-random-fixed,8192,native-1.kv,2048,35480,35072,280576,116736,131072,32768,128,40,16,0,0,0,0,0,224,0,18688,138,64,2048,54,18742
raw-byte,integer-random-fixed,8192,native-2.kv,4096,70368,69791,558328,230648,262144,65536,248,72,32,0,0,0,0,0,224,1,37023,275,64,4096,104,37127
raw-byte,integer-random-fixed,8192,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-byte,integer-random-fixed,8192,route-0.index,0,5312,0,0,0,0,0,0,16,32,0,336,0,4384,0,544,0,0,2,0,0,0,0
raw-byte,integer-random-fixed,8192,route-1.index,274,6040,2710,21680,17296,0,4384,24,16,32,0,192,35,2480,0,544,7,2710,21,0,274,9,2719
raw-byte,integer-random-fixed,8192,route-2.index,292,3968,2920,23360,18688,0,4672,32,16,32,0,48,38,320,0,544,18,2920,23,0,292,14,2934
raw-byte,integer-random-fixed,8192,route-3.index,20,872,200,1600,1280,0,320,8,16,32,0,32,3,32,0,544,5,200,4,0,20,1,201
raw-byte,integer-random-fixed,8192,route-4.index,2,680,20,160,128,0,32,8,16,32,0,32,1,16,0,544,11,20,3,0,2,1,21
raw-byte,integer-random-variable,8192,native-0.kv,2048,544536,544042,4352336,116736,4174368,61232,192,56,16,0,0,0,0,0,224,6,544042,138,0,2048,49,18737
raw-byte,integer-random-variable,8192,native-1.kv,2048,547288,546795,4374360,116736,4196264,61360,192,56,16,0,0,0,0,0,224,5,546795,138,0,2048,54,18742
raw-byte,integer-random-variable,8192,native-2.kv,4096,1092904,1092154,8737232,230648,8383808,122776,384,104,32,0,0,0,0,0,224,6,1092154,275,0,4096,104,37127
raw-byte,integer-random-variable,8192,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-byte,integer-random-variable,8192,route-0.index,0,5312,0,0,0,0,0,0,16,32,0,336,0,4384,0,544,0,0,2,0,0,0,0
raw-byte,integer-random-variable,8192,route-1.index,274,6040,2710,21680,17296,0,4384,24,16,32,0,192,35,2480,0,544,7,2710,21,0,274,9,2719
raw-byte,integer-random-variable,8192,route-2.index,292,3968,2920,23360,18688,0,4672,32,16,32,0,48,38,320,0,544,18,2920,23,0,292,14,2934
raw-byte,integer-random-variable,8192,route-3.index,20,872,200,1600,1280,0,320,8,16,32,0,32,3,32,0,544,5,200,4,0,20,1,201
raw-byte,integer-random-variable,8192,route-4.index,2,680,20,160,128,0,32,8,16,32,0,32,1,16,0,544,11,20,3,0,2,1,21
