mode,fixture,logical_records,file,records,file_bytes,data_bytes,data_bits,key_literal_bits,encoded_value_bits,framing_bits,ef_low_bytes,ef_high_bytes,ef_sample_bytes,ef_sparse_bytes,rank_bytes,flag_bytes,cut_bytes,sort_metadata_bytes,header_directory_bytes,alignment_bytes,universe,offset_count,common_value_bits,suffix_length_bytes,suffix_zero_bytes,suffix_nul_safe_bytes
raw-bit,integer-ordered-fixed,1024,native-0.kv,256,2800,2523,20184,1076,16384,2724,24,8,16,0,0,0,0,0,224,5,3800,19,64,0,0,0
raw-bit,integer-ordered-fixed,1024,native-1.kv,256,2800,2523,20184,1076,16384,2724,24,8,16,0,0,0,0,0,224,5,3800,19,64,0,0,0
raw-bit,integer-ordered-fixed,1024,native-2.kv,512,5112,4817,38530,1332,32768,4430,32,16,16,0,0,0,0,0,224,7,5762,36,64,0,0,0
raw-bit,integer-ordered-fixed,1024,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-bit,integer-ordered-fixed,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
raw-bit,integer-ordered-fixed,1024,route-1.index,35,1072,90,713,291,0,422,8,16,32,0,48,5,320,0,544,9,713,5,0,0,0,0
raw-bit,integer-ordered-fixed,1024,route-2.index,38,824,114,912,396,0,516,16,16,32,0,32,6,48,0,544,16,912,6,0,0,0,0
raw-bit,integer-ordered-fixed,1024,route-3.index,3,672,16,125,83,0,42,8,16,32,0,32,1,16,0,544,7,125,3,0,0,0,0
raw-bit,integer-ordered-variable,1024,native-0.kv,256,66392,66099,528792,1076,519632,8084,40,8,16,0,0,0,0,0,224,5,528792,19,0,0,0,0
raw-bit,integer-ordered-variable,1024,native-1.kv,256,68624,68331,546644,1076,537448,8120,40,8,16,0,0,0,0,0,224,5,546644,19,0,0,0,0
raw-bit,integer-ordered-variable,1024,native-2.kv,512,130400,130078,1040618,1332,1024200,15086,64,16,16,0,0,0,0,0,224,2,1040618,36,0,0,0,0
raw-bit,integer-ordered-variable,1024,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-bit,integer-ordered-variable,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
raw-bit,integer-ordered-variable,1024,route-1.index,35,1072,90,713,291,0,422,8,16,32,0,48,5,320,0,544,9,713,5,0,0,0,0
raw-bit,integer-ordered-variable,1024,route-2.index,38,824,114,912,396,0,516,16,16,32,0,32,6,48,0,544,16,912,6,0,0,0,0
raw-bit,integer-ordered-variable,1024,route-3.index,3,672,16,125,83,0,42,8,16,32,0,32,1,16,0,544,7,125,3,0,0,0,0
raw-bit,integer-random-fixed,1024,native-0.kv,256,4864,4590,36718,14786,16384,5548,24,8,16,0,0,0,0,0,224,2,20334,19,64,0,0,0
raw-bit,integer-random-fixed,1024,native-1.kv,256,4864,4589,36712,14782,16384,5546,24,8,16,0,0,0,0,0,224,3,20328,19,64,0,0,0
raw-bit,integer-random-fixed,1024,native-2.kv,512,9392,9082,72655,28763,32768,11124,48,16,16,0,0,0,0,0,224,6,39887,36,64,0,0,0
raw-bit,integer-random-fixed,1024,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-bit,integer-random-fixed,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
raw-bit,integer-random-fixed,1024,route-1.index,35,1344,361,2885,2125,0,760,8,16,32,0,48,5,320,0,544,10,2885,5,0,0,0,0
raw-bit,integer-random-fixed,1024,route-2.index,38,1104,396,3166,2340,0,826,16,16,32,0,32,6,48,0,544,14,3166,6,0,0,0,0
raw-bit,integer-random-fixed,1024,route-3.index,3,696,33,257,191,0,66,8,16,32,0,32,1,16,0,544,14,257,3,0,0,0,0
raw-bit,integer-random-variable,1024,native-0.kv,256,69776,69485,555876,14786,530176,10914,40,8,16,0,0,0,0,0,224,3,555876,19,0,0,0,0
raw-bit,integer-random-variable,1024,native-1.kv,256,67440,67145,537156,14782,511448,10926,40,8,16,0,0,0,0,0,224,7,537156,19,0,0,0,0
raw-bit,integer-random-variable,1024,native-2.kv,512,136600,136277,1090209,28763,1039656,21790,64,16,16,0,0,0,0,0,224,3,1090209,36,0,0,0,0
raw-bit,integer-random-variable,1024,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-bit,integer-random-variable,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
raw-bit,integer-random-variable,1024,route-1.index,35,1344,361,2885,2125,0,760,8,16,32,0,48,5,320,0,544,10,2885,5,0,0,0,0
raw-bit,integer-random-variable,1024,route-2.index,38,1104,396,3166,2340,0,826,16,16,32,0,32,6,48,0,544,14,3166,6,0,0,0,0
raw-bit,integer-random-variable,1024,route-3.index,3,696,33,257,191,0,66,8,16,32,0,32,1,16,0,544,14,257,3,0,0,0,0
raw-bit,string-structured-fixed,1024,native-0.kv,256,6856,6581,52644,14146,32768,5730,24,8,16,0,0,0,0,0,224,3,19876,19,128,0,0,0
raw-bit,string-structured-fixed,1024,native-1.kv,256,6856,6581,52644,14146,32768,5730,24,8,16,0,0,0,0,0,224,3,19876,19,128,0,0,0
raw-bit,string-structured-fixed,1024,native-2.kv,512,13272,12962,103690,26690,65536,11464,48,16,16,0,0,0,0,0,224,6,38154,36,128,0,0,0
raw-bit,string-structured-fixed,1024,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,128,0,0,0
raw-bit,string-structured-fixed,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
raw-bit,string-structured-fixed,1024,route-1.index,35,1384,401,3205,2393,0,812,8,16,32,0,48,5,320,0,544,10,3205,5,0,0,0,0
raw-bit,string-structured-fixed,1024,route-2.index,38,1192,478,3818,2904,0,914,16,16,32,0,32,6,48,0,544,20,3818,6,0,0,0,0
raw-bit,string-structured-fixed,1024,route-3.index,3,728,65,517,447,0,70,8,16,32,0,32,1,16,0,544,14,517,3,0,0,0,0
raw-bit,string-structured-variable,1024,native-0.kv,256,68400,68109,544868,14146,519632,11090,40,8,16,0,0,0,0,0,224,3,544868,19,0,0,0,0
raw-bit,string-structured-variable,1024,native-1.kv,256,70632,70340,562720,14146,537448,11126,40,8,16,0,0,0,0,0,224,4,562720,19,0,0,0,0
raw-bit,string-structured-variable,1024,native-2.kv,512,134448,134127,1073010,26690,1024200,22120,64,16,16,0,0,0,0,0,224,1,1073010,36,0,0,0,0
raw-bit,string-structured-variable,1024,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-bit,string-structured-variable,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
raw-bit,string-structured-variable,1024,route-1.index,35,1384,401,3205,2393,0,812,8,16,32,0,48,5,320,0,544,10,3205,5,0,0,0,0
raw-bit,string-structured-variable,1024,route-2.index,38,1192,478,3818,2904,0,914,16,16,32,0,32,6,48,0,544,20,3818,6,0,0,0,0
raw-bit,string-structured-variable,1024,route-3.index,3,728,65,517,447,0,70,8,16,32,0,32,1,16,0,544,14,517,3,0,0,0,0
raw-bit,string-binary-fixed,1024,native-0.kv,256,9088,8810,70474,31170,32768,6536,24,8,16,0,0,0,0,0,224,6,37706,19,128,0,0,0
raw-bit,string-binary-fixed,1024,native-1.kv,256,9088,8809,70468,31166,32768,6534,24,8,16,0,0,0,0,0,224,7,37700,19,128,0,0,0
raw-bit,string-binary-fixed,1024,native-2.kv,512,17840,17522,140169,61531,65536,13102,56,16,16,0,0,0,0,0,224,6,74633,36,128,0,0,0
raw-bit,string-binary-fixed,1024,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,128,0,0,0
raw-bit,string-binary-fixed,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
raw-bit,string-binary-fixed,1024,route-1.index,35,1640,658,5259,4365,0,894,8,16,32,0,48,5,320,0,544,9,5259,5,0,0,0,0
raw-bit,string-binary-fixed,1024,route-2.index,38,1432,719,5742,4772,0,970,16,16,32,0,32,6,48,0,544,19,5742,6,0,0,0,0
raw-bit,string-binary-fixed,1024,route-3.index,3,720,58,459,383,0,76,8,16,32,0,32,1,16,0,544,13,459,3,0,0,0,0
raw-bit,string-binary-variable,1024,native-0.kv,256,71944,71656,573248,31170,530176,11902,40,8,16,0,0,0,0,0,224,0,573248,19,0,0,0,0
raw-bit,string-binary-variable,1024,native-1.kv,256,69608,69316,554528,31166,511448,11914,40,8,16,0,0,0,0,0,224,4,554528,19,0,0,0,0
raw-bit,string-binary-variable,1024,native-2.kv,512,140944,140620,1124955,61531,1039656,23768,64,16,16,0,0,0,0,0,224,4,1124955,36,0,0,0,0
raw-bit,string-binary-variable,1024,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-bit,string-binary-variable,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
