mode,fixture,logical_records,file,records,file_bytes,data_bytes,data_bits,key_literal_bits,encoded_value_bits,framing_bits,ef_low_bytes,ef_high_bytes,ef_sample_bytes,ef_sparse_bytes,rank_bytes,flag_bytes,cut_bytes,sort_metadata_bytes,header_directory_bytes,alignment_bytes,universe,offset_count,common_value_bits,suffix_length_bytes,suffix_zero_bytes,suffix_nul_safe_bytes
raw-byte,integer-ordered-fixed,32768,native-0.kv,8192,91032,90246,721968,66608,524288,131072,344,168,48,0,0,0,0,0,224,2,24710,548,64,8192,135,24845
raw-byte,integer-ordered-fixed,32768,native-1.kv,8192,91032,90246,721968,66608,524288,131072,344,168,48,0,0,0,0,0,224,2,24710,548,64,8192,7,24717
raw-byte,integer-ordered-fixed,32768,native-2.kv,16384,181688,180358,1442864,132144,1048576,262144,688,336,80,0,0,0,0,0,224,2,49286,1094,64,16384,7,49293
raw-byte,integer-ordered-fixed,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-byte,integer-ordered-fixed,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,integer-ordered-fixed,32768,route-1.index,1093,14824,3413,27304,9816,0,17488,48,32,32,0,704,137,9904,0,544,10,3413,75,0,1093,7,3420
raw-byte,integer-ordered-fixed,32768,route-2.index,1166,5928,3766,30128,11472,0,18656,56,32,32,0,96,147,1248,0,544,7,3766,81,0,1166,23,3789
raw-byte,integer-ordered-fixed,32768,route-3.index,78,1064,318,2544,1296,0,1248,8,16,32,0,32,10,96,0,544,8,318,8,0,78,8,326
raw-byte,integer-ordered-fixed,32768,route-4.index,6,688,30,240,144,0,96,8,16,32,0,32,1,16,0,544,9,30,3,0,6,8,38
raw-byte,integer-ordered-variable,32768,native-0.kv,8192,2135280,2134044,17072352,66608,16760088,245656,760,200,48,0,0,0,0,0,224,4,2134044,548,0,8192,135,24845
raw-byte,integer-ordered-variable,32768,native-1.kv,8192,2146320,2145086,17160688,66608,16848400,245680,760,200,48,0,0,0,0,0,224,2,2145086,548,0,8192,7,24717
raw-byte,integer-ordered-variable,32768,native-2.kv,16384,4265632,4263410,34107280,132144,33484040,491096,1512,400,80,0,0,0,0,0,224,6,4263410,1094,0,16384,7,49293
raw-byte,integer-ordered-variable,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-byte,integer-ordered-variable,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,integer-ordered-variable,32768,route-1.index,1093,14824,3413,27304,9816,0,17488,48,32,32,0,704,137,9904,0,544,10,3413,75,0,1093,7,3420
raw-byte,integer-ordered-variable,32768,route-2.index,1166,5928,3766,30128,11472,0,18656,56,32,32,0,96,147,1248,0,544,7,3766,81,0,1166,23,3789
raw-byte,integer-ordered-variable,32768,route-3.index,78,1064,318,2544,1296,0,1248,8,16,32,0,32,10,96,0,544,8,318,8,0,78,8,326
raw-byte,integer-ordered-variable,32768,route-4.index,6,688,30,240,144,0,96,8,16,32,0,32,1,16,0,544,9,30,3,0,6,8,38
raw-byte,integer-random-fixed,32768,native-0.kv,8192,140416,139515,1116120,460760,524288,131072,480,144,48,0,0,0,0,0,224,5,73979,548,64,8192,222,74201
raw-byte,integer-random-fixed,32768,native-1.kv,8192,140416,139515,1116120,460760,524288,131072,480,144,48,0,0,0,0,0,224,5,73979,548,64,8192,239,74218
raw-byte,integer-random-fixed,32768,native-2.kv,16384,278520,276974,2215792,905072,1048576,262144,960,280,80,0,0,0,0,0,224,2,145902,1094,64,16384,450,146352
raw-byte,integer-random-fixed,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-byte,integer-random-fixed,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,integer-random-fixed,32768,route-1.index,1093,21528,10093,80744,63256,0,17488,72,32,32,0,704,137,9904,0,544,10,10093,75,0,1093,31,10124
raw-byte,integer-random-fixed,32768,route-2.index,1166,13200,11006,88048,69392,0,18656,80,32,32,0,96,147,1248,0,544,15,11006,81,0,1166,24,11030
raw-byte,integer-random-fixed,32768,route-3.index,78,1528,780,6240,4992,0,1248,8,16,32,0,32,10,96,0,544,10,780,8,0,78,1,781
raw-byte,integer-random-fixed,32768,route-4.index,6,720,60,480,384,0,96,8,16,32,0,32,1,16,0,544,11,60,3,0,6,1,61
raw-byte,integer-random-variable,32768,native-0.kv,8192,2189864,2188622,17508976,460760,16802120,246096,760,208,48,0,0,0,0,0,224,2,2188622,548,0,8192,222,74201
raw-byte,integer-random-variable,32768,native-1.kv,8192,2187632,2186388,17491104,460760,16784992,245352,760,208,48,0,0,0,0,0,224,4,2186388,548,0,8192,239,74218
raw-byte,integer-random-variable,32768,native-2.kv,16384,4364912,4362684,34901472,905072,33505416,490984,1512,408,80,0,0,0,0,0,224,4,4362684,1094,0,16384,450,146352
raw-byte,integer-random-variable,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-byte,integer-random-variable,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,integer-random-variable,32768,route-1.index,1093,21528,10093,80744,63256,0,17488,72,32,32,0,704,137,9904,0,544,10,10093,75,0,1093,31,10124
raw-byte,integer-random-variable,32768,route-2.index,1166,13200,11006,88048,69392,0,18656,80,32,32,0,96,147,1248,0,544,15,11006,81,0,1166,24,11030
raw-byte,integer-random-variable,32768,route-3.index,78,1528,780,6240,4992,0,1248,8,16,32,0,32,10,96,0,544,10,780,8,0,78,1,781
raw-byte,integer-random-variable,32768,route-4.index,6,720,60,480,384,0,96,8,16,32,0,32,1,16,0,544,11,60,3,0,6,1,61
raw-byte,string-structured-fixed,32768,native-0.kv,8192,209368,208470,1667760,488112,1048576,131072,480,144,48,0,0,0,0,0,224,2,77398,548,128,8192,0,77398
raw-byte,string-structured-fixed,32768,native-1.kv,8192,209368,208470,1667760,488112,1048576,131072,480,144,48,0,0,0,0,0,224,2,77398,548,128,8192,0,77398
raw-byte,string-structured-fixed,32768,native-2.kv,16384,414824,413270,3306160,946864,2097152,262144,960,288,80,0,0,0,0,0,224,2,151126,1094,128,16384,0,151126
raw-byte,string-structured-fixed,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,128,0,0,0
raw-byte,string-structured-fixed,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,string-structured-fixed,32768,route-1.index,1093,22760,11323,90584,73096,0,17488,72,32,32,0,704,137,9904,0,544,12,11323,75,0,1093,0,11323
raw-byte,string-structured-fixed,32768,route-2.index,1166,14632,12446,99568,80912,0,18656,80,32,32,0,96,147,1248,0,544,7,12446,81,0,1166,0,12446
raw-byte,string-structured-fixed,32768,route-3.index,78,1672,923,7384,6136,0,1248,8,16,32,0,32,10,96,0,544,11,923,8,0,78,0,923
raw-byte,string-structured-fixed,32768,route-4.index,6,760,104,832,736,0,96,8,16,32,0,32,1,16,0,544,7,104,3,0,6,0,104
raw-byte,string-structured-variable,32768,native-0.kv,8192,2187976,2186732,17493856,488112,16760088,245656,760,208,48,0,0,0,0,0,224,4,2186732,548,0,8192,0,77398
raw-byte,string-structured-variable,32768,native-1.kv,8192,2199016,2197774,17582192,488112,16848400,245680,760,208,48,0,0,0,0,0,224,2,2197774,548,0,8192,0,77398
raw-byte,string-structured-variable,32768,native-2.kv,16384,4367480,4365250,34922000,946864,33484040,491096,1512,408,80,0,0,0,0,0,224,6,4365250,1094,0,16384,0,151126
raw-byte,string-structured-variable,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-byte,string-structured-variable,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,string-structured-variable,32768,route-1.index,1093,22760,11323,90584,73096,0,17488,72,32,32,0,704,137,9904,0,544,12,11323,75,0,1093,0,11323
raw-byte,string-structured-variable,32768,route-2.index,1166,14632,12446,99568,80912,0,18656,80,32,32,0,96,147,1248,0,544,7,12446,81,0,1166,0,12446
raw-byte,string-structured-variable,32768,route-3.index,78,1672,923,7384,6136,0,1248,8,16,32,0,32,10,96,0,544,11,923,8,0,78,0,923
raw-byte,string-structured-variable,32768,route-4.index,6,760,104,832,736,0,96,8,16,32,0,32,1,16,0,544,7,104,3,0,6,0,104
raw-byte,string-binary-fixed,32768,native-0.kv,8192,271552,270587,2164696,985048,1048576,131072,480,208,48,0,0,0,0,0,224,5,139515,548,128,8192,492,140007
raw-byte,string-binary-fixed,32768,native-1.kv,8192,271552,270587,2164696,985048,1048576,131072,480,208,48,0,0,0,0,0,224,5,139515,548,128,8192,482,139997
raw-byte,string-binary-fixed,32768,native-2.kv,16384,540792,539118,4312944,1953648,2097152,262144,960,408,80,0,0,0,0,0,224,2,276974,1094,128,16384,959,277933
raw-byte,string-binary-fixed,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,128,0,0,0
raw-byte,string-binary-fixed,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,string-binary-fixed,32768,route-1.index,1093,30280,18837,150696,133208,0,17488,72,40,32,0,704,137,9904,0,544,10,18837,75,0,1093,58,18895
raw-byte,string-binary-fixed,32768,route-2.index,1166,22528,20334,162672,144016,0,18656,80,32,32,0,96,147,1248,0,544,15,20334,81,0,1166,58,20392
raw-byte,string-binary-fixed,32768,route-3.index,78,2152,1404,11232,9984,0,1248,8,16,32,0,32,10,96,0,544,10,1404,8,0,78,7,1411
raw-byte,string-binary-fixed,32768,route-4.index,6,768,108,864,768,0,96,8,16,32,0,32,1,16,0,544,11,108,3,0,6,1,109
raw-byte,string-binary-variable,32768,native-0.kv,8192,2255400,2254158,18033264,985048,16802120,246096,824,144,48,0,0,0,0,0,224,2,2254158,548,0,8192,492,140007
raw-byte,string-binary-variable,32768,native-1.kv,8192,2253168,2251924,18015392,985048,16784992,245352,824,144,48,0,0,0,0,0,224,4,2251924,548,0,8192,482,139997
raw-byte,string-binary-variable,32768,native-2.kv,16384,4495992,4493756,35950048,1953648,33505416,490984,1648,280,80,0,0,0,0,0,224,4,4493756,1094,0,16384,959,277933
raw-byte,string-binary-variable,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-byte,string-binary-variable,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,string-binary-variable,32768,route-1.index,1093,30280,18837,150696,133208,0,17488,72,40,32,0,704,137,9904,0,544,10,18837,75,0,1093,58,18895
raw-byte,string-binary-variable,32768,route-2.index,1166,22528,20334,162672,144016,0,18656,80,32,32,0,96,147,1248,0,544,15,20334,81,0,1166,58,20392
raw-byte,string-binary-variable,32768,route-3.index,78,2152,1404,11232,9984,0,1248,8,16,32,0,32,10,96,0,544,10,1404,8,0,78,7,1411
raw-byte,string-binary-variable,32768,route-4.index,6,768,108,864,768,0,96,8,16,32,0,32,1,16,0,544,11,108,3,0,6,1,109
raw-byte,string-prefix-fixed,32768,native-0.kv,8192,160120,159318,1274544,94896,1048576,131072,344,184,48,0,0,0,0,0,224,2,28246,548,128,8192,0,28246
raw-byte,string-prefix-fixed,32768,native-1.kv,8192,160120,159318,1274544,94896,1048576,131072,344,184,48,0,0,0,0,0,224,2,28246,548,128,8192,0,28246
raw-byte,string-prefix-fixed,32768,native-2.kv,16384,316304,314966,2519728,160432,2097152,262144,688,344,80,0,0,0,0,0,224,2,52822,1094,128,16384,0,52822
raw-byte,string-prefix-fixed,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,128,0,0,0
raw-byte,string-prefix-fixed,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,string-prefix-fixed,32768,route-1.index,1093,16184,4765,38120,20632,0,17488,56,32,32,0,704,137,9904,0,544,10,4765,75,0,1093,0,4765
raw-byte,string-prefix-fixed,32768,route-2.index,1166,7632,5450,43600,24944,0,18656,72,32,32,0,96,147,1248,0,544,11,5450,81,0,1166,0,5450
raw-byte,string-prefix-fixed,32768,route-3.index,78,1200,455,3640,2392,0,1248,8,16,32,0,32,10,96,0,544,7,455,8,0,78,0,455
raw-byte,string-prefix-fixed,32768,route-4.index,6,728,68,544,448,0,96,8,16,32,0,32,1,16,0,544,11,68,3,0,6,0,68
raw-byte,string-prefix-variable,32768,native-0.kv,8192,2138816,2137580,17100640,94896,16760088,245656,760,200,48,0,0,0,0,0,224,4,2137580,548,0,8192,0,28246
raw-byte,string-prefix-variable,32768,native-1.kv,8192,2149856,2148622,17188976,94896,16848400,245680,760,200,48,0,0,0,0,0,224,2,2148622,548,0,8192,0,28246
raw-byte,string-prefix-variable,32768,native-2.kv,16384,4269168,4266946,34135568,160432,33484040,491096,1512,400,80,0,0,0,0,0,224,6,4266946,1094,0,16384,0,52822
raw-byte,string-prefix-variable,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-byte,string-prefix-variable,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-byte,string-prefix-variable,32768,route-1.index,1093,16184,4765,38120,20632,0,17488,56,32,32,0,704,137,9904,0,544,10,4765,75,0,1093,0,4765
raw-byte,string-prefix-variable,32768,route-2.index,1166,7632,5450,43600,24944,0,18656,72,32,32,0,96,147,1248,0,544,11,5450,81,0,1166,0,5450
