mode,fixture,logical_records,file,records,file_bytes,data_bytes,data_bits,key_literal_bits,encoded_value_bits,framing_bits,ef_low_bytes,ef_high_bytes,ef_sample_bytes,ef_sparse_bytes,rank_bytes,flag_bytes,cut_bytes,sort_metadata_bytes,header_directory_bytes,alignment_bytes,universe,offset_count,common_value_bits,suffix_length_bytes,suffix_zero_bytes,suffix_nul_safe_bytes
typed-byte,integer-ordered-fixed,8192,native-0.kv,2048,22944,22567,180536,16696,131072,32768,88,48,16,0,0,0,0,0,224,1,6183,138,64,2048,40,6223
typed-byte,integer-ordered-fixed,8192,native-1.kv,2048,22944,22567,180536,16696,131072,32768,88,48,16,0,0,0,0,0,224,1,6183,138,64,2048,8,6191
typed-byte,integer-ordered-fixed,8192,native-2.kv,4096,45616,45095,360760,33080,262144,65536,176,88,32,0,0,0,0,0,224,1,12327,275,64,4096,8,12335
typed-byte,integer-ordered-fixed,8192,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
typed-byte,integer-ordered-fixed,8192,route-0.index,0,5312,0,0,0,0,0,0,16,32,0,336,0,4384,0,544,0,0,2,0,0,0,0
typed-byte,integer-ordered-fixed,8192,route-1.index,274,4184,861,6888,2504,0,4384,16,16,32,0,192,35,2480,0,544,8,861,21,0,274,8,869
typed-byte,integer-ordered-fixed,8192,route-2.index,292,1984,954,7632,2960,0,4672,16,16,32,0,48,38,320,0,544,16,954,23,0,292,19,973
typed-byte,integer-ordered-fixed,8192,route-3.index,20,760,87,696,376,0,320,8,16,32,0,32,3,32,0,544,6,87,4,0,20,9,96
typed-byte,integer-ordered-fixed,8192,route-4.index,2,672,15,120,88,0,32,8,16,32,0,32,1,16,0,544,8,15,3,0,2,9,24
typed-byte,integer-ordered-variable,8192,native-0.kv,2048,544672,544178,4353424,16696,4275080,61648,192,56,16,0,0,0,0,0,224,6,544178,138,0,2048,40,6223
typed-byte,integer-ordered-variable,8192,native-1.kv,2048,544472,543982,4351856,16696,4273648,61512,192,56,16,0,0,0,0,0,224,2,543982,138,0,2048,8,6191
