mode,fixture,logical_records,file,records,file_bytes,data_bytes,data_bits,key_literal_bits,encoded_value_bits,framing_bits,ef_low_bytes,ef_high_bytes,ef_sample_bytes,ef_sparse_bytes,rank_bytes,flag_bytes,cut_bytes,sort_metadata_bytes,header_directory_bytes,alignment_bytes,universe,offset_count,common_value_bits,suffix_length_bytes,suffix_zero_bytes,suffix_nul_safe_bytes
typed-bit,integer-ordered-fixed,1024,native-0.kv,256,4496,4133,33060,16384,16384,292,24,8,16,0,0,0,0,17,288,10,16676,19,64,0,0,0
typed-bit,integer-ordered-fixed,1024,native-1.kv,256,4496,4133,33060,16384,16384,292,24,8,16,0,0,0,0,17,288,10,16676,19,64,0,0,0
typed-bit,integer-ordered-fixed,1024,native-2.kv,512,8664,8265,66118,32768,32768,582,48,16,16,0,0,0,0,17,288,14,33350,36,64,0,0,0
typed-bit,integer-ordered-fixed,1024,native-3.kv,0,320,0,0,0,0,0,0,8,16,0,0,0,0,8,288,0,0,1,64,0,0,0
typed-bit,integer-ordered-fixed,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
typed-bit,integer-ordered-fixed,1024,route-1.index,35,1072,90,714,292,0,422,8,16,32,0,48,5,320,0,544,9,714,5,0,0,0,0
typed-bit,integer-ordered-fixed,1024,route-2.index,38,824,116,914,398,0,516,16,16,32,0,32,6,48,0,544,14,914,6,0,0,0,0
typed-bit,integer-ordered-fixed,1024,route-3.index,3,672,16,126,84,0,42,8,16,32,0,32,1,16,0,544,7,126,3,0,0,0,0
typed-bit,integer-ordered-variable,1024,native-0.kv,256,67896,67519,540148,16384,523472,292,40,8,16,0,0,0,0,17,288,8,540148,19,0,0,0,0
typed-bit,integer-ordered-variable,1024,native-1.kv,256,70128,69749,557986,16384,541310,292,40,8,16,0,0,0,0,17,288,10,557986,19,0,0,0,0
typed-bit,integer-ordered-variable,1024,native-2.kv,512,133560,133145,1065160,32768,1031810,582,64,16,16,0,0,0,0,17,288,14,1065160,36,0,0,0,0
typed-bit,integer-ordered-variable,1024,native-3.kv,0,320,0,0,0,0,0,0,8,16,0,0,0,0,8,288,0,0,1,0,0,0,0
typed-bit,integer-ordered-variable,1024,route-0.index,0,1216,0,0,0,0,0,0,16,32,0,64,0,560,0,544,0,0,2,0,0,0,0
typed-bit,integer-ordered-variable,1024,route-1.index,35,1072,90,714,292,0,422,8,16,32,0,48,5,320,0,544,9,714,5,0,0,0,0
typed-bit,integer-ordered-variable,1024,route-2.index,38,824,116,914,398,0,516,16,16,32,0,32,6,48,0,544,14,914,6,0,0,0,0
typed-bit,integer-ordered-variable,1024,route-3.index,3,672,16,126,84,0,42,8,16,32,0,32,1,16,0,544,7,126,3,0,0,0,0
typed-bit,integer-random-fixed,1024,native-0.kv,256,4496,4133,33060,16384,16384,292,24,8,16,0,0,0,0,17,288,10,16676,19,64,0,0,0
typed-bit,integer-random-fixed,1024,native-1.kv,256,4496,4133,33060,16384,16384,292,24,8,16,0,0,0,0,17,288,10,16676,19,64,0,0,0
