mode,fixture,logical_records,file,records,file_bytes,data_bytes,data_bits,key_literal_bits,encoded_value_bits,framing_bits,ef_low_bytes,ef_high_bytes,ef_sample_bytes,ef_sparse_bytes,rank_bytes,flag_bytes,cut_bytes,sort_metadata_bytes,header_directory_bytes,alignment_bytes,universe,offset_count,common_value_bits,suffix_length_bytes,suffix_zero_bytes,suffix_nul_safe_bytes
raw-byte,integer-ordered-fixed,131072,native-0.kv,32768,363368,360967,2887736,266296,2097152,524288,1368,664,144,0,0,0,0,0,224,1,98823,2186,64,32768,520,99343
raw-byte,integer-ordered-fixed,131072,native-1.kv,32768,363368,360967,2887736,266296,2097152,524288,1368,664,144,0,0,0,0,0,224,1,98823,2186,64,32768,8,98831
raw-byte,integer-ordered-fixed,131072,native-2.kv,65536,725984,721415,5771320,528440,4194304,1048576,2736,1320,288,0,0,0,0,0,224,1,197127,4371,64,65536,8,197135
raw-byte,integer-ordered-fixed,131072,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-byte,integer-ordered-fixed,131072,route-0.index,0,75456,0,0,0,0,0,0,16,32,0,4944,0,69920,0,544,0,0,2,0,0,0,0
raw-byte,integer-ordered-fixed,131072,route-1.index,4370,57480,13629,109032,39112,0,69920,184,104,48,0,2800,547,39616,0,544,8,13629,294,0,4370,8,13637
raw-byte,integer-ordered-fixed,131072,route-2.index,4661,21856,15021,120168,45592,0,74576,208,104,32,0,368,584,4976,0,544,19,15021,314,0,4661,51,15072
raw-byte,integer-ordered-fixed,131072,route-3.index,311,2288,1251,10008,5032,0,4976,16,16,32,0,48,39,336,0,544,6,1251,23,0,311,10,1261
raw-byte,integer-ordered-fixed,131072,route-4.index,21,768,91,728,392,0,336,8,16,32,0,32,3,32,0,544,10,91,4,0,21,8,99
raw-byte,integer-ordered-fixed,131072,route-5.index,2,672,15,120,88,0,32,8,16,32,0,32,1,16,0,544,8,15,3,0,2,8,23
raw-byte,integer-ordered-variable,131072,native-0.kv,32768,8526016,8521834,68174672,266296,66925664,982712,3008,800,144,0,0,0,0,0,224,6,8521834,2186,0,32768,520,99343
raw-byte,integer-ordered-variable,131072,native-1.kv,32768,8549672,8545493,68363944,266296,67114488,983160,3008,800,144,0,0,0,0,0,224,3,8545493,2186,0,32768,8,98831
raw-byte,integer-ordered-variable,131072,native-2.kv,65536,17111112,17102992,136823936,528440,134327456,1968040,6016,1592,288,0,0,0,0,0,224,0,17102992,4371,0,65536,8,197135
raw-byte,integer-ordered-variable,131072,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-byte,integer-ordered-variable,131072,route-0.index,0,75456,0,0,0,0,0,0,16,32,0,4944,0,69920,0,544,0,0,2,0,0,0,0
raw-byte,integer-ordered-variable,131072,route-1.index,4370,57480,13629,109032,39112,0,69920,184,104,48,0,2800,547,39616,0,544,8,13629,294,0,4370,8,13637
raw-byte,integer-ordered-variable,131072,route-2.index,4661,21856,15021,120168,45592,0,74576,208,104,32,0,368,584,4976,0,544,19,15021,314,0,4661,51,15072
raw-byte,integer-ordered-variable,131072,route-3.index,311,2288,1251,10008,5032,0,4976,16,16,32,0,48,39,336,0,544,6,1251,23,0,311,10,1261
raw-byte,integer-ordered-variable,131072,route-4.index,21,768,91,728,392,0,336,8,16,32,0,32,3,32,0,544,10,91,4,0,21,8,99
