mode,fixture,logical_records,file,records,file_bytes,data_bytes,data_bits,key_literal_bits,encoded_value_bits,framing_bits,ef_low_bytes,ef_high_bytes,ef_sample_bytes,ef_sparse_bytes,rank_bytes,flag_bytes,cut_bytes,sort_metadata_bytes,header_directory_bytes,alignment_bytes,universe,offset_count,common_value_bits,suffix_length_bytes,suffix_zero_bytes,suffix_nul_safe_bytes
typed-bit,integer-ordered-fixed,32768,native-0.kv,8192,133424,132233,1057862,524288,524288,9286,624,200,48,0,0,0,0,17,288,14,533574,548,64,0,0,0
typed-bit,integer-ordered-fixed,32768,native-1.kv,8192,133424,132233,1057862,524288,524288,9286,624,200,48,0,0,0,0,17,288,14,533574,548,64,0,0,0
typed-bit,integer-ordered-fixed,32768,native-2.kv,16384,266496,264466,2115722,1048576,1048576,18570,1232,400,80,0,0,0,0,17,288,13,1067146,1094,64,0,0,0
typed-bit,integer-ordered-fixed,32768,native-3.kv,0,320,0,0,0,0,0,0,8,16,0,0,0,0,8,288,0,0,1,64,0,0,0
typed-bit,integer-ordered-fixed,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
typed-bit,integer-ordered-fixed,32768,route-1.index,1093,14056,2613,20899,7561,0,13338,80,32,32,0,704,137,9904,0,544,10,20899,75,0,0,0,0
typed-bit,integer-ordered-fixed,32768,route-2.index,1166,5352,3154,25230,9140,0,16090,88,32,32,0,96,147,1248,0,544,11,25230,81,0,0,0,0
typed-bit,integer-ordered-fixed,32768,route-3.index,78,1000,250,1994,878,0,1116,8,16,32,0,32,10,96,0,544,12,1994,8,0,0,0,0
typed-bit,integer-ordered-fixed,32768,route-4.index,6,688,28,222,134,0,88,8,16,32,0,32,1,16,0,544,11,222,3,0,0,0,0
typed-bit,integer-ordered-variable,32768,native-0.kv,8192,2178640,2177108,17416862,524288,16883288,9286,960,208,48,0,0,0,0,17,288,11,17416862,548,0,0,0,0
typed-bit,integer-ordered-variable,32768,native-1.kv,8192,2189704,2188174,17505392,524288,16971818,9286,960,208,48,0,0,0,0,17,288,9,17505392,548,0,0,0,0
typed-bit,integer-ordered-variable,32768,native-2.kv,16384,4352432,4349707,34797654,1048576,33730508,18570,1920,408,80,0,0,0,0,17,288,12,34797654,1094,0,0,0,0
typed-bit,integer-ordered-variable,32768,native-3.kv,0,320,0,0,0,0,0,0,8,16,0,0,0,0,8,288,0,0,1,0,0,0,0
typed-bit,integer-ordered-variable,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
typed-bit,integer-ordered-variable,32768,route-1.index,1093,14056,2613,20899,7561,0,13338,80,32,32,0,704,137,9904,0,544,10,20899,75,0,0,0,0
typed-bit,integer-ordered-variable,32768,route-2.index,1166,5352,3154,25230,9140,0,16090,88,32,32,0,96,147,1248,0,544,11,25230,81,0,0,0,0
typed-bit,integer-ordered-variable,32768,route-3.index,78,1000,250,1994,878,0,1116,8,16,32,0,32,10,96,0,544,12,1994,8,0,0,0,0
typed-bit,integer-ordered-variable,32768,route-4.index,6,688,28,222,134,0,88,8,16,32,0,32,1,16,0,544,11,222,3,0,0,0,0
typed-bit,integer-random-fixed,32768,native-0.kv,8192,133424,132233,1057862,524288,524288,9286,624,200,48,0,0,0,0,17,288,14,533574,548,64,0,0,0
typed-bit,integer-random-fixed,32768,native-1.kv,8192,133424,132233,1057862,524288,524288,9286,624,200,48,0,0,0,0,17,288,14,533574,548,64,0,0,0
typed-bit,integer-random-fixed,32768,native-2.kv,16384,266496,264466,2115722,1048576,1048576,18570,1232,400,80,0,0,0,0,17,288,13,1067146,1094,64,0,0,0
typed-bit,integer-random-fixed,32768,native-3.kv,0,320,0,0,0,0,0,0,8,16,0,0,0,0,8,288,0,0,1,64,0,0,0
typed-bit,integer-random-fixed,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
typed-bit,integer-random-fixed,32768,route-1.index,1093,22056,10598,84782,61024,0,23758,96,32,32,0,704,137,9904,0,544,9,84782,75,0,0,0,0
typed-bit,integer-random-fixed,32768,route-2.index,1166,13648,11438,91495,66161,0,25334,104,32,32,0,96,147,1248,0,544,7,91495,81,0,0,0,0
typed-bit,integer-random-fixed,32768,route-3.index,78,1544,793,6343,4651,0,1692,8,16,32,0,32,10,96,0,544,13,6343,8,0,0,0,0
typed-bit,integer-random-fixed,32768,route-4.index,6,728,65,515,379,0,136,8,16,32,0,32,1,16,0,544,14,515,3,0,0,0,0
typed-bit,integer-random-variable,32768,native-0.kv,8192,2183920,2182390,17459114,524288,16925540,9286,960,208,48,0,0,0,0,17,288,9,17459114,548,0,0,0,0
typed-bit,integer-random-variable,32768,native-1.kv,8192,2181752,2180223,17441782,524288,16908208,9286,960,208,48,0,0,0,0,17,288,8,17441782,548,0,0,0,0
typed-bit,integer-random-variable,32768,native-2.kv,16384,4355104,4352377,34819012,1048576,33751866,18570,1920,408,80,0,0,0,0,17,288,14,34819012,1094,0,0,0,0
typed-bit,integer-random-variable,32768,native-3.kv,0,320,0,0,0,0,0,0,8,16,0,0,0,0,8,288,0,0,1,0,0,0,0
typed-bit,integer-random-variable,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
typed-bit,integer-random-variable,32768,route-1.index,1093,22056,10598,84782,61024,0,23758,96,32,32,0,704,137,9904,0,544,9,84782,75,0,0,0,0
typed-bit,integer-random-variable,32768,route-2.index,1166,13648,11438,91495,66161,0,25334,104,32,32,0,96,147,1248,0,544,7,91495,81,0,0,0,0
