mode,fixture,logical_records,file,records,file_bytes,data_bytes,data_bits,key_literal_bits,encoded_value_bits,framing_bits,ef_low_bytes,ef_high_bytes,ef_sample_bytes,ef_sparse_bytes,rank_bytes,flag_bytes,cut_bytes,sort_metadata_bytes,header_directory_bytes,alignment_bytes,universe,offset_count,common_value_bits,suffix_length_bytes,suffix_zero_bytes,suffix_nul_safe_bytes
raw-bit,integer-ordered-fixed,8192,native-0.kv,2048,20560,20139,161105,8241,131072,21792,128,48,16,0,0,0,0,0,224,5,30033,138,64,0,0,0
raw-bit,integer-ordered-fixed,8192,native-1.kv,2048,20560,20139,161105,8241,131072,21792,128,48,16,0,0,0,0,0,224,5,30033,138,64,0,0,0
raw-bit,integer-ordered-fixed,8192,native-2.kv,4096,39072,38486,307883,10289,262144,35450,248,80,32,0,0,0,0,0,224,2,45739,275,64,0,0,0
raw-bit,integer-ordered-fixed,8192,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-bit,integer-ordered-fixed,8192,route-0.index,0,5312,0,0,0,0,0,0,16,32,0,336,0,4384,0,544,0,0,2,0,0,0,0
raw-bit,integer-ordered-fixed,8192,route-1.index,274,3992,658,5263,1931,0,3332,24,16,32,0,192,35,2480,0,544,11,5263,21,0,0,0,0
raw-bit,integer-ordered-fixed,8192,route-2.index,292,1848,799,6384,2362,0,4022,32,16,32,0,48,38,320,0,544,19,6384,23,0,0,0,0
raw-bit,integer-ordered-fixed,8192,route-3.index,20,744,69,545,261,0,284,8,16,32,0,32,3,32,0,544,8,545,4,0,0,0,0
raw-bit,integer-ordered-fixed,8192,route-4.index,2,672,14,105,77,0,28,8,16,32,0,32,1,16,0,544,9,105,3,0,0,0,0
raw-bit,integer-ordered-variable,8192,native-0.kv,2048,538992,538447,4307571,8241,4234416,64914,248,56,16,0,0,0,0,0,224,1,4307571,138,0,0,0,0
raw-bit,integer-ordered-variable,8192,native-1.kv,2048,538808,538264,4306111,8241,4232920,64950,248,56,16,0,0,0,0,0,224,0,4306111,138,0,0,0,0
raw-bit,integer-ordered-variable,8192,native-2.kv,4096,1053152,1052304,8418431,10289,8287104,121038,488,104,32,0,0,0,0,0,224,0,8418431,275,0,0,0,0
raw-bit,integer-ordered-variable,8192,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-bit,integer-ordered-variable,8192,route-0.index,0,5312,0,0,0,0,0,0,16,32,0,336,0,4384,0,544,0,0,2,0,0,0,0
raw-bit,integer-ordered-variable,8192,route-1.index,274,3992,658,5263,1931,0,3332,24,16,32,0,192,35,2480,0,544,11,5263,21,0,0,0,0
raw-bit,integer-ordered-variable,8192,route-2.index,292,1848,799,6384,2362,0,4022,32,16,32,0,48,38,320,0,544,19,6384,23,0,0,0,0
raw-bit,integer-ordered-variable,8192,route-3.index,20,744,69,545,261,0,284,8,16,32,0,32,3,32,0,544,8,545,4,0,0,0,0
raw-bit,integer-ordered-variable,8192,route-4.index,2,672,14,105,77,0,28,8,16,32,0,32,1,16,0,544,9,105,3,0,0,0,0
raw-bit,integer-random-fixed,8192,native-0.kv,2048,36416,35959,287671,112115,131072,44484,176,40,16,0,0,0,0,0,224,1,156599,138,64,0,0,0
raw-bit,integer-random-fixed,8192,native-1.kv,2048,36424,35963,287700,112142,131072,44486,176,40,16,0,0,0,0,0,224,5,156628,138,64,0,0,0
raw-bit,integer-random-fixed,8192,native-2.kv,4096,71824,71151,569206,218026,262144,89036,344,72,32,0,0,0,0,0,224,1,307062,275,64,0,0,0
raw-bit,integer-random-fixed,8192,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-bit,integer-random-fixed,8192,route-0.index,0,5312,0,0,0,0,0,0,16,32,0,336,0,4384,0,544,0,0,2,0,0,0,0
raw-bit,integer-random-fixed,8192,route-1.index,274,6064,2725,21794,15842,0,5952,32,16,32,0,192,35,2480,0,544,8,21794,21,0,0,0,0
raw-bit,integer-random-fixed,8192,route-2.index,292,3984,2934,23466,17146,0,6320,32,16,32,0,48,38,320,0,544,20,23466,23,0,0,0,0
raw-bit,integer-random-fixed,8192,route-3.index,20,880,208,1664,1230,0,434,8,16,32,0,32,3,32,0,544,5,1664,4,0,0,0,0
raw-bit,integer-random-fixed,8192,route-4.index,2,680,21,168,128,0,40,8,16,32,0,32,1,16,0,544,10,168,3,0,0,0,0
raw-bit,integer-random-variable,8192,native-0.kv,2048,547288,546739,4373909,112115,4174368,87426,248,56,16,0,0,0,0,0,224,5,4373909,138,0,0,0,0
raw-bit,integer-random-variable,8192,native-1.kv,2048,550024,549477,4395816,112142,4196264,87410,248,56,16,0,0,0,0,0,224,3,4395816,138,0,0,0,0
raw-bit,integer-random-variable,8192,native-2.kv,4096,1097960,1097109,8776872,218026,8383808,175038,488,104,32,0,0,0,0,0,224,3,8776872,275,0,0,0,0
raw-bit,integer-random-variable,8192,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-bit,integer-random-variable,8192,route-0.index,0,5312,0,0,0,0,0,0,16,32,0,336,0,4384,0,544,0,0,2,0,0,0,0
raw-bit,integer-random-variable,8192,route-1.index,274,6064,2725,21794,15842,0,5952,32,16,32,0,192,35,2480,0,544,8,21794,21,0,0,0,0
raw-bit,integer-random-variable,8192,route-2.index,292,3984,2934,23466,17146,0,6320,32,16,32,0,48,38,320,0,544,20,23466,23,0,0,0,0
