mode,fixture,logical_records,file,records,file_bytes,data_bytes,data_bits,key_literal_bits,encoded_value_bits,framing_bits,ef_low_bytes,ef_high_bytes,ef_sample_bytes,ef_sparse_bytes,rank_bytes,flag_bytes,cut_bytes,sort_metadata_bytes,header_directory_bytes,alignment_bytes,universe,offset_count,common_value_bits,suffix_length_bytes,suffix_zero_bytes,suffix_nul_safe_bytes
raw-bit,integer-ordered-fixed,32768,native-0.kv,8192,81480,80536,644283,32815,524288,87180,480,192,48,0,0,0,0,0,224,0,119995,548,64,0,0,0
raw-bit,integer-ordered-fixed,32768,native-1.kv,8192,81480,80536,644283,32815,524288,87180,480,192,48,0,0,0,0,0,224,0,119995,548,64,0,0,0
raw-bit,integer-ordered-fixed,32768,native-2.kv,16384,155512,153922,1231375,41007,1048576,141792,960,320,80,0,0,0,0,0,224,6,182799,1094,64,0,0,0
raw-bit,integer-ordered-fixed,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-bit,integer-ordered-fixed,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-bit,integer-ordered-fixed,32768,route-1.index,1093,14056,2613,20898,7560,0,13338,80,32,32,0,704,137,9904,0,544,10,20898,75,0,0,0,0
raw-bit,integer-ordered-fixed,32768,route-2.index,1166,5352,3154,25228,9138,0,16090,88,32,32,0,96,147,1248,0,544,11,25228,81,0,0,0,0
raw-bit,integer-ordered-fixed,32768,route-3.index,78,1000,250,1993,877,0,1116,8,16,32,0,32,10,96,0,544,12,1993,8,0,0,0,0
raw-bit,integer-ordered-fixed,32768,route-4.index,6,688,28,221,133,0,88,8,16,32,0,32,1,16,0,544,11,221,3,0,0,0,0
raw-bit,integer-ordered-variable,32768,native-0.kv,8192,2132936,2131502,17052015,32815,16760088,259112,960,200,48,0,0,0,0,0,224,2,17052015,548,0,0,0,0
raw-bit,integer-ordered-variable,32768,native-1.kv,8192,2144016,2142578,17140623,32815,16848400,259408,960,200,48,0,0,0,0,0,224,6,17140623,548,0,0,0,0
raw-bit,integer-ordered-variable,32768,native-2.kv,16384,4253984,4251360,34010873,41007,33484040,485826,1920,400,80,0,0,0,0,0,224,0,34010873,1094,0,0,0,0
raw-bit,integer-ordered-variable,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,0,0,0,0
raw-bit,integer-ordered-variable,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-bit,integer-ordered-variable,32768,route-1.index,1093,14056,2613,20898,7560,0,13338,80,32,32,0,704,137,9904,0,544,10,20898,75,0,0,0,0
raw-bit,integer-ordered-variable,32768,route-2.index,1166,5352,3154,25228,9138,0,16090,88,32,32,0,96,147,1248,0,544,11,25228,81,0,0,0,0
raw-bit,integer-ordered-variable,32768,route-3.index,78,1000,250,1993,877,0,1116,8,16,32,0,32,10,96,0,544,12,1993,8,0,0,0,0
raw-bit,integer-ordered-variable,32768,route-4.index,6,688,28,221,133,0,88,8,16,32,0,32,1,16,0,544,11,221,3,0,0,0,0
raw-bit,integer-random-fixed,32768,native-0.kv,8192,142912,141807,1134454,432136,524288,178030,688,144,48,0,0,0,0,0,224,1,610166,548,64,0,0,0
raw-bit,integer-random-fixed,32768,native-1.kv,8192,142920,141815,1134514,432192,524288,178034,688,144,48,0,0,0,0,0,224,1,610226,548,64,0,0,0
raw-bit,integer-random-fixed,32768,native-2.kv,16384,282424,280463,2243703,838623,1048576,356504,1368,288,80,0,0,0,0,0,224,1,1195127,1094,64,0,0,0
raw-bit,integer-random-fixed,32768,native-3.kv,0,248,0,0,0,0,0,0,8,16,0,0,0,0,0,224,0,0,1,64,0,0,0
raw-bit,integer-random-fixed,32768,route-0.index,0,19328,0,0,0,0,0,0,16,32,0,1248,0,17488,0,544,0,0,2,0,0,0,0
raw-bit,integer-random-fixed,32768,route-1.index,1093,22056,10597,84773,61023,0,23750,96,32,32,0,704,137,9904,0,544,10,84773,75,0,0,0,0
raw-bit,integer-random-fixed,32768,route-2.index,1166,13648,11435,91475,66159,0,25316,104,32,32,0,96,147,1248,0,544,10,91475,81,0,0,0,0
raw-bit,integer-random-fixed,32768,route-3.index,78,1544,793,6338,4650,0,1688,8,16,32,0,32,10,96,0,544,13,6338,8,0,0,0,0
raw-bit,integer-random-fixed,32768,route-4.index,6,728,65,514,378,0,136,8,16,32,0,32,1,16,0,544,14,514,3,0,0,0,0
raw-bit,integer-random-variable,32768,native-0.kv,8192,2199512,2198065,17584516,432136,16802120,350260,960,208,48,0,0,0,0,0,224,7,17584516,548,0,0,0,0
