mode,rep,kind,case,split,n,ratio,prefix,overlap,value_bytes,fixed_values,trial,cpu_first,a_records,b_records,a_payload_bits,b_payload_bits,a_file_bytes,b_file_bytes,a_common_value_bits,b_common_value_bits,a_terminal_key_bits,b_terminal_key_bits,cpu_merge_ms,cpu_all_ms,gpu_all_ms,gpu_command_ms,parse_ms,prepare_ms,order_ms,size_ms,emit_ms,assembly_ms,survivors,output_bits,output_bytes,output_crc32c
tiled,2,cutover,44,heldout,32768,8,0,0,512,0,2,1,32768,4096,124524074,15567066,15570824,1946848,-1,-1,65,65,11.339,17.987834,10.066291,4.46512491908,2.730375,0.028083,0.625666,0.633083,4.101209,1.94725,36864,140062520,17513752,2035597497
levelwise,2,cutover,44,heldout,32768,8,0,0,512,0,0,1,32768,4096,124524074,15567066,15570824,1946848,-1,-1,65,65,12.408083,17.26875,6.857834,2.33283330454,2.450709,0.037583,0.582125,0.608042,1.429833,1.749166,36864,140062520,17513752,2035597497
levelwise,2,cutover,44,heldout,32768,8,0,0,512,0,1,0,32768,4096,124524074,15567066,15570824,1946848,-1,-1,65,65,11.151708,15.579083,8.83675,3.68283333955,1.724709,0.045875,0.9595,0.723125,2.729334,2.653792,36864,140062520,17513752,2035597497
levelwise,2,cutover,44,heldout,32768,8,0,0,512,0,2,1,32768,4096,124524074,15567066,15570824,1946848,-1,-1,65,65,11.400958,15.894875,5.524292,1.74675002927,1.358,0.04875,0.945958,0.264542,1.548417,1.358168,36864,140062520,17513752,2035597497
levelwise,2,cutover,2,train,4096,1,32,50,8,0,0,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.52825,1.769917,4.979417,3.25966672972,1.226459,0.027416,1.850542,1.218583,0.264959,0.391166,6142,753584,95208,1420657760
levelwise,2,cutover,2,train,4096,1,32,50,8,0,1,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.560292,1.791959,3.522917,1.45791668911,1.146625,0.035708,0.998791,0.731167,0.279125,0.331125,6142,753584,95208,1420657760
levelwise,2,cutover,2,train,4096,1,32,50,8,0,2,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.54325,1.744625,4.243209,2.38750001881,2.45325,0.027334,1.075458,0.23375,0.194208,0.258833,6142,753584,95208,1420657760
tiled,2,cutover,2,train,4096,1,32,50,8,0,0,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.551625,1.787958,6.578792,4.5139999711,1.207542,0.028333,3.899375,0.609667,0.289625,0.543459,6142,753584,95208,1420657760
tiled,2,cutover,2,train,4096,1,32,50,8,0,1,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.542958,1.754292,3.480459,2.09275004454,1.219292,0.031333,1.462042,0.241625,0.265833,0.260083,6142,753584,95208,1420657760
tiled,2,cutover,2,train,4096,1,32,50,8,0,2,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.541083,1.943042,2.94525,1.83137506247,1.363875,0.027125,0.941375,0.197917,0.194209,0.220459,6142,753584,95208,1420657760
tiled,0,cutover,34,heldout,2048,1,64,25,32,0,0,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.85775,1.087041,4.98075,1.63470837288,0.942916,0.03025,2.545958,0.678708,0.2345,0.548042,3571,1069310,134416,2890404737
tiled,0,cutover,34,heldout,2048,1,64,25,32,0,1,0,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.991791,1.320333,3.278833,1.37470837217,1.01475,0.025584,1.110458,0.6695,0.214875,0.243459,3571,1069310,134416,2890404737
tiled,0,cutover,34,heldout,2048,1,64,25,32,0,2,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.856709,1.141334,2.648958,1.39879167546,0.732542,0.0225,1.192958,0.244041,0.21825,0.238376,3571,1069310,134416,2890404737
levelwise,0,cutover,34,heldout,2048,1,64,25,32,0,0,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.873833,1.150958,4.966291,2.60804168647,1.360833,0.031625,2.839583,0.215333,0.21575,0.302791,3571,1069310,134416,2890404737
levelwise,0,cutover,34,heldout,2048,1,64,25,32,0,1,0,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.900583,1.14275,3.16875,1.6064165975,0.665417,0.035541,1.270625,0.672291,0.235042,0.289584,3571,1069310,134416,2890404737
levelwise,0,cutover,34,heldout,2048,1,64,25,32,0,2,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.844625,1.036708,5.112417,2.51800008118,3.009709,0.0305,1.263167,0.348208,0.195583,0.264916,3571,1069310,134416,2890404737
levelwise,0,cutover,0,train,256,1,32,50,8,0,0,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.096875,0.312125,3.262875,1.67833344312,1.099708,0.01125,1.443625,0.216583,0.237375,0.253957,362,44388,5936,994633995
levelwise,0,cutover,0,train,256,1,32,50,8,0,1,0,256,256,32044,32197,4368,4392,-1,-1,321,321,0.108375,0.347958,5.580959,3.29708331265,3.318209,0.015833,1.13125,0.566875,0.235083,0.313416,362,44388,5936,994633995
levelwise,0,cutover,0,train,256,1,32,50,8,0,2,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.106959,0.290959,5.628125,4.02479164768,1.080875,0.0145,3.406292,0.328834,0.251333,0.545958,362,44388,5936,994633995
tiled,0,cutover,0,train,256,1,32,50,8,0,0,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.099791,0.2925,5.21075,3.35441669449,1.061458,0.012417,1.413667,0.877167,0.978209,0.867625,362,44388,5936,994633995
tiled,0,cutover,0,train,256,1,32,50,8,0,1,0,256,256,32044,32197,4368,4392,-1,-1,321,321,0.110708,0.294583,3.236334,1.62900006399,1.10775,0.016375,1.412,0.212167,0.231916,0.255833,362,44388,5936,994633995
tiled,0,cutover,0,train,256,1,32,50,8,0,2,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.094417,0.23175,4.685709,2.86175007932,2.72275,0.013666,1.228209,0.215416,0.228333,0.277083,362,44388,5936,994633995
tiled,2,cutover,1,train,1024,1,32,50,8,0,0,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.411709,0.679917,6.022791,4.21304162592,1.051625,0.01725,3.702083,0.348875,0.533125,0.369667,1524,187043,23888,2086645356
tiled,2,cutover,1,train,1024,1,32,50,8,0,1,1,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.383792,0.579083,5.064625,2.89966654964,1.186041,0.017875,2.981167,0.332875,0.254042,0.292375,1524,187043,23888,2086645356
tiled,2,cutover,1,train,1024,1,32,50,8,0,2,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.393209,0.587959,2.463458,0.998749921564,0.808083,0.016041,1.067833,0.175167,0.172916,0.223208,1524,187043,23888,2086645356
levelwise,2,cutover,1,train,1024,1,32,50,8,0,0,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.420917,0.664667,5.561875,3.48650006345,3.222417,0.029666,1.434792,0.263834,0.276958,0.333874,1524,187043,23888,2086645356
levelwise,2,cutover,1,train,1024,1,32,50,8,0,1,1,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.388583,0.605916,5.913666,3.47862497438,3.852416,0.01375,1.2845,0.250166,0.240917,0.271708,1524,187043,23888,2086645356
levelwise,2,cutover,1,train,1024,1,32,50,8,0,2,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.401041,0.587583,1.981459,1.02412508568,0.841125,0.021125,0.563959,0.169292,0.176083,0.209667,1524,187043,23888,2086645356
levelwise,0,cutover,38,heldout,8192,1,64,25,32,0,0,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.768209,4.117709,3.376417,1.77595828427,1.072667,0.023416,1.473667,0.2255,0.258125,0.322708,14334,4293202,538728,145786120
levelwise,0,cutover,38,heldout,8192,1,64,25,32,0,1,0,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.486042,3.778042,3.398792,1.8092499231,1.09375,0.034125,1.335625,0.258917,0.349,0.327249,14334,4293202,538728,145786120
levelwise,0,cutover,38,heldout,8192,1,64,25,32,0,2,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.53775,3.894959,4.550042,2.02941661701,2.222917,0.03825,1.284333,0.262208,0.320458,0.421583,14334,4293202,538728,145786120
tiled,0,cutover,38,heldout,8192,1,64,25,32,0,0,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.688042,4.038583,7.454917,5.13920834055,1.336583,0.0245,2.393375,0.268667,3.104875,0.326666,14334,4293202,538728,145786120
tiled,0,cutover,38,heldout,8192,1,64,25,32,0,1,0,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.444875,3.776917,6.996375,4.67041652882,1.300041,0.027667,3.914625,0.306041,0.636708,0.811084,14334,4293202,538728,145786120
tiled,0,cutover,38,heldout,8192,1,64,25,32,0,2,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.761541,4.154125,2.929875,1.24116655206,1.023333,0.032875,0.95025,0.308291,0.278042,0.336917,14334,4293202,538728,145786120
tiled,1,cutover,4,train,65536,1,32,50,8,0,0,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.034708,26.730416,8.325875,5.17074990785,1.3955,0.042875,2.408667,3.1345,0.691,0.652959,98286,12058641,1518560,4111325549
tiled,1,cutover,4,train,65536,1,32,50,8,0,1,0,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.742333,27.497291,6.690875,4.27349994425,2.01625,0.037833,3.096583,0.456708,0.575625,0.507624,98286,12058641,1518560,4111325549
tiled,1,cutover,4,train,65536,1,32,50,8,0,2,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,27.281208,28.096625,6.063833,3.68575006723,1.358083,0.045208,3.430666,0.36325,0.417625,0.448666,98286,12058641,1518560,4111325549
levelwise,1,cutover,4,train,65536,1,32,50,8,0,0,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.727791,27.455958,4.691083,2.20095837722,1.14225,0.031292,1.973041,0.3395,0.737583,0.466833,98286,12058641,1518560,4111325549
levelwise,1,cutover,4,train,65536,1,32,50,8,0,1,0,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.777958,27.535167,4.679792,2.07095837686,0.987792,0.033417,1.895917,0.383417,0.881208,0.497791,98286,12058641,1518560,4111325549
levelwise,1,cutover,4,train,65536,1,32,50,8,0,2,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.318,27.045959,7.448042,4.62249992415,3.485042,0.048334,2.199334,0.6345,0.605041,0.475291,98286,12058641,1518560,4111325549
levelwise,2,cutover,4,train,65536,1,32,50,8,0,0,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.009542,26.748625,4.954042,1.844750077,1.114083,0.035542,1.383583,0.677,0.767708,0.975875,98286,12058641,1518560,4111325549
levelwise,2,cutover,4,train,65536,1,32,50,8,0,1,0,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,25.16875,25.824042,4.754792,1.82699994184,0.912,0.067875,1.409333,0.684291,0.682042,0.998916,98286,12058641,1518560,4111325549
levelwise,2,cutover,4,train,65536,1,32,50,8,0,2,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,25.51075,26.1535,5.103334,2.53962498391,1.637917,0.042083,1.966125,0.384583,0.481333,0.590917,98286,12058641,1518560,4111325549
tiled,2,cutover,4,train,65536,1,32,50,8,0,0,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,27.030667,27.954708,6.789,3.70195833966,2.384125,0.072041,2.006292,0.6795,0.7845,0.862042,98286,12058641,1518560,4111325549
tiled,2,cutover,4,train,65536,1,32,50,8,0,1,0,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,25.994791,26.737208,5.921458,3.65712499479,1.732583,0.029792,2.93425,0.366416,0.394791,0.463083,98286,12058641,1518560,4111325549
tiled,2,cutover,4,train,65536,1,32,50,8,0,2,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.617208,27.389,6.76925,3.30120837316,1.279958,0.032708,1.646417,2.64475,0.593458,0.571501,98286,12058641,1518560,4111325549
tiled,0,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.135875,1.358417,2.925166,1.2090416858,0.939083,0.026583,0.797709,0.629292,0.229542,0.302417,4096,512544,64864,1541549791
tiled,0,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.111625,1.292916,3.965542,1.61887501599,2.342292,0.027125,0.890708,0.236042,0.199333,0.269834,4096,512544,64864,1541549791
tiled,0,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.134834,1.324084,2.181417,1.18095835205,0.602375,0.023667,0.900375,0.206459,0.217458,0.230875,4096,512544,64864,1541549791
levelwise,0,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.171083,1.511917,6.343084,3.59745835885,3.43125,0.029958,1.569042,0.269875,0.295542,0.747209,4096,512544,64864,1541549791
levelwise,0,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.167792,1.583917,3.899292,2.61316663818,1.556292,0.042583,1.493542,0.272875,0.258083,0.275666,4096,512544,64864,1541549791
levelwise,0,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.300959,1.552584,5.856458,4.39587503206,0.984083,0.03275,3.753458,0.349666,0.29125,0.444875,4096,512544,64864,1541549791
levelwise,1,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.187834,1.429709,4.893833,3.0927915941,2.090875,0.051,1.503917,0.281542,0.631458,0.334626,4096,512544,64864,1541549791
levelwise,1,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.128333,1.365875,4.559042,3.12870839844,2.194792,0.034292,1.465875,0.281458,0.277958,0.304417,4096,512544,64864,1541549791
levelwise,1,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.253667,1.515334,5.829625,4.41533338744,0.9975,0.029042,3.925959,0.269375,0.292666,0.314875,4096,512544,64864,1541549791
tiled,1,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.184625,1.401458,3.527459,2.30700004613,1.393375,0.035666,1.288875,0.265833,0.248,0.295333,4096,512544,64864,1541549791
tiled,1,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.2185,1.404375,4.432541,2.96650000382,2.030125,0.034541,1.462167,0.295875,0.255167,0.354542,4096,512544,64864,1541549791
tiled,1,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.296958,1.67475,3.605167,2.03208328458,0.942917,0.029459,1.451083,0.28325,0.480583,0.417626,4096,512544,64864,1541549791
levelwise,2,cutover,9,train,4096,1,256,50,8,0,0,0,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.616,1.920666,9.952833,8.24729161104,1.374708,0.024791,7.554875,0.277541,0.306125,0.4145,6142,757836,95744,2590442344
levelwise,2,cutover,9,train,4096,1,256,50,8,0,1,1,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.629334,1.874042,8.154125,6.66258332785,1.250667,0.037833,5.845666,0.293542,0.294708,0.431333,6142,757836,95744,2590442344
levelwise,2,cutover,9,train,4096,1,256,50,8,0,2,0,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.773292,2.164583,7.870375,6.06987497304,1.084916,0.043125,5.772459,0.316292,0.280208,0.372958,6142,757836,95744,2590442344
tiled,2,cutover,9,train,4096,1,256,50,8,0,0,0,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.588541,1.872666,9.746125,8.06795834797,1.138917,0.037125,6.400541,1.200625,0.61075,0.357916,6142,757836,95744,2590442344
tiled,2,cutover,9,train,4096,1,256,50,8,0,1,1,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.65275,1.898334,8.287708,3.90358333243,2.125583,0.027792,2.872209,0.65275,1.7805,0.828582,6142,757836,95744,2590442344
tiled,2,cutover,9,train,4096,1,256,50,8,0,2,0,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.581,1.85175,5.288417,3.08045838028,0.543084,0.064459,2.968625,0.727459,0.233208,0.751375,6142,757836,95744,2590442344
tiled,1,cutover,0,train,256,1,32,50,8,0,0,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.129375,0.354334,2.719958,0.804875104222,0.46475,0.008083,1.121292,0.652291,0.209125,0.264167,362,44388,5936,994633995
tiled,1,cutover,0,train,256,1,32,50,8,0,1,0,256,256,32044,32197,4368,4392,-1,-1,321,321,0.101042,0.249333,2.343833,0.918875040952,0.522,0.013,0.697875,0.205125,0.205042,0.700417,362,44388,5936,994633995
tiled,1,cutover,0,train,256,1,32,50,8,0,2,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.094791,0.226666,3.41025,1.18812493747,0.4925,0.011375,2.092875,0.358,0.183333,0.271958,362,44388,5936,994633995
levelwise,1,cutover,0,train,256,1,32,50,8,0,0,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.09825,0.28175,5.806792,3.40804160805,3.404958,0.022542,1.263667,0.552041,0.250625,0.312583,362,44388,5936,994633995
levelwise,1,cutover,0,train,256,1,32,50,8,0,1,0,256,256,32044,32197,4368,4392,-1,-1,321,321,0.113125,0.309042,5.614125,2.85599997733,0.908125,0.012792,3.302917,0.703875,0.379958,0.305958,362,44388,5936,994633995
levelwise,1,cutover,0,train,256,1,32,50,8,0,2,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.095375,0.254334,2.869875,1.65620836196,1.061125,0.01475,1.126709,0.206459,0.2235,0.237083,362,44388,5936,994633995
levelwise,1,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,107.82,109.851375,10.661083,6.78645831067,2.736792,0.049375,5.478208,0.580333,0.981,0.834958,393194,48241520,6074088,557783620
levelwise,1,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,105.442541,107.420041,12.040166,8.14150006045,2.341666,0.038708,5.909167,0.590125,2.341833,0.818125,393194,48241520,6074088,557783620
levelwise,1,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,104.025542,105.926667,9.400166,4.59087500349,1.979916,0.0755,2.7435,2.320833,1.206708,1.072917,393194,48241520,6074088,557783620
tiled,1,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,106.96475,109.126458,10.203792,5.62829163391,3.786333,0.045375,2.462125,2.104584,0.934417,0.870126,393194,48241520,6074088,557783620
tiled,1,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,105.18825,106.987084,11.272417,7.7183333342,2.4,0.042208,6.290208,0.57025,0.799,1.170208,393194,48241520,6074088,557783620
tiled,1,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,106.997042,109.064209,6.520625,3.21720837383,1.755375,0.054125,2.262667,0.806416,0.895917,0.745751,393194,48241520,6074088,557783620
tiled,0,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.800792,111.56025,9.032125,4.86300006742,2.364625,0.047,3.058583,0.579333,0.978,2.004042,393194,48241520,6074088,557783620
tiled,0,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.302208,114.433625,12.294917,8.58291663462,2.253209,0.043167,6.278167,0.557917,2.424792,0.737,393194,48241520,6074088,557783620
tiled,0,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.956167,111.10225,6.733875,3.45049996395,1.791625,0.0335,2.668708,0.523083,0.937792,0.778666,393194,48241520,6074088,557783620
levelwise,0,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,107.070375,109.299917,8.730958,4.9186667311,3.190667,0.056958,2.311208,0.555625,1.689375,0.926583,393194,48241520,6074088,557783620
levelwise,0,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.203875,110.374417,9.066625,6.12470827764,2.777333,0.042459,3.574166,0.633792,1.358083,0.680333,393194,48241520,6074088,557783620
levelwise,0,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.833084,110.782209,6.723,3.26570827747,1.978042,0.050041,2.59925,0.511167,0.835625,0.748333,393194,48241520,6074088,557783620
tiled,2,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.151916,1.407083,3.78075,1.61562493304,0.840542,0.023834,1.087708,0.285292,0.762333,0.780874,4096,512544,64864,1541549791
tiled,2,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.111167,1.305583,4.670458,3.18825006252,1.122792,0.028792,2.782333,0.23325,0.236333,0.266792,4096,512544,64864,1541549791
tiled,2,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.126583,1.3535,2.983458,1.93237501662,0.78125,0.0255,1.459334,0.2335,0.24425,0.239499,4096,512544,64864,1541549791
levelwise,2,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.132292,1.365583,4.215167,1.79299991578,2.090042,0.030584,0.922459,0.663291,0.232708,0.275833,4096,512544,64864,1541549791
levelwise,2,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.130417,1.324792,4.348208,1.80062506115,2.559167,0.036375,0.917667,0.211875,0.374875,0.248082,4096,512544,64864,1541549791
levelwise,2,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.11825,1.315125,2.66075,1.56291667372,0.7915,0.024584,1.118959,0.286375,0.213833,0.225334,4096,512544,64864,1541549791
tiled,1,cutover,13,train,4096,1,32,50,512,0,0,0,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.067208,3.20275,4.031458,1.71154178679,1.232375,0.02775,1.518875,0.265917,0.470458,0.515792,6142,23322038,2916520,3383366565
tiled,1,cutover,13,train,4096,1,32,50,512,0,1,1,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.166709,3.170292,5.530375,3.30170837697,1.34875,0.044875,2.742834,0.307208,0.54925,0.537167,6142,23322038,2916520,3383366565
tiled,1,cutover,13,train,4096,1,32,50,512,0,2,0,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.149917,3.035583,6.317666,2.92850000551,2.637708,0.05225,1.411625,0.278,1.310958,0.626875,6142,23322038,2916520,3383366565
levelwise,1,cutover,13,train,4096,1,32,50,512,0,0,0,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.102375,3.218584,3.73575,1.51750002988,0.964125,0.07775,1.349709,0.311292,0.508416,0.524166,6142,23322038,2916520,3383366565
levelwise,1,cutover,13,train,4096,1,32,50,512,0,1,1,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.053208,3.114042,3.816917,1.84462504694,1.469209,0.033625,1.149417,0.243583,0.465166,0.455625,6142,23322038,2916520,3383366565
levelwise,1,cutover,13,train,4096,1,32,50,512,0,2,0,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.149292,3.122333,5.41375,2.68166669412,2.519,0.053583,1.177625,0.46375,0.542417,0.656875,6142,23322038,2916520,3383366565
tiled,0,cutover,1,train,1024,1,32,50,8,0,0,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.393834,0.630292,3.971292,1.80816667853,2.303917,0.015542,0.801667,0.229958,0.320625,0.299376,1524,187043,23888,2086645356
tiled,0,cutover,1,train,1024,1,32,50,8,0,1,1,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.391833,0.608042,3.066959,1.26595830079,0.943375,0.017375,1.41475,0.232583,0.216209,0.242334,1524,187043,23888,2086645356
tiled,0,cutover,1,train,1024,1,32,50,8,0,2,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.37475,0.6255,2.256333,1.3236667146,0.612125,0.0185,0.978541,0.202375,0.215458,0.229126,1524,187043,23888,2086645356
levelwise,0,cutover,1,train,1024,1,32,50,8,0,0,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.388375,0.615625,6.098833,4.05304168817,1.1335,0.014167,3.855542,0.383125,0.267791,0.444458,1524,187043,23888,2086645356
levelwise,0,cutover,1,train,1024,1,32,50,8,0,1,1,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.366,0.528625,3.088375,1.85812503332,1.115833,0.016875,1.279916,0.215708,0.228958,0.230875,1524,187043,23888,2086645356
levelwise,0,cutover,1,train,1024,1,32,50,8,0,2,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.378208,0.59825,5.276,3.63512500189,0.820375,0.013208,1.603,1.098625,0.561416,1.179208,1524,187043,23888,2086645356
tiled,1,cutover,2,train,4096,1,32,50,8,0,0,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.571583,1.84625,2.476833,1.00487505551,0.946916,0.027625,0.806458,0.21375,0.223333,0.258541,6142,753584,95208,1420657760
tiled,1,cutover,2,train,4096,1,32,50,8,0,1,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.76875,2.082667,2.865792,1.34837499354,1.190209,0.037709,0.887833,0.237791,0.20025,0.311833,6142,753584,95208,1420657760
tiled,1,cutover,2,train,4096,1,32,50,8,0,2,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.551208,1.773417,2.257833,0.970166642219,0.646875,0.026166,0.782125,0.258417,0.233958,0.310126,6142,753584,95208,1420657760
levelwise,1,cutover,2,train,4096,1,32,50,8,0,0,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.540958,1.757333,6.378792,4.67783329077,3.736334,0.037292,1.49625,0.550666,0.272709,0.285417,6142,753584,95208,1420657760
levelwise,1,cutover,2,train,4096,1,32,50,8,0,1,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.641208,1.972916,6.349334,4.59812494228,1.292084,0.038167,3.915417,0.348834,0.327708,0.427001,6142,753584,95208,1420657760
levelwise,1,cutover,2,train,4096,1,32,50,8,0,2,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.553208,2.1655,7.696042,2.66920827562,2.442333,0.042709,1.050125,0.226333,0.254875,3.679459,6142,753584,95208,1420657760
tiled,2,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.754625,111.034375,8.194459,4.1921249358,2.995625,0.093458,2.597125,0.603375,1.110042,0.794292,393194,48241520,6074088,557783620
tiled,2,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.490958,110.430625,8.137625,3.72899998911,2.383209,0.072542,2.595416,0.7805,0.985625,1.320041,393194,48241520,6074088,557783620
