profile,distribution,records,key_bytes,access,variant,process,trials,wall_min_ns,wall_median_ns,wall_max_ns,wall_max_min_ratio,cpu_min_ns,cpu_median_ns,cpu_max_ns,cpu_max_min_ratio,cpu_wall_min,cpu_wall_median,cpu_wall_max
typed-byte,structured,131072,16,sorted,direct64,2,3,2699.925,2707.607,2710.119,1.003775660435012,2685.745,2696.626,2700.477,1.00548525641861,0.9947480022593219,0.9950212518343291,0.9973666783990438
typed-byte,structured,131072,16,sorted,packed,0,3,2815.154,2884.683,2891.212,1.0270173496725223,2797.319,2865.622,2875.107,1.0278080547838842,0.9933923415501806,0.9936646449892261,0.9944296717086122
typed-byte,structured,131072,16,sorted,packed,1,3,2859.648,2897.168,2912.052,1.0183253323485968,2841.202,2881.248,2897.804,1.01992184997758,0.9935495557495189,0.9945049786550175,0.9951072302280316
typed-byte,structured,131072,16,sorted,packed,2,3,2884.439,2889.935,2924.033,1.013726759345578,2864.76,2875.654,2908.204,1.015164970189475,0.993177529495337,0.9945865864030947,0.9950583663646414
typed-byte,structured,131072,16,sorted,sub32,0,3,2917.707,2923.633,2931.219,1.0046310338906546,2905.514,2905.783,2921.897,1.005638589247892,0.9938945825279712,0.9958210334348172,0.9968197531470695
typed-byte,structured,131072,16,sorted,sub32,1,3,3123.656,3179.44,3184.818,1.0195802610786848,3103.113,3160.716,3170.666,1.0217694296018225,0.9934234115408355,0.994110912613542,0.9955564179805565
typed-byte,structured,131072,16,sorted,sub32,2,3,3135.674,3174.78,3183.023,1.0151001028805928,3110.947,3159.811,3165.972,1.0176875401606007,0.9921142950447017,0.994643142697995,0.9952850276239613
typed-byte,structured,2097152,16,random,base,0,3,4267.632,4294.874,4300.272,1.0076482695790079,4255.895,4281.787,4286.764,1.0072532334561826,0.9968588033501137,0.9969528791764323,0.9972497628661517
typed-byte,structured,2097152,16,random,base,1,3,4273.417,4297.1,4319.429,1.0107670278842433,4262.946,4287.476,4308.189,1.0106130830650917,0.9973978042005089,0.9975497359607077,0.9977603500034906
typed-byte,structured,2097152,16,random,base,2,3,4141.934,4173.562,4208.25,1.0160108780101276,4130.476,4155.57,4197.936,1.0163322580738878,0.995689054098154,0.9972336594450804,0.9975490999821778
