records,key_bytes,distribution,query_kind,access,profile,process,wall_min_ns,wall_median_ns,wall_max_ns,wall_max_min_ratio,cpu_max_min_ratio,cpu_wall_min,cpu_wall_median,cpu_wall_max
131072,16,structured,hit,dependent,typed-bit,2,6531.662,6583.633,6685.567,1.0235629155335961,1.024291703648429,0.9972504542704613,0.9975407484343188,0.9982510084784132
131072,16,structured,hit,dependent,typed-byte,0,3277.593,3342.667,3522.064,1.0745885776543946,1.0771981024347999,0.9952654280137894,0.9976823249094849,0.9979668929031819
131072,16,structured,hit,dependent,typed-byte,1,3311.01,3334.142,3363.551,1.0158685718255154,1.0147494793952936,0.9931165009836331,0.9942117359959648,0.9987840949785584
131072,16,structured,hit,dependent,typed-byte,2,3303.121,3337.54,3348.918,1.0138647660803222,1.017374094145886,0.9956483580226094,0.9972551639830534,0.9990946329530911
131072,16,structured,hit,independent,typed-bit,0,6729.563,6932.663,7005.437,1.0409943409401174,1.0412049121660787,0.9963089219827936,0.9980055168515399,0.9982073923439752
131072,16,structured,hit,independent,typed-bit,1,6807.19,6819.901,7074.61,1.0392849325492604,1.038479603960804,0.9973643312417586,0.9978633451172574,0.9986371762797865
131072,16,structured,hit,independent,typed-bit,2,6556.162,6656.479,6661.301,1.016036669014585,1.0163748527681873,0.9977720196663841,0.9981041241042852,0.998744531455744
131072,16,structured,hit,independent,typed-byte,0,3294.067,3307.251,3346.669,1.0159687098046275,1.01685599120557,0.9966349696469967,0.9974648360218538,0.998335957335488
131072,16,structured,hit,independent,typed-byte,1,3275.269,3287.618,3311.061,1.0109279573677765,1.0106770860411902,0.9963596743903945,0.9980842998664173,0.9983320453984086
131072,16,structured,hit,independent,typed-byte,2,3170.476,3263.504,3370.794,1.063182310794972,1.065570199669534,0.9962444125109289,0.9984102976432693,0.9984819600367154
131072,16,structured,miss,dependent,typed-bit,0,7080.958,7220.546,7440.618,1.0507925622493455,1.0512518691854842,0.9971195987887514,0.9975554449912628,0.9979789617017882
131072,16,structured,miss,dependent,typed-bit,1,6992.905,7160.009,7281.942,1.0413328938402566,1.0421932756702268,0.9975548913416171,0.9975713955788045,0.998395620289203
131072,16,structured,miss,dependent,typed-bit,2,6788.701,6882.645,6905.996,1.01727797409254,1.0132727697569195,0.9924810266325088,0.9980128279171742,0.9985698294857882
131072,16,structured,miss,dependent,typed-byte,0,3409.337,3462.779,3736.486,1.095956779866584,1.096687747284228,0.9975366605838836,0.9977608549697492,0.9984263289090338
131072,16,structured,miss,dependent,typed-byte,1,3479.111,3702.922,3732.04,1.0726993188777247,1.0674345437050543,0.9940008681578976,0.9982114125007224,0.9989034555091804
131072,16,structured,miss,dependent,typed-byte,2,3342.651,3379.288,3453.929,1.0332903435028067,1.0339282722414227,0.998136209852599,0.9983594177234968,0.9987524352700938
131072,16,structured,miss,independent,typed-bit,0,6999.364,7134.425,7407.893,1.0583665887357767,1.0602412163898511,0.9951661322371576,0.9963976073755068,0.9969288163314454
131072,16,structured,miss,independent,typed-bit,1,7098.516,7146.474,7305.928,1.029219064942588,1.0299471079798856,0.9951895158367609,0.9978030619357624,0.9985088821023147
131072,16,structured,miss,independent,typed-bit,2,6817.932,6930.868,7065.089,1.0362510215707637,1.0360108086536868,0.9972628794909731,0.9974941081841239,0.9991647510816826
