kind,case,split,n,ratio,prefix,overlap,value_bytes,fixed_values,trial,cpu_first,a_records,b_records,a_payload_bits,b_payload_bits,a_file_bytes,b_file_bytes,a_common_value_bits,b_common_value_bits,a_terminal_key_bits,b_terminal_key_bits,cpu_merge_ms,cpu_all_ms,gpu_all_ms,gpu_command_ms,parse_ms,prepare_ms,order_ms,size_ms,emit_ms,assembly_ms,survivors,output_bits,output_bytes,output_crc32c
cutover,35,heldout,2048,3,128,75,128,1,2,0,2048,682,2162347,720805,270808,90504,1040,1040,1089,1089,0.498916,0.707791,3.473291,2.10879166843,1.005125,0.012917,1.780959,0.206542,0.220833,0.246708,2205,2326910,291384,702063940
cutover,36,heldout,2048,8,0,0,512,0,0,1,2048,256,7779242,973877,973048,122112,-1,-1,65,65,0.832458,1.425916,3.267209,1.76087504951,1.827459,0.016209,0.475667,0.25,0.331959,0.365709,2304,8751279,1094592,407942407
cutover,36,heldout,2048,8,0,0,512,0,1,0,2048,256,7779242,973877,973048,122112,-1,-1,65,65,0.6805,1.157916,2.541292,1.01408333285,1.195375,0.011,0.469791,0.253,0.2945,0.317375,2304,8751279,1094592,407942407
cutover,36,heldout,2048,8,0,0,512,0,2,1,2048,256,7779242,973877,973048,122112,-1,-1,65,65,0.67975,1.12525,2.684083,1.27766659716,1.386625,0.013917,0.475042,0.204958,0.301041,0.302166,2304,8751279,1094592,407942407
cutover,37,heldout,2048,16,256,100,8,1,0,0,2048,128,181181,13297,23160,2016,72,72,2113,2113,0.397542,0.641209,5.642875,3.99974989705,0.995291,0.01425,3.841208,0.228709,0.225,0.338209,2048,181181,23160,2228399981
cutover,37,heldout,2048,16,256,100,8,1,1,1,2048,128,181181,13297,23160,2016,72,72,2113,2113,0.367917,0.587792,4.977125,3.55287501588,0.894541,0.014792,3.37675,0.213,0.21625,0.261542,2048,181181,23160,2228399981
cutover,37,heldout,2048,16,256,100,8,1,2,0,2048,128,181181,13297,23160,2016,72,72,2113,2113,0.367292,0.581375,5.872416,3.90975002665,0.692708,0.031916,4.495917,0.20825,0.19375,0.249625,2048,181181,23160,2228399981
cutover,38,heldout,8192,1,64,25,32,0,0,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.596625,3.989375,6.288209,4.36120829545,2.465959,0.096833,2.576292,0.330375,0.361291,0.456792,14334,4293202,538728,145786120
cutover,38,heldout,8192,1,64,25,32,0,1,0,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.679375,4.053791,4.761791,3.30387504073,1.653291,0.035583,2.069208,0.28725,0.350959,0.36525,14334,4293202,538728,145786120
cutover,38,heldout,8192,1,64,25,32,0,2,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.49575,3.792333,6.326875,3.83595831227,3.326542,0.038,2.045625,0.250625,0.326917,0.338874,14334,4293202,538728,145786120
cutover,39,heldout,8192,3,128,75,128,1,0,0,8192,2730,8646169,2882066,1081808,360832,1040,1040,1089,1089,2.121458,2.699542,3.842208,2.28920823429,0.867917,0.035916,1.8855,0.28675,0.342875,0.422876,8867,9353706,1170304,947672779
cutover,39,heldout,8192,3,128,75,128,1,1,1,8192,2730,8646169,2882066,1081808,360832,1040,1040,1089,1089,1.984834,2.494584,5.355166,3.40258335928,1.151875,0.035791,3.02875,0.433208,0.343541,0.361625,8867,9353706,1170304,947672779
cutover,39,heldout,8192,3,128,75,128,1,2,0,8192,2730,8646169,2882066,1081808,360832,1040,1040,1089,1089,2.262333,2.831916,5.946375,2.82112503191,1.121542,0.030583,3.387542,0.24675,0.371125,0.788624,8867,9353706,1170304,947672779
cutover,40,heldout,8192,8,0,0,512,0,0,1,8192,1024,31129938,3891653,3892832,486952,-1,-1,65,65,3.090208,4.361208,4.605417,1.48841668852,1.089333,0.030375,0.827583,0.226917,1.812542,0.618333,9216,35014395,4378536,3600130877
cutover,40,heldout,8192,8,0,0,512,0,1,0,8192,1024,31129938,3891653,3892832,486952,-1,-1,65,65,3.049917,4.328333,4.846916,1.69354170794,2.675166,0.035708,0.555459,0.283375,0.635458,0.6615,9216,35014395,4378536,3600130877
cutover,40,heldout,8192,8,0,0,512,0,2,1,8192,1024,31129938,3891653,3892832,486952,-1,-1,65,65,2.938125,4.253208,4.301334,1.50937505532,2.119917,0.039084,0.511333,0.47875,0.541458,0.6105,9216,35014395,4378536,3600130877
cutover,41,heldout,8192,16,256,100,8,1,0,0,8192,512,718431,46879,90848,6248,72,72,2113,2113,1.570042,1.911209,5.442208,3.57741664629,0.750125,0.0275,3.867083,0.276667,0.229916,0.290624,8192,718431,90848,719897136
cutover,41,heldout,8192,16,256,100,8,1,1,1,8192,512,718431,46879,90848,6248,72,72,2113,2113,1.5955,1.871208,6.378792,4.22416662332,0.6565,0.039375,3.377375,0.243541,1.710667,0.351125,8192,718431,90848,719897136
cutover,41,heldout,8192,16,256,100,8,1,2,0,8192,512,718431,46879,90848,6248,72,72,2113,2113,1.711125,2.150667,5.7725,4.47924999753,0.570167,0.036083,3.821208,0.812333,0.23725,0.295334,8192,718431,90848,719897136
cutover,42,heldout,32768,1,64,25,32,0,0,1,32768,32768,9913992,9914267,1243568,1243600,-1,-1,577,577,14.888167,15.728209,7.692,5.30012499075,1.528291,0.044958,4.523958,0.433,0.645541,0.515958,57336,17171820,2153776,89547523
cutover,42,heldout,32768,1,64,25,32,0,1,0,32768,32768,9913992,9914267,1243568,1243600,-1,-1,577,577,14.824959,15.645667,8.38125,5.18591661239,1.506041,0.041333,2.751334,2.458875,0.573333,1.050083,57336,17171820,2153776,89547523
cutover,42,heldout,32768,1,64,25,32,0,2,1,32768,32768,9913992,9914267,1243568,1243600,-1,-1,577,577,14.80325,15.652625,4.123625,2.1220833296,1.216666,0.037375,1.632,0.269625,0.457375,0.51025,57336,17171820,2153776,89547523
cutover,43,heldout,32768,3,128,75,128,1,0,0,32768,10922,34581443,11527173,4325832,1442160,1040,1040,1089,1089,8.545875,9.82975,5.811416,3.13016667496,1.914583,0.049833,2.143625,0.295791,0.638625,0.768666,35493,37437792,4683088,1973046451
cutover,43,heldout,32768,3,128,75,128,1,1,1,32768,10922,34581443,11527173,4325832,1442160,1040,1040,1089,1089,8.863541,10.241916,8.94475,5.5532916449,2.336,0.032458,2.649375,0.313083,2.968875,0.644751,35493,37437792,4683088,1973046451
cutover,43,heldout,32768,3,128,75,128,1,2,0,32768,10922,34581443,11527173,4325832,1442160,1040,1040,1089,1089,8.719209,10.48375,11.288333,7.87345820572,2.720042,0.066041,3.421042,0.356708,3.912875,0.8115,35493,37437792,4683088,1973046451
cutover,44,heldout,32768,8,0,0,512,0,0,1,32768,4096,124524074,15567066,15570824,1946848,-1,-1,65,65,11.858875,16.190625,6.509041,2.18287494499,1.422583,0.043208,0.6015,0.65525,1.97425,1.812041,36864,140062520,17513752,2035597497
cutover,44,heldout,32768,8,0,0,512,0,1,0,32768,4096,124524074,15567066,15570824,1946848,-1,-1,65,65,12.981417,17.907792,8.999459,4.37983340817,2.320084,0.047375,2.201917,0.340792,1.99075,2.097875,36864,140062520,17513752,2035597497
cutover,44,heldout,32768,8,0,0,512,0,2,1,32768,4096,124524074,15567066,15570824,1946848,-1,-1,65,65,11.095333,15.596792,9.051375,3.90445825178,1.641125,0.033792,0.946166,1.994,2.189625,2.246084,36864,140062520,17513752,2035597497
cutover,45,heldout,32768,16,256,100,8,1,0,0,32768,2048,2867413,181181,361584,23160,72,72,2113,2113,6.382625,6.769084,7.188459,5.16508321743,1.135459,0.043125,4.966125,0.38875,0.2955,0.359417,32768,2867413,361584,2554457924
cutover,45,heldout,32768,16,256,100,8,1,1,1,32768,2048,2867413,181181,361584,23160,72,72,2113,2113,6.112417,6.498917,7.788292,5.50466676941,1.278792,0.053875,5.152041,0.7225,0.2605,0.320124,32768,2867413,361584,2554457924
cutover,45,heldout,32768,16,256,100,8,1,2,0,32768,2048,2867413,181181,361584,23160,72,72,2113,2113,6.484583,6.799958,6.497125,4.62820829125,1.025166,0.035375,4.355417,0.28875,0.250917,0.541291,32768,2867413,361584,2554457924
cutover,46,heldout,131072,1,64,25,32,0,0,1,131072,131072,39654743,39655066,4973136,4973176,-1,-1,577,577,61.891875,64.478666,12.840416,9.51741664903,1.928208,0.047333,5.071667,0.578583,4.051333,1.162833,229369,68694871,8615088,2365322260
cutover,46,heldout,131072,1,64,25,32,0,1,0,131072,131072,39654743,39655066,4973136,4973176,-1,-1,577,577,59.906708,62.398875,11.000958,7.74191675009,4.436333,0.031291,3.465459,0.548834,1.602958,0.915666,229369,68694871,8615088,2365322260
cutover,46,heldout,131072,1,64,25,32,0,2,1,131072,131072,39654743,39655066,4973136,4973176,-1,-1,577,577,61.104292,63.665584,8.79525,5.36975002615,1.884792,0.043833,4.675417,0.4405,0.933375,0.816958,229369,68694871,8615088,2365322260
cutover,47,heldout,131072,3,128,75,128,1,0,0,131072,43690,138322569,46107538,17301904,5767528,1040,1040,1089,1089,34.995625,39.707459,10.123167,5.82224997925,1.9035,0.062375,3.948667,0.432958,2.094416,1.680999,141987,149763666,18732888,3717595429
cutover,47,heldout,131072,3,128,75,128,1,1,1,131072,43690,138322569,46107538,17301904,5767528,1040,1040,1089,1089,33.310333,37.943583,11.770083,7.32658331981,1.9845,0.028959,5.094125,0.482166,2.464375,1.715625,141987,149763666,18732888,3717595429
cutover,47,heldout,131072,3,128,75,128,1,2,0,131072,43690,138322569,46107538,17301904,5767528,1040,1040,1089,1089,35.512792,40.386375,12.623208,6.57670840155,3.149625,0.044834,2.874583,0.694792,3.754833,2.104167,141987,149763666,18732888,3717595429
cutover,48,heldout,131072,8,0,0,512,0,0,1,131072,16384,498096609,62264081,62282344,7785840,-1,-1,65,65,50.955125,66.110375,19.251333,8.54662503116,2.70625,0.062458,1.221416,0.825959,8.411875,6.022958,147456,560246350,70053544,4166211611
cutover,48,heldout,131072,8,0,0,512,0,1,0,131072,16384,498096609,62264081,62282344,7785840,-1,-1,65,65,47.402208,61.858375,17.417375,4.74150001537,1.922792,0.038917,0.828667,2.000625,5.155333,7.470583,147456,560246350,70053544,4166211611
cutover,48,heldout,131072,8,0,0,512,0,2,1,131072,16384,498096609,62264081,62282344,7785840,-1,-1,65,65,46.476792,61.639125,15.844667,5.31691673677,2.18925,0.052042,0.839,0.710291,6.335334,5.718166,147456,560246350,70053544,4166211611
cutover,49,heldout,131072,16,256,100,8,1,0,0,131072,8192,11463375,718431,1444520,90848,72,72,2113,2113,25.916458,26.573916,7.214084,5.23879169486,1.120667,0.041334,4.830916,0.389917,0.391916,0.439167,131072,11463375,1444520,186443345
cutover,49,heldout,131072,16,256,100,8,1,1,1,131072,8192,11463375,718431,1444520,90848,72,72,2113,2113,26.99275,27.713,13.484458,10.8676668024,1.804792,0.036584,9.795792,0.736,0.687625,0.423292,131072,11463375,1444520,186443345
cutover,49,heldout,131072,16,256,100,8,1,2,0,131072,8192,11463375,718431,1444520,90848,72,72,2113,2113,26.24375,26.997166,5.907334,3.35012504365,0.812167,0.035875,2.932959,0.395,0.328,1.403,131072,11463375,1444520,186443345
