mode,rep,kind,case,split,n,ratio,prefix,overlap,value_bytes,fixed_values,trial,cpu_first,a_records,b_records,a_payload_bits,b_payload_bits,a_file_bytes,b_file_bytes,a_common_value_bits,b_common_value_bits,a_terminal_key_bits,b_terminal_key_bits,cpu_merge_ms,cpu_all_ms,gpu_all_ms,gpu_command_ms,parse_ms,prepare_ms,order_ms,size_ms,emit_ms,assembly_ms,survivors,output_bits,output_bytes,output_crc32c
separate,2,cutover,2,train,4096,1,32,50,8,0,0,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.559959,1.771459,4.804708,1.76070834277,2.521958,0.036875,1.0105,0.225125,0.637625,0.372166,6142,753584,95208,1420657760
separate,2,cutover,2,train,4096,1,32,50,8,0,1,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.892292,2.192375,3.352125,1.58454175107,1.130083,0.02275,1.472166,0.2405,0.23225,0.254124,6142,753584,95208,1420657760
separate,2,cutover,2,train,4096,1,32,50,8,0,2,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.55,1.807959,4.380875,2.0930832834,1.224667,0.033792,2.313042,0.32375,0.229459,0.255876,6142,753584,95208,1420657760
fused,2,cutover,2,train,4096,1,32,50,8,0,0,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.6825,1.916417,2.098292,1.0056666797,0.604209,0.047208,0.84125,0.273375,0.225958,0.106083,6142,753584,95208,1420657760
fused,2,cutover,2,train,4096,1,32,50,8,0,1,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.562833,1.769792,2.828417,1.07387505705,0.972833,0.030542,1.290041,0.238625,0.219542,0.076541,6142,753584,95208,1420657760
fused,2,cutover,2,train,4096,1,32,50,8,0,2,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.553542,1.811167,2.269625,1.03095843224,0.667459,0.047458,0.817,0.242042,0.380916,0.114499,6142,753584,95208,1420657760
fused,0,cutover,34,heldout,2048,1,64,25,32,0,0,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.916083,1.156083,4.540667,2.36933329143,1.606333,0.028459,2.161125,0.295167,0.334583,0.114667,3571,1069310,134416,2890404737
fused,0,cutover,34,heldout,2048,1,64,25,32,0,1,0,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.887083,1.137166,3.361209,2.07124993904,0.798042,0.028917,1.600416,0.574625,0.2635,0.095375,3571,1069310,134416,2890404737
fused,0,cutover,34,heldout,2048,1,64,25,32,0,2,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.844875,1.029708,5.31825,2.94595828746,2.605667,0.035542,1.601833,0.271333,0.690625,0.113042,3571,1069310,134416,2890404737
separate,0,cutover,34,heldout,2048,1,64,25,32,0,0,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.916083,1.174583,6.139458,3.64508334314,1.269166,0.03625,3.792583,0.382041,0.291709,0.367416,3571,1069310,134416,2890404737
separate,0,cutover,34,heldout,2048,1,64,25,32,0,1,0,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.882875,1.11575,4.215666,2.81095830724,1.265041,0.044458,2.145542,0.234291,0.260542,0.265625,3571,1069310,134416,2890404737
separate,0,cutover,34,heldout,2048,1,64,25,32,0,2,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,1.127542,1.553375,2.968583,1.70941662509,1.278792,0.03025,0.946084,0.2165,0.200625,0.296,3571,1069310,134416,2890404737
separate,0,cutover,0,train,256,1,32,50,8,0,0,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.111667,0.331208,3.148667,1.65049993666,0.847667,0.015041,1.472792,0.231083,0.264583,0.317166,362,44388,5936,994633995
separate,0,cutover,0,train,256,1,32,50,8,0,1,0,256,256,32044,32197,4368,4392,-1,-1,321,321,0.116292,0.325792,6.124959,3.47358325962,3.648875,0.013,1.347875,0.264541,0.543583,0.306792,362,44388,5936,994633995
separate,0,cutover,0,train,256,1,32,50,8,0,2,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.104,0.290458,5.495375,3.87475010939,1.054583,0.01125,3.346125,0.382917,0.27125,0.428959,362,44388,5936,994633995
fused,0,cutover,0,train,256,1,32,50,8,0,0,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.118917,0.313834,2.59175,0.935249961913,0.930666,0.011833,1.13225,0.208,0.209417,0.099417,362,44388,5936,994633995
fused,0,cutover,0,train,256,1,32,50,8,0,1,0,256,256,32044,32197,4368,4392,-1,-1,321,321,0.124417,0.303292,3.28875,1.74379174132,0.532208,0.014,1.112666,1.209792,0.321959,0.097791,362,44388,5936,994633995
fused,0,cutover,0,train,256,1,32,50,8,0,2,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.09875,0.271792,2.739875,1.09833333408,0.907958,0.015542,1.33625,0.210167,0.197,0.072625,362,44388,5936,994633995
fused,2,cutover,1,train,1024,1,32,50,8,0,0,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.404667,0.649959,4.272542,2.79745832086,2.080375,0.022792,1.585666,0.246292,0.245209,0.092083,1524,187043,23888,2086645356
fused,2,cutover,1,train,1024,1,32,50,8,0,1,1,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.475042,0.729667,5.184959,3.39274998987,2.883792,0.021042,1.291583,0.702083,0.1915,0.09475,1524,187043,23888,2086645356
fused,2,cutover,1,train,1024,1,32,50,8,0,2,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.40025,0.594416,1.369375,0.616333272774,0.391333,0.011125,0.5455,0.186458,0.170375,0.064375,1524,187043,23888,2086645356
separate,2,cutover,1,train,1024,1,32,50,8,0,0,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.40875,0.676458,4.625459,1.92141666776,0.922709,0.013875,0.775458,0.656583,1.905166,0.351333,1524,187043,23888,2086645356
separate,2,cutover,1,train,1024,1,32,50,8,0,1,1,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.381625,0.554791,2.561709,1.19175005239,1.026375,0.015291,0.893042,0.196542,0.1995,0.230625,1524,187043,23888,2086645356
separate,2,cutover,1,train,1024,1,32,50,8,0,2,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.387375,0.598209,4.082083,1.43837503856,0.552291,0.012875,0.810667,0.661667,0.352833,1.691458,1524,187043,23888,2086645356
separate,0,cutover,38,heldout,8192,1,64,25,32,0,0,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.586333,3.933792,7.267167,5.27395843528,1.400625,0.028167,4.481541,0.329417,0.643708,0.3835,14334,4293202,538728,145786120
separate,0,cutover,38,heldout,8192,1,64,25,32,0,1,0,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.862167,4.31475,7.602,5.84604166215,3.963916,0.036875,2.469167,0.315917,0.418917,0.397,14334,4293202,538728,145786120
separate,0,cutover,38,heldout,8192,1,64,25,32,0,2,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.587875,3.977708,3.038208,1.22249999549,1.3035,0.028792,0.931291,0.214375,0.248,0.312042,14334,4293202,538728,145786120
fused,0,cutover,38,heldout,8192,1,64,25,32,0,0,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.859083,4.253208,3.118708,1.74104166217,1.032583,0.024417,1.431917,0.240792,0.272791,0.115875,14334,4293202,538728,145786120
fused,0,cutover,38,heldout,8192,1,64,25,32,0,1,0,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.657125,4.075541,3.419083,1.80816673674,1.411375,0.032833,1.257875,0.29375,0.281625,0.141458,14334,4293202,538728,145786120
fused,0,cutover,38,heldout,8192,1,64,25,32,0,2,1,8192,8192,2478768,2479059,311184,311224,-1,-1,577,577,3.608584,3.935584,4.604667,2.011833305,2.543958,0.031333,1.206083,0.406458,0.275125,0.141459,14334,4293202,538728,145786120
fused,1,cutover,4,train,65536,1,32,50,8,0,0,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,27.233334,27.996084,3.311208,1.53695832705,1.194042,0.028417,1.135666,0.35825,0.373917,0.220626,98286,12058641,1518560,4111325549
fused,1,cutover,4,train,65536,1,32,50,8,0,1,0,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,27.397583,28.214875,5.28525,2.34312500106,0.944667,0.042833,1.680583,0.386458,1.957375,0.273042,98286,12058641,1518560,4111325549
fused,1,cutover,4,train,65536,1,32,50,8,0,2,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,27.350125,28.078292,4.913167,2.36637506168,1.209417,0.045958,1.901583,0.789792,0.734208,0.231875,98286,12058641,1518560,4111325549
separate,1,cutover,4,train,65536,1,32,50,8,0,0,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.204334,26.969209,8.354542,4.94604167761,1.46425,0.035917,2.141334,0.609416,3.550709,0.552376,98286,12058641,1518560,4111325549
separate,1,cutover,4,train,65536,1,32,50,8,0,1,0,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.488542,29.483583,7.483459,4.16291662259,3.661959,0.037417,1.869625,0.695959,0.554834,0.663416,98286,12058641,1518560,4111325549
separate,1,cutover,4,train,65536,1,32,50,8,0,2,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,27.462541,28.24375,3.211708,1.47916667629,0.912916,0.032417,1.13675,0.378292,0.376834,0.374167,98286,12058641,1518560,4111325549
separate,2,cutover,4,train,65536,1,32,50,8,0,0,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.464,27.145084,6.309792,3.60712502152,1.966458,0.033917,2.237458,0.661583,0.582167,0.828,98286,12058641,1518560,4111325549
separate,2,cutover,4,train,65536,1,32,50,8,0,1,0,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.465417,27.159625,7.685417,4.11887501832,3.435208,0.036917,1.446792,0.364291,1.932167,0.469708,98286,12058641,1518560,4111325549
separate,2,cutover,4,train,65536,1,32,50,8,0,2,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.156833,26.891208,6.037,2.11650005076,1.214125,0.027,2.350875,0.7505,0.806834,0.887374,98286,12058641,1518560,4111325549
fused,2,cutover,4,train,65536,1,32,50,8,0,0,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.735667,27.476708,7.0645,4.00745839579,1.495,0.03975,4.079208,0.634583,0.581625,0.233916,98286,12058641,1518560,4111325549
fused,2,cutover,4,train,65536,1,32,50,8,0,1,0,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,26.705834,27.336417,7.75125,5.69920835551,1.483458,0.033125,4.804167,0.691916,0.475208,0.263,98286,12058641,1518560,4111325549
fused,2,cutover,4,train,65536,1,32,50,8,0,2,1,65536,65536,8196298,8196395,1032160,1032168,-1,-1,321,321,27.187041,27.846166,4.210334,2.29220831534,1.375709,0.038792,1.683666,0.396625,0.44825,0.267042,98286,12058641,1518560,4111325549
fused,0,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.195167,1.454167,2.783458,1.36545835994,1.249416,0.02675,0.815792,0.276083,0.27125,0.14375,4096,512544,64864,1541549791
fused,0,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.186959,1.416667,2.38025,1.02633330971,1.015875,0.031625,0.811291,0.227125,0.207166,0.087,4096,512544,64864,1541549791
fused,0,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.215542,1.421333,3.034375,1.25533336541,0.617,0.026042,1.810625,0.239792,0.225958,0.114791,4096,512544,64864,1541549791
separate,0,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.138417,1.368625,2.617333,1.2268749997,0.698708,0.025333,0.961667,0.235583,0.232833,0.462958,4096,512544,64864,1541549791
separate,0,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.127083,1.307292,4.810042,2.46154167689,2.916792,0.030584,1.087125,0.265375,0.24925,0.26075,4096,512544,64864,1541549791
separate,0,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.156916,1.322083,2.811584,1.78900005994,0.982375,0.029584,1.118292,0.218916,0.228417,0.233708,4096,512544,64864,1541549791
separate,1,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.214375,1.432125,2.841833,1.01800000994,0.628917,0.035417,0.811459,0.365459,0.23725,0.763042,4096,512544,64864,1541549791
separate,1,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.157334,1.350584,2.450791,1.02887512185,0.933666,0.023459,0.79075,0.234,0.208083,0.260542,4096,512544,64864,1541549791
separate,1,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.113042,1.279584,2.297,1.14008336095,0.581708,0.032542,1.028542,0.211333,0.209125,0.233541,4096,512544,64864,1541549791
fused,1,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.174625,1.390167,3.420709,2.13520840043,1.268209,0.027917,1.467041,0.282417,0.276958,0.097833,4096,512544,64864,1541549791
fused,1,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.178375,1.363583,3.253083,1.94812502014,0.823042,0.037208,1.799791,0.266208,0.252541,0.073959,4096,512544,64864,1541549791
fused,1,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.155292,1.334667,5.17625,4.2159166187,0.956916,0.024,3.601208,0.268875,0.241375,0.083667,4096,512544,64864,1541549791
separate,2,cutover,9,train,4096,1,256,50,8,0,0,0,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.562542,1.757458,6.697,5.2648751298,1.094625,0.025,4.799375,0.256041,0.246375,0.275292,6142,757836,95744,2590442344
separate,2,cutover,9,train,4096,1,256,50,8,0,1,1,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.928708,2.133291,7.89625,6.27899996471,0.804875,0.027209,5.628042,0.985125,0.21525,0.235417,6142,757836,95744,2590442344
separate,2,cutover,9,train,4096,1,256,50,8,0,2,0,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.809334,2.048167,7.270083,5.04829164129,1.026958,0.023375,4.307417,1.250667,0.2225,0.438625,6142,757836,95744,2590442344
fused,2,cutover,9,train,4096,1,256,50,8,0,0,0,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.542666,1.809083,7.749333,5.71466656402,2.195708,0.027542,4.881208,0.26525,0.252292,0.127041,6142,757836,95744,2590442344
fused,2,cutover,9,train,4096,1,256,50,8,0,1,1,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.542666,1.751791,7.408291,5.99558337126,1.194458,0.029208,5.614875,0.245958,0.222209,0.10125,6142,757836,95744,2590442344
fused,2,cutover,9,train,4096,1,256,50,8,0,2,0,4096,4096,515843,515980,65280,65296,-1,-1,2113,2113,1.564167,1.759125,3.901083,2.52624991117,0.928208,0.025292,2.419666,0.233083,0.195708,0.098876,6142,757836,95744,2590442344
fused,1,cutover,0,train,256,1,32,50,8,0,0,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.111667,0.371834,2.626875,1.66891678236,0.845709,0.012625,1.125833,0.260792,0.270166,0.111333,362,44388,5936,994633995
fused,1,cutover,0,train,256,1,32,50,8,0,1,0,256,256,32044,32197,4368,4392,-1,-1,321,321,0.129542,0.413917,13.087583,2.88162502693,0.796167,0.017334,3.101166,0.320959,0.336542,8.514875,362,44388,5936,994633995
fused,1,cutover,0,train,256,1,32,50,8,0,2,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.104083,0.363375,2.246292,1.30704161711,0.7445,0.010625,0.912292,0.235375,0.234459,0.108709,362,44388,5936,994633995
separate,1,cutover,0,train,256,1,32,50,8,0,0,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.102041,0.253166,1.883791,0.881374930032,0.518166,0.01575,0.702291,0.208625,0.19725,0.241417,362,44388,5936,994633995
separate,1,cutover,0,train,256,1,32,50,8,0,1,0,256,256,32044,32197,4368,4392,-1,-1,321,321,0.108916,0.294791,2.202166,0.79104170436,0.468708,0.016709,0.627292,0.677292,0.186708,0.225209,362,44388,5936,994633995
separate,1,cutover,0,train,256,1,32,50,8,0,2,1,256,256,32044,32197,4368,4392,-1,-1,321,321,0.096875,0.230583,2.673417,1.21850008145,1.34525,0.041375,0.6515,0.193583,0.199125,0.242333,362,44388,5936,994633995
separate,1,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.172375,110.507042,13.9565,9.94225015165,4.014167,0.041375,6.761542,0.704583,1.597166,0.837375,393194,48241520,6074088,557783620
separate,1,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.874625,110.82175,12.647167,7.76995834894,2.292083,0.039459,5.827125,0.747917,0.967667,2.7725,393194,48241520,6074088,557783620
separate,1,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,109.301042,111.252167,8.344375,4.91312507074,2.038334,0.041417,3.97,0.54725,0.970125,0.776958,393194,48241520,6074088,557783620
fused,1,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,110.307041,112.591125,6.164041,3.09083331376,1.882208,0.043917,2.211333,0.557417,0.907167,0.561833,393194,48241520,6074088,557783620
fused,1,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,110.1095,112.166583,6.795958,3.74820840079,2.481333,0.041083,2.406416,0.521208,0.821458,0.524083,393194,48241520,6074088,557783620
fused,1,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,110.130709,112.813125,8.35875,5.21908327937,1.845375,0.041834,2.571,0.538958,2.688958,0.672041,393194,48241520,6074088,557783620
fused,0,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,110.187375,112.15125,12.423375,8.67758330423,3.22925,0.047792,4.110041,0.676875,3.760375,0.598583,393194,48241520,6074088,557783620
fused,0,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,109.464125,112.4595,13.752666,9.86074999673,4.339958,0.0555,6.833958,0.659375,1.19575,0.667584,393194,48241520,6074088,557783620
fused,0,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.764708,110.85075,13.688125,9.8807499744,4.407625,0.047416,6.799625,0.67125,1.146792,0.614958,393194,48241520,6074088,557783620
separate,0,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,109.247916,112.589958,9.075834,4.73083328689,2.658792,0.053958,2.680583,2.035708,0.845667,0.800875,393194,48241520,6074088,557783620
separate,0,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.976,110.97625,11.472459,7.42587493733,2.579875,0.045,4.046208,0.701375,2.358666,1.741,393194,48241520,6074088,557783620
separate,0,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,109.057666,111.213875,7.262458,3.81437502801,2.50275,0.053417,2.288333,0.749292,0.896042,0.77225,393194,48241520,6074088,557783620
fused,2,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.199541,1.45375,5.30475,3.22337506805,1.28,0.034542,1.459375,0.280167,2.154083,0.09625,4096,512544,64864,1541549791
fused,2,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.195167,1.498375,6.352917,4.5838750666,1.302209,0.029042,3.897792,0.446709,0.547958,0.128958,4096,512544,64864,1541549791
fused,2,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.267542,1.563167,5.586375,4.11262497073,1.256709,0.033916,3.480542,0.348917,0.299333,0.166625,4096,512544,64864,1541549791
separate,2,cutover,11,train,4096,1,32,100,8,0,0,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.174917,1.463709,2.786833,1.12999998964,0.610833,0.032125,1.317084,0.278666,0.218334,0.329625,4096,512544,64864,1541549791
separate,2,cutover,11,train,4096,1,32,100,8,0,1,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.189708,1.507916,2.287125,0.990250031464,0.758625,0.0275,0.794208,0.226791,0.203709,0.275959,4096,512544,64864,1541549791
separate,2,cutover,11,train,4096,1,32,100,8,0,2,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.194375,1.454125,2.692792,1.1930000037,1.02725,0.021583,0.92875,0.240375,0.198042,0.276417,4096,512544,64864,1541549791
fused,1,cutover,13,train,4096,1,32,50,512,0,0,0,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.086,2.996958,7.078916,4.59395832149,3.949041,0.052792,1.340792,0.655625,0.719958,0.360251,6142,23322038,2916520,3383366565
fused,1,cutover,13,train,4096,1,32,50,512,0,1,1,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.02975,2.908333,3.755625,2.12074996671,1.659458,0.038167,1.098,0.268584,0.399459,0.291792,6142,23322038,2916520,3383366565
fused,1,cutover,13,train,4096,1,32,50,512,0,2,0,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.118,3.088792,4.607,1.83366663987,1.119,0.03325,0.81925,0.232583,2.0505,0.352041,6142,23322038,2916520,3383366565
separate,1,cutover,13,train,4096,1,32,50,512,0,0,0,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.063292,2.96,6.584083,3.80504166242,3.061708,0.043875,1.497125,0.313209,0.715041,0.952833,6142,23322038,2916520,3383366565
separate,1,cutover,13,train,4096,1,32,50,512,0,1,1,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.168083,3.134666,3.910959,2.03429168323,1.686459,0.036916,0.970708,0.252042,0.458083,0.506375,6142,23322038,2916520,3383366565
separate,1,cutover,13,train,4096,1,32,50,512,0,2,0,4096,4096,15564785,15568964,1946560,1947088,-1,-1,321,321,2.196792,3.097834,4.47375,1.86574994586,1.115625,0.028792,0.803875,0.236542,1.825667,0.462999,6142,23322038,2916520,3383366565
fused,0,cutover,1,train,1024,1,32,50,8,0,0,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.380084,0.614042,3.163375,1.89491664059,1.145375,0.016125,1.292083,0.248291,0.38825,0.073,1524,187043,23888,2086645356
fused,0,cutover,1,train,1024,1,32,50,8,0,1,1,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.791833,1.037875,4.118792,2.21429165686,1.206042,0.014583,1.677083,0.581958,0.553875,0.084791,1524,187043,23888,2086645356
fused,0,cutover,1,train,1024,1,32,50,8,0,2,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.42175,0.629166,5.536792,4.07304172404,0.862625,0.013125,3.606667,0.369542,0.573958,0.110709,1524,187043,23888,2086645356
separate,0,cutover,1,train,1024,1,32,50,8,0,0,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.379791,0.616125,2.742875,0.920458405744,0.921042,0.013833,0.941083,0.174625,0.226083,0.465916,1524,187043,23888,2086645356
separate,0,cutover,1,train,1024,1,32,50,8,0,1,1,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.3855,0.571458,2.234875,0.89612492593,0.898833,0.013,0.6945,0.1955,0.189625,0.24325,1524,187043,23888,2086645356
separate,0,cutover,1,train,1024,1,32,50,8,0,2,0,1024,1024,128124,128211,16464,16480,-1,-1,321,321,0.379042,0.592625,3.565042,1.54279172421,0.50575,0.014,0.706792,1.682834,0.1975,0.457958,1524,187043,23888,2086645356
fused,1,cutover,2,train,4096,1,32,50,8,0,0,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.77925,2.038709,3.9525,2.12737498805,1.179167,0.033458,1.500292,0.607292,0.538584,0.0935,6142,753584,95208,1420657760
fused,1,cutover,2,train,4096,1,32,50,8,0,1,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.526292,1.721459,5.982,3.84691671934,1.236166,0.0225,1.519042,2.715167,0.385833,0.103083,6142,753584,95208,1420657760
fused,1,cutover,2,train,4096,1,32,50,8,0,2,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.509709,1.71525,3.21275,0.933291681577,0.903042,0.022084,1.745792,0.246291,0.2095,0.085792,6142,753584,95208,1420657760
separate,1,cutover,2,train,4096,1,32,50,8,0,0,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.524542,1.724708,4.580125,2.08337506047,1.023917,0.024,0.948833,2.044208,0.221833,0.317,6142,753584,95208,1420657760
separate,1,cutover,2,train,4096,1,32,50,8,0,1,0,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.559625,1.807333,3.184292,1.36595824733,1.183667,0.02225,1.29475,0.229416,0.221875,0.232042,6142,753584,95208,1420657760
separate,1,cutover,2,train,4096,1,32,50,8,0,2,1,4096,4096,512407,512544,64848,64864,-1,-1,321,321,1.596792,1.811458,3.042084,1.44475011621,0.646042,0.021917,1.577125,0.264584,0.25775,0.274292,6142,753584,95208,1420657760
fused,2,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,109.394209,111.438709,11.638834,8.38466663845,2.211917,0.038083,7.145625,0.86025,0.830167,0.552542,393194,48241520,6074088,557783620
fused,2,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,110.095,112.028167,7.0115,3.38958331849,2.852875,0.036625,2.065083,0.577208,0.919375,0.559583,393194,48241520,6074088,557783620
fused,2,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,110.571292,112.649667,7.904583,4.93170833215,2.148083,0.060666,3.518209,0.56575,1.065208,0.546416,393194,48241520,6074088,557783620
separate,2,cutover,5,train,262144,1,32,50,8,0,0,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,109.510416,111.874,10.462375,7.2826249525,2.416416,0.047083,5.717958,0.724084,0.841333,0.715209,393194,48241520,6074088,557783620
separate,2,cutover,5,train,262144,1,32,50,8,0,1,1,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,109.283375,111.2275,9.580125,5.21029171068,2.691625,0.037583,2.545833,0.78225,2.78525,0.737083,393194,48241520,6074088,557783620
separate,2,cutover,5,train,262144,1,32,50,8,0,2,0,262144,262144,32784814,32784901,4127560,4127576,-1,-1,321,321,108.971375,111.023167,11.691208,8.30012495862,2.441833,0.044875,6.732833,0.848792,0.835125,0.787417,393194,48241520,6074088,557783620
separate,1,cutover,34,heldout,2048,1,64,25,32,0,0,1,2048,2048,619720,620019,78048,78080,-1,-1,577,577,0.92875,1.303916,4.533,2.61970824795,1.791125,0.038958,1.954292,0.229791,0.235417,0.283125,3571,1069310,134416,2890404737
