case,mode,distribution,older,newer,cancelled,trial,input_a_bytes,input_b_bytes,output_bytes,output_records,value_bytes,complete_ms,merge_ms,output_ms,sequence,process,revision
6,raw-byte,hash-like,4096,4096,0,2,135912,135896,271048,8192,131072,0.701875,0.466667,0.234291,54,0,candidate
6,raw-byte,hash-like,4096,4096,0,-1,135912,135896,271048,8192,131072,0.918709,0.594167,0.321083,55,0,baseline
6,raw-byte,hash-like,4096,4096,0,0,135912,135896,271048,8192,131072,0.86075,0.600166,0.256542,55,0,baseline
6,raw-byte,hash-like,4096,4096,0,1,135912,135896,271048,8192,131072,0.854625,0.574917,0.278458,55,0,baseline
6,raw-byte,hash-like,4096,4096,0,2,135912,135896,271048,8192,131072,0.7915,0.555667,0.235042,55,0,baseline
7,typed-byte,hash-like,65536,65536,0,-1,2476688,2476936,4926640,131072,2097152,10.848667,9.749125,1.096458,56,0,baseline
7,typed-byte,hash-like,65536,65536,0,0,2476688,2476936,4926640,131072,2097152,10.530041,9.443166,1.080834,56,0,baseline
7,typed-byte,hash-like,65536,65536,0,1,2476688,2476936,4926640,131072,2097152,10.559167,9.476375,1.08075,56,0,baseline
7,typed-byte,hash-like,65536,65536,0,2,2476688,2476936,4926640,131072,2097152,10.478875,9.405333,1.071833,56,0,baseline
7,typed-byte,hash-like,65536,65536,0,-1,2276240,2276472,4525832,131072,2097152,9.435125,8.358,1.074417,57,0,candidate
7,typed-byte,hash-like,65536,65536,0,0,2276240,2276472,4525832,131072,2097152,9.480375,8.470167,1.004166,57,0,candidate
7,typed-byte,hash-like,65536,65536,0,1,2276240,2276472,4525832,131072,2097152,9.172375,8.263125,0.9075,57,0,candidate
7,typed-byte,hash-like,65536,65536,0,2,2276240,2276472,4525832,131072,2097152,9.265,8.158458,1.104334,57,0,candidate
7,raw-bit,hash-like,65536,65536,0,-1,2193128,2193240,4370152,131072,2097152,18.2985,17.102,1.19275,58,0,candidate
7,raw-bit,hash-like,65536,65536,0,0,2193128,2193240,4370152,131072,2097152,18.414417,17.399875,1.007792,58,0,candidate
7,raw-bit,hash-like,65536,65536,0,1,2193128,2193240,4370152,131072,2097152,18.402292,17.474333,0.925708,58,0,candidate
7,raw-bit,hash-like,65536,65536,0,2,2193128,2193240,4370152,131072,2097152,18.47425,17.457833,1.013833,58,0,candidate
7,raw-bit,hash-like,65536,65536,0,-1,2193128,2193240,4370152,131072,2097152,18.304125,17.225291,1.074542,59,0,baseline
7,raw-bit,hash-like,65536,65536,0,0,2193128,2193240,4370152,131072,2097152,20.6465,17.779667,2.860041,59,0,baseline
7,raw-bit,hash-like,65536,65536,0,1,2193128,2193240,4370152,131072,2097152,18.30075,17.374375,0.9235,59,0,baseline
7,raw-bit,hash-like,65536,65536,0,2,2193128,2193240,4370152,131072,2097152,18.544792,17.517166,1.025625,59,0,baseline
7,raw-byte,hash-like,65536,65536,0,-1,2144592,2144824,4262496,131072,2097152,10.411,9.194416,1.211417,60,0,baseline
7,raw-byte,hash-like,65536,65536,0,0,2144592,2144824,4262496,131072,2097152,10.603375,9.345709,1.251209,60,0,baseline
7,raw-byte,hash-like,65536,65536,0,1,2144592,2144824,4262496,131072,2097152,10.251791,9.259583,0.990042,60,0,baseline
7,raw-byte,hash-like,65536,65536,0,2,2144592,2144824,4262496,131072,2097152,36.631583,9.193875,27.432833,60,0,baseline
7,raw-byte,hash-like,65536,65536,0,-1,2144592,2144824,4262496,131072,2097152,8.83825,7.78625,1.048666,61,0,candidate
7,raw-byte,hash-like,65536,65536,0,0,2144592,2144824,4262496,131072,2097152,9.020458,7.851708,1.154042,61,0,candidate
7,raw-byte,hash-like,65536,65536,0,1,2144592,2144824,4262496,131072,2097152,8.830083,7.834167,0.99275,61,0,candidate
7,raw-byte,hash-like,65536,65536,0,2,2144592,2144824,4262496,131072,2097152,8.660708,7.725583,0.931875,61,0,candidate
7,typed-bit,hash-like,65536,65536,0,-1,2275344,2275440,4534352,131072,2097152,35.207583,34.073833,1.129708,62,0,candidate
7,typed-bit,hash-like,65536,65536,0,0,2275344,2275440,4534352,131072,2097152,35.389958,33.829041,1.545917,62,0,candidate
7,typed-bit,hash-like,65536,65536,0,1,2275344,2275440,4534352,131072,2097152,35.4995,33.941792,1.554125,62,0,candidate
7,typed-bit,hash-like,65536,65536,0,2,2275344,2275440,4534352,131072,2097152,35.331209,33.69125,1.635542,62,0,candidate
7,typed-bit,hash-like,65536,65536,0,-1,2275344,2275440,4534352,131072,2097152,35.343958,33.997875,1.341583,63,0,baseline
7,typed-bit,hash-like,65536,65536,0,0,2275344,2275440,4534352,131072,2097152,35.329334,34.013625,1.308417,63,0,baseline
7,typed-bit,hash-like,65536,65536,0,1,2275344,2275440,4534352,131072,2097152,34.920292,33.668583,1.248291,63,0,baseline
7,typed-bit,hash-like,65536,65536,0,2,2275344,2275440,4534352,131072,2097152,35.217875,33.883875,1.330958,63,0,baseline
8,raw-bit,hash-like,262144,262144,0,-1,8707576,8707648,17350048,524288,8388608,73.541458,69.524417,4.011041,64,0,baseline
8,raw-bit,hash-like,262144,262144,0,0,8707576,8707648,17350048,524288,8388608,73.784,69.374625,4.396083,64,0,baseline
8,raw-bit,hash-like,262144,262144,0,1,8707576,8707648,17350048,524288,8388608,71.673625,67.804959,3.8635,64,0,baseline
8,raw-bit,hash-like,262144,262144,0,2,8707576,8707648,17350048,524288,8388608,73.567792,69.354583,4.200667,64,0,baseline
8,raw-bit,hash-like,262144,262144,0,-1,8707576,8707648,17350048,524288,8388608,75.680167,72.099583,3.575458,65,0,candidate
8,raw-bit,hash-like,262144,262144,0,0,8707576,8707648,17350048,524288,8388608,73.699708,69.378459,4.31225,65,0,candidate
8,raw-bit,hash-like,262144,262144,0,1,8707576,8707648,17350048,524288,8388608,72.382084,67.57175,4.799459,65,0,candidate
8,raw-bit,hash-like,262144,262144,0,2,8707576,8707648,17350048,524288,8388608,74.491583,69.770209,4.717166,65,0,candidate
8,raw-byte,hash-like,262144,262144,0,-1,8474104,8474104,16880552,524288,8388608,35.941417,31.966125,3.970833,66,0,candidate
8,raw-byte,hash-like,262144,262144,0,0,8474104,8474104,16880552,524288,8388608,35.767417,31.608042,4.13975,66,0,candidate
8,raw-byte,hash-like,262144,262144,0,1,8474104,8474104,16880552,524288,8388608,35.648792,31.877833,3.767084,66,0,candidate
8,raw-byte,hash-like,262144,262144,0,2,8474104,8474104,16880552,524288,8388608,35.379125,31.69675,3.67875,66,0,candidate
8,raw-byte,hash-like,262144,262144,0,-1,8474104,8474104,16880552,524288,8388608,43.767417,39.73725,4.02425,67,0,baseline
8,raw-byte,hash-like,262144,262144,0,0,8474104,8474104,16880552,524288,8388608,41.20225,37.576625,3.614,67,0,baseline
8,raw-byte,hash-like,262144,262144,0,1,8474104,8474104,16880552,524288,8388608,41.648041,38.137041,3.50725,67,0,baseline
8,raw-byte,hash-like,262144,262144,0,2,8474104,8474104,16880552,524288,8388608,40.630917,36.669542,3.956208,67,0,baseline
8,typed-bit,hash-like,262144,262144,0,-1,9035616,9035696,18005776,524288,8388608,143.319708,139.275833,4.0375,68,0,baseline
8,typed-bit,hash-like,262144,262144,0,0,9035616,9035696,18005776,524288,8388608,143.340833,138.345291,4.986542,68,0,baseline
8,typed-bit,hash-like,262144,262144,0,1,9035616,9035696,18005776,524288,8388608,143.682708,139.4795,4.198292,68,0,baseline
8,typed-bit,hash-like,262144,262144,0,2,9035616,9035696,18005776,524288,8388608,142.090625,137.845375,4.238459,68,0,baseline
8,typed-bit,hash-like,262144,262144,0,-1,9035616,9035696,18005776,524288,8388608,138.66775,134.747042,3.910792,69,0,candidate
8,typed-bit,hash-like,262144,262144,0,0,9035616,9035696,18005776,524288,8388608,142.635625,138.313375,4.308666,69,0,candidate
8,typed-bit,hash-like,262144,262144,0,1,9035616,9035696,18005776,524288,8388608,140.120208,135.576083,4.537417,69,0,candidate
8,typed-bit,hash-like,262144,262144,0,2,9035616,9035696,18005776,524288,8388608,140.462833,135.917833,4.538041,69,0,candidate
8,typed-byte,hash-like,262144,262144,0,-1,9000792,9000792,17933976,524288,8388608,38.602833,34.663916,3.933709,70,0,candidate
8,typed-byte,hash-like,262144,262144,0,0,9000792,9000792,17933976,524288,8388608,36.631292,32.036958,4.577917,70,0,candidate
8,typed-byte,hash-like,262144,262144,0,1,9000792,9000792,17933976,524288,8388608,37.840125,33.22025,4.615042,70,0,candidate
8,typed-byte,hash-like,262144,262144,0,2,9000792,9000792,17933976,524288,8388608,37.02775,32.443708,4.57875,70,0,candidate
8,typed-byte,hash-like,262144,262144,0,-1,9802032,9801960,19536120,524288,8388608,43.126416,38.439875,4.676417,71,0,baseline
8,typed-byte,hash-like,262144,262144,0,0,9802032,9801960,19536120,524288,8388608,42.331792,37.341875,4.981,71,0,baseline
8,typed-byte,hash-like,262144,262144,0,1,9802032,9801960,19536120,524288,8388608,43.092417,38.822209,4.263,71,0,baseline
8,typed-byte,hash-like,262144,262144,0,2,9802032,9801960,19536120,524288,8388608,42.42425,38.269792,4.150125,71,0,baseline
9,raw-byte,hash-like,4096,4096,0,-1,1125848,1126200,2251296,8192,2096697,1.417833,0.809792,0.606583,72,0,baseline
9,raw-byte,hash-like,4096,4096,0,0,1125848,1126200,2251296,8192,2096697,1.556541,0.875208,0.674,72,0,baseline
9,raw-byte,hash-like,4096,4096,0,1,1125848,1126200,2251296,8192,2096697,1.447083,0.7925,0.651792,72,0,baseline
9,raw-byte,hash-like,4096,4096,0,2,1125848,1126200,2251296,8192,2096697,1.37575,0.789042,0.584125,72,0,baseline
9,raw-byte,hash-like,4096,4096,0,-1,1125848,1126200,2251296,8192,2096697,1.411791,0.8035,0.605708,73,0,candidate
9,raw-byte,hash-like,4096,4096,0,0,1125848,1126200,2251296,8192,2096697,1.275375,0.725125,0.545417,73,0,candidate
9,raw-byte,hash-like,4096,4096,0,1,1125848,1126200,2251296,8192,2096697,1.274916,0.71825,0.551042,73,0,candidate
9,raw-byte,hash-like,4096,4096,0,2,1125848,1126200,2251296,8192,2096697,1.484042,0.944167,0.537458,73,0,candidate
9,typed-bit,hash-like,4096,4096,0,-1,1130408,1130760,2259808,8192,2096697,3.252916,2.648666,0.595458,74,0,candidate
9,typed-bit,hash-like,4096,4096,0,0,1130408,1130760,2259808,8192,2096697,3.533333,2.716167,0.807458,74,0,candidate
9,typed-bit,hash-like,4096,4096,0,1,1130408,1130760,2259808,8192,2096697,3.199375,2.591542,0.604416,74,0,candidate
9,typed-bit,hash-like,4096,4096,0,2,1130408,1130760,2259808,8192,2096697,3.148916,2.590833,0.555291,74,0,candidate
9,typed-bit,hash-like,4096,4096,0,-1,1130408,1130760,2259808,8192,2096697,3.242666,2.612458,0.62625,75,0,baseline
9,typed-bit,hash-like,4096,4096,0,0,1130408,1130760,2259808,8192,2096697,3.684708,2.849875,0.824542,75,0,baseline
9,typed-bit,hash-like,4096,4096,0,1,1130408,1130760,2259808,8192,2096697,3.224208,2.608459,0.611833,75,0,baseline
9,typed-bit,hash-like,4096,4096,0,2,1130408,1130760,2259808,8192,2096697,3.119833,2.591333,0.525542,75,0,baseline
9,typed-byte,hash-like,4096,4096,0,-1,1144424,1144792,2288464,8192,2096697,1.642833,0.77025,0.869792,76,0,baseline
9,typed-byte,hash-like,4096,4096,0,0,1144424,1144792,2288464,8192,2096697,1.503291,0.794084,0.704,76,0,baseline
9,typed-byte,hash-like,4096,4096,0,1,1144424,1144792,2288464,8192,2096697,1.30825,0.781375,0.524625,76,0,baseline
9,typed-byte,hash-like,4096,4096,0,2,1144424,1144792,2288464,8192,2096697,1.316708,0.77925,0.535125,76,0,baseline
9,typed-byte,hash-like,4096,4096,0,-1,1129952,1130304,2259504,8192,2096697,1.421792,0.720125,0.694042,77,0,candidate
9,typed-byte,hash-like,4096,4096,0,0,1129952,1130304,2259504,8192,2096697,1.464584,0.861958,0.596542,77,0,candidate
9,typed-byte,hash-like,4096,4096,0,1,1129952,1130304,2259504,8192,2096697,1.398417,0.774416,0.622542,77,0,candidate
9,typed-byte,hash-like,4096,4096,0,2,1129952,1130304,2259504,8192,2096697,1.294917,0.735542,0.556334,77,0,candidate
9,raw-bit,hash-like,4096,4096,0,-1,1132848,1133200,2264776,8192,2096697,2.483125,1.673166,0.806333,78,0,candidate
9,raw-bit,hash-like,4096,4096,0,0,1132848,1133200,2264776,8192,2096697,2.18225,1.586667,0.590709,78,0,candidate
9,raw-bit,hash-like,4096,4096,0,1,1132848,1133200,2264776,8192,2096697,2.366875,1.80175,0.562708,78,0,candidate
9,raw-bit,hash-like,4096,4096,0,2,1132848,1133200,2264776,8192,2096697,2.178666,1.586292,0.589333,78,0,candidate
9,raw-bit,hash-like,4096,4096,0,-1,1132848,1133200,2264776,8192,2096697,2.564291,1.717125,0.8435,79,0,baseline
9,raw-bit,hash-like,4096,4096,0,0,1132848,1133200,2264776,8192,2096697,2.215667,1.592,0.618209,79,0,baseline
9,raw-bit,hash-like,4096,4096,0,1,1132848,1133200,2264776,8192,2096697,2.157959,1.621375,0.534292,79,0,baseline
9,raw-bit,hash-like,4096,4096,0,2,1132848,1133200,2264776,8192,2096697,2.197125,1.624917,0.569458,79,0,baseline
10,typed-bit,hash-like,65536,65536,0,-1,18055296,18056040,36094904,131072,33554202,51.511042,43.425292,8.077709,80,0,baseline
10,typed-bit,hash-like,65536,65536,0,0,18055296,18056040,36094904,131072,33554202,51.582209,43.337083,8.233208,80,0,baseline
10,typed-bit,hash-like,65536,65536,0,1,18055296,18056040,36094904,131072,33554202,52.688958,43.526,9.151,80,0,baseline
10,typed-bit,hash-like,65536,65536,0,2,18055296,18056040,36094904,131072,33554202,52.062875,43.395334,8.660917,80,0,baseline
10,typed-bit,hash-like,65536,65536,0,-1,18055296,18056040,36094904,131072,33554202,51.20775,43.233125,7.968584,81,0,candidate
10,typed-bit,hash-like,65536,65536,0,0,18055296,18056040,36094904,131072,33554202,51.22225,42.431708,8.777,81,0,candidate
10,typed-bit,hash-like,65536,65536,0,1,18055296,18056040,36094904,131072,33554202,51.714458,43.513875,8.190959,81,0,candidate
10,typed-bit,hash-like,65536,65536,0,2,18055296,18056040,36094904,131072,33554202,51.780667,43.5035,8.263709,81,0,candidate
10,typed-byte,hash-like,65536,65536,0,-1,18055392,18056272,36084776,131072,33554202,23.073958,15.574958,7.48975,82,0,candidate
10,typed-byte,hash-like,65536,65536,0,0,18055392,18056272,36084776,131072,33554202,20.195042,11.934667,8.238042,82,0,candidate
10,typed-byte,hash-like,65536,65536,0,1,18055392,18056272,36084776,131072,33554202,20.884792,12.113625,8.765667,82,0,candidate
10,typed-byte,hash-like,65536,65536,0,2,18055392,18056272,36084776,131072,33554202,20.368084,12.042083,8.31975,82,0,candidate
10,typed-byte,hash-like,65536,65536,0,-1,18286976,18287864,36547840,131072,33554202,24.554959,16.135834,8.414041,83,0,baseline
10,typed-byte,hash-like,65536,65536,0,0,18286976,18287864,36547840,131072,33554202,21.304,12.730208,8.559625,83,0,baseline
10,typed-byte,hash-like,65536,65536,0,1,18286976,18287864,36547840,131072,33554202,21.104084,12.697709,8.400584,83,0,baseline
10,typed-byte,hash-like,65536,65536,0,2,18286976,18287864,36547840,131072,33554202,20.762,12.614041,8.14125,83,0,baseline
10,raw-bit,hash-like,65536,65536,0,-1,18095576,18096336,36175696,131072,33554202,36.668417,28.987834,7.675,84,0,baseline
10,raw-bit,hash-like,65536,65536,0,0,18095576,18096336,36175696,131072,33554202,33.58525,25.365708,8.194334,84,0,baseline
10,raw-bit,hash-like,65536,65536,0,1,18095576,18096336,36175696,131072,33554202,33.870125,25.164709,8.700375,84,0,baseline
10,raw-bit,hash-like,65536,65536,0,2,18095576,18096336,36175696,131072,33554202,33.345125,25.356917,7.98325,84,0,baseline
10,raw-bit,hash-like,65536,65536,0,-1,18095576,18096336,36175696,131072,33554202,36.381208,28.700917,7.673542,85,0,candidate
10,raw-bit,hash-like,65536,65536,0,0,18095576,18096336,36175696,131072,33554202,33.233292,25.132459,8.0875,85,0,candidate
10,raw-bit,hash-like,65536,65536,0,1,18095576,18096336,36175696,131072,33554202,32.410667,24.812209,7.591417,85,0,candidate
10,raw-bit,hash-like,65536,65536,0,2,18095576,18096336,36175696,131072,33554202,32.947083,25.181083,7.759583,85,0,candidate
10,raw-byte,hash-like,65536,65536,0,-1,17989720,17990600,35953440,131072,33554202,24.021792,16.169625,7.846583,86,0,candidate
10,raw-byte,hash-like,65536,65536,0,0,17989720,17990600,35953440,131072,33554202,21.205291,12.266916,8.93025,86,0,candidate
10,raw-byte,hash-like,65536,65536,0,1,17989720,17990600,35953440,131072,33554202,21.28575,12.189875,9.090333,86,0,candidate
10,raw-byte,hash-like,65536,65536,0,2,17989720,17990600,35953440,131072,33554202,20.778583,12.482833,8.2905,86,0,candidate
10,raw-byte,hash-like,65536,65536,0,-1,17989720,17990600,35953440,131072,33554202,24.357209,16.564083,7.786875,87,0,baseline
10,raw-byte,hash-like,65536,65536,0,0,17989720,17990600,35953440,131072,33554202,21.080792,12.965459,8.1035,87,0,baseline
10,raw-byte,hash-like,65536,65536,0,1,17989720,17990600,35953440,131072,33554202,21.113875,12.978791,8.128125,87,0,baseline
10,raw-byte,hash-like,65536,65536,0,2,17989720,17990600,35953440,131072,33554202,20.607584,12.77925,7.822292,87,0,baseline
11,typed-byte,hash-like,131072,131072,0,-1,36547264,36547504,73044048,262144,67107712,53.674708,33.933333,19.73525,88,0,baseline
11,typed-byte,hash-like,131072,131072,0,0,36547264,36547504,73044048,262144,67107712,43.218375,25.393917,17.80575,88,0,baseline
11,typed-byte,hash-like,131072,131072,0,1,36547264,36547504,73044048,262144,67107712,42.625917,25.51275,17.102292,88,0,baseline
11,typed-byte,hash-like,131072,131072,0,2,36547264,36547504,73044048,262144,67107712,42.368042,25.196375,17.159375,88,0,baseline
11,typed-byte,hash-like,131072,131072,0,-1,36084216,36084480,72118160,262144,67107712,47.55525,31.413584,16.134375,89,0,candidate
11,typed-byte,hash-like,131072,131072,0,0,36084216,36084480,72118160,262144,67107712,41.752542,24.185958,17.550625,89,0,candidate
11,typed-byte,hash-like,131072,131072,0,1,36084216,36084480,72118160,262144,67107712,59.60225,23.78825,35.809541,89,0,candidate
11,typed-byte,hash-like,131072,131072,0,2,36084216,36084480,72118160,262144,67107712,42.144417,24.186709,17.951541,89,0,candidate
11,raw-bit,hash-like,131072,131072,0,-1,36175152,36175440,72318160,262144,67107712,74.504084,57.796791,16.699125,90,0,candidate
11,raw-bit,hash-like,131072,131072,0,0,36175152,36175440,72318160,262144,67107712,68.450834,51.105708,17.322959,90,0,candidate
11,raw-bit,hash-like,131072,131072,0,1,36175152,36175440,72318160,262144,67107712,67.334125,50.157375,17.167125,90,0,candidate
11,raw-bit,hash-like,131072,131072,0,2,36175152,36175440,72318160,262144,67107712,67.944542,51.068792,16.868833,90,0,candidate
11,raw-bit,hash-like,131072,131072,0,-1,36175152,36175440,72318160,262144,67107712,74.273083,57.725584,16.540417,91,0,baseline
11,raw-bit,hash-like,131072,131072,0,0,36175152,36175440,72318160,262144,67107712,79.365583,50.354458,28.991333,91,0,baseline
11,raw-bit,hash-like,131072,131072,0,1,36175152,36175440,72318160,262144,67107712,83.670333,50.039625,33.619584,91,0,baseline
11,raw-bit,hash-like,131072,131072,0,2,36175152,36175440,72318160,262144,67107712,67.551375,50.367542,17.174875,91,0,baseline
11,raw-byte,hash-like,131072,131072,0,-1,35952880,35953144,71855496,262144,67107712,49.832333,33.5105,16.3155,92,0,baseline
11,raw-byte,hash-like,131072,131072,0,0,35952880,35953144,71855496,262144,67107712,42.897042,26.0705,16.809125,92,0,baseline
11,raw-byte,hash-like,131072,131072,0,1,35952880,35953144,71855496,262144,67107712,42.427875,25.774666,16.642083,92,0,baseline
11,raw-byte,hash-like,131072,131072,0,2,35952880,35953144,71855496,262144,67107712,42.731792,25.953833,16.766292,92,0,baseline
11,raw-byte,hash-like,131072,131072,0,-1,35952880,35953144,71855496,262144,67107712,70.531,31.150375,39.372792,93,0,candidate
11,raw-byte,hash-like,131072,131072,0,0,35952880,35953144,71855496,262144,67107712,41.291667,23.843208,17.427709,93,0,candidate
11,raw-byte,hash-like,131072,131072,0,1,35952880,35953144,71855496,262144,67107712,41.5765,24.183917,17.380958,93,0,candidate
11,raw-byte,hash-like,131072,131072,0,2,35952880,35953144,71855496,262144,67107712,41.150583,24.193542,16.950625,93,0,candidate
11,typed-bit,hash-like,131072,131072,0,-1,36094336,36094632,72156216,262144,67107712,104.405917,87.929625,16.467958,94,0,candidate
11,typed-bit,hash-like,131072,131072,0,0,36094336,36094632,72156216,262144,67107712,104.55825,87.527458,17.017583,94,0,candidate
11,typed-bit,hash-like,131072,131072,0,1,36094336,36094632,72156216,262144,67107712,104.563584,87.58825,16.966375,94,0,candidate
11,typed-bit,hash-like,131072,131072,0,2,36094336,36094632,72156216,262144,67107712,104.358625,87.505084,16.826583,94,0,candidate
11,typed-bit,hash-like,131072,131072,0,-1,36094336,36094632,72156216,262144,67107712,104.75575,87.816667,16.929167,95,0,baseline
11,typed-bit,hash-like,131072,131072,0,0,36094336,36094632,72156216,262144,67107712,105.515583,87.769083,17.725833,95,0,baseline
11,typed-bit,hash-like,131072,131072,0,1,36094336,36094632,72156216,262144,67107712,104.390292,86.66025,17.716542,95,0,baseline
11,typed-bit,hash-like,131072,131072,0,2,36094336,36094632,72156216,262144,67107712,104.688833,87.1605,17.518,95,0,baseline
4,raw-byte,structured,65536,65536,0,-1,17104552,17105200,34201176,131072,33554202,20.20475,13.344292,6.852292,96,1,baseline
4,raw-byte,structured,65536,65536,0,0,17104552,17105200,34201176,131072,33554202,17.787583,10.08425,7.682583,96,1,baseline
4,raw-byte,structured,65536,65536,0,1,17104552,17105200,34201176,131072,33554202,17.670209,10.31575,7.347583,96,1,baseline
4,raw-byte,structured,65536,65536,0,2,17104552,17105200,34201176,131072,33554202,17.027917,9.959625,7.063375,96,1,baseline
4,raw-byte,structured,65536,65536,0,-1,17104552,17105200,34201176,131072,33554202,19.459833,12.726792,6.7265,97,1,candidate
4,raw-byte,structured,65536,65536,0,0,17104552,17105200,34201176,131072,33554202,17.226291,8.958041,8.255125,97,1,candidate
4,raw-byte,structured,65536,65536,0,1,17104552,17105200,34201176,131072,33554202,16.038416,8.706083,7.326666,97,1,candidate
4,raw-byte,structured,65536,65536,0,2,17104552,17105200,34201176,131072,33554202,16.397458,8.711875,7.679458,97,1,candidate
4,typed-bit,structured,65536,65536,0,-1,17023440,17024088,34005736,131072,33554202,46.545875,39.042958,7.49575,98,1,candidate
4,typed-bit,structured,65536,65536,0,0,17023440,17024088,34005736,131072,33554202,45.520459,38.632791,6.869459,98,1,candidate
4,typed-bit,structured,65536,65536,0,1,17023440,17024088,34005736,131072,33554202,45.911208,38.502291,7.402,98,1,candidate
4,typed-bit,structured,65536,65536,0,2,17023440,17024088,34005736,131072,33554202,46.468875,39.044292,7.414917,98,1,candidate
4,typed-bit,structured,65536,65536,0,-1,17023440,17024088,34005736,131072,33554202,46.297958,39.0725,7.217417,99,1,baseline
4,typed-bit,structured,65536,65536,0,0,17023440,17024088,34005736,131072,33554202,53.56475,38.659708,14.888042,99,1,baseline
4,typed-bit,structured,65536,65536,0,1,17023440,17024088,34005736,131072,33554202,46.570167,38.677125,7.884375,99,1,baseline
4,typed-bit,structured,65536,65536,0,2,17023440,17024088,34005736,131072,33554202,47.165792,38.829625,8.327791,99,1,baseline
4,typed-byte,structured,65536,65536,0,-1,17406320,17404920,34796392,131072,33554202,20.771875,13.270708,7.495125,100,1,baseline
4,typed-byte,structured,65536,65536,0,0,17406320,17404920,34796392,131072,33554202,18.199,10.204459,7.971875,100,1,baseline
4,typed-byte,structured,65536,65536,0,1,17406320,17404920,34796392,131072,33554202,17.76675,10.181875,7.579166,100,1,baseline
4,typed-byte,structured,65536,65536,0,2,17406320,17404920,34796392,131072,33554202,19.812417,10.095875,9.711,100,1,baseline
4,typed-byte,structured,65536,65536,0,-1,17170224,17170872,34332512,131072,33554202,19.748209,12.751416,6.991292,101,1,candidate
4,typed-byte,structured,65536,65536,0,0,17170224,17170872,34332512,131072,33554202,16.730791,8.818167,7.894917,101,1,candidate
4,typed-byte,structured,65536,65536,0,1,17170224,17170872,34332512,131072,33554202,16.898666,8.960042,7.934125,101,1,candidate
4,typed-byte,structured,65536,65536,0,2,17170224,17170872,34332512,131072,33554202,16.442708,8.95875,7.478083,101,1,candidate
4,raw-bit,structured,65536,65536,0,-1,17063384,17064032,34086264,131072,33554202,31.991833,24.546834,7.438791,102,1,candidate
4,raw-bit,structured,65536,65536,0,0,17063384,17064032,34086264,131072,33554202,28.517833,21.0115,7.485917,102,1,candidate
4,raw-bit,structured,65536,65536,0,1,17063384,17064032,34086264,131072,33554202,28.613792,21.249834,7.35825,102,1,candidate
4,raw-bit,structured,65536,65536,0,2,17063384,17064032,34086264,131072,33554202,28.811667,21.255541,7.549292,102,1,candidate
4,raw-bit,structured,65536,65536,0,-1,17063384,17064032,34086264,131072,33554202,32.001583,24.774666,7.215625,103,1,baseline
4,raw-bit,structured,65536,65536,0,0,17063384,17064032,34086264,131072,33554202,29.244709,21.457667,7.774917,103,1,baseline
4,raw-bit,structured,65536,65536,0,1,17063384,17064032,34086264,131072,33554202,28.539584,21.301708,7.225667,103,1,baseline
4,raw-bit,structured,65536,65536,0,2,17063384,17064032,34086264,131072,33554202,28.359334,21.259,7.094541,103,1,baseline
5,typed-bit,structured,131072,131072,0,-1,34046688,34046952,68010440,262144,67107712,97.066583,77.224708,19.834042,104,1,baseline
5,typed-bit,structured,131072,131072,0,0,34046688,34046952,68010440,262144,67107712,96.583542,79.861542,16.702209,104,1,baseline
5,typed-bit,structured,131072,131072,0,1,34046688,34046952,68010440,262144,67107712,95.715708,78.909458,16.796834,104,1,baseline
5,typed-bit,structured,131072,131072,0,2,34046688,34046952,68010440,262144,67107712,95.337083,78.802292,16.526834,104,1,baseline
5,typed-bit,structured,131072,131072,0,-1,34046688,34046952,68010440,262144,67107712,94.109125,78.776041,15.324292,105,1,candidate
5,typed-bit,structured,131072,131072,0,0,34046688,34046952,68010440,262144,67107712,94.51025,78.048584,16.432834,105,1,candidate
5,typed-bit,structured,131072,131072,0,1,34046688,34046952,68010440,262144,67107712,94.816958,78.53125,16.276083,105,1,candidate
5,typed-bit,structured,131072,131072,0,2,34046688,34046952,68010440,262144,67107712,94.312334,78.345666,15.957333,105,1,candidate
5,typed-byte,structured,131072,131072,0,-1,34340352,34340624,68664072,262144,67107712,41.066584,25.898709,15.161708,106,1,candidate
5,typed-byte,structured,131072,131072,0,0,34340352,34340624,68664072,262144,67107712,33.781166,17.821958,15.947291,106,1,candidate
5,typed-byte,structured,131072,131072,0,1,34340352,34340624,68664072,262144,67107712,33.519125,17.778125,15.734167,106,1,candidate
5,typed-byte,structured,131072,131072,0,2,34340352,34340624,68664072,262144,67107712,33.589625,17.677958,15.9045,106,1,candidate
5,typed-byte,structured,131072,131072,0,-1,34812528,34808688,69591824,262144,67107712,41.696209,26.339458,15.349625,107,1,baseline
5,typed-byte,structured,131072,131072,0,0,34812528,34808688,69591824,262144,67107712,36.911458,20.500958,16.393167,107,1,baseline
5,typed-byte,structured,131072,131072,0,1,34812528,34808688,69591824,262144,67107712,41.872625,20.133583,21.731,107,1,baseline
5,typed-byte,structured,131072,131072,0,2,34812528,34808688,69591824,262144,67107712,42.105208,20.506583,21.593667,107,1,baseline
5,raw-bit,structured,131072,131072,0,-1,34126656,34126928,68171576,262144,67107712,67.010791,50.918666,16.087625,108,1,baseline
5,raw-bit,structured,131072,131072,0,0,34126656,34126928,68171576,262144,67107712,58.99025,42.684666,16.288417,108,1,baseline
